VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_TANGENT0.x, in_TANGENT0.y, in_TANGENT0.z, in_TANGENT0.w, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w
3918, 1170,  0.24082,  0.11381, -0.05633, -0.17178,  0.65346,  0.73697,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3919, 1168,  0.22323,  0.11179, -0.05869, -0.17258,  0.70637,  0.68591,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3920, 1169,  0.22352,  0.10981, -0.05869,  0.02976, -0.54414,  0.83815,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3921, 1170,  0.24082,  0.11381, -0.05633, -0.17178,  0.65346,  0.73697,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3922, 1169,  0.22352,  0.10981, -0.05869,  0.02976, -0.54414,  0.83815,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3923, 1171,  0.24096,  0.11181, -0.05649, -0.093, -0.60452,  0.79092,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3924, 1172,  0.2569,  0.11417, -0.05327, -0.17178,  0.59069,  0.78834,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3925, 1170,  0.24082,  0.11381, -0.05633, -0.17178,  0.65346,  0.73697,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3926, 1171,  0.24096,  0.11181, -0.05649, -0.093, -0.60452,  0.79092,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3927, 1172,  0.2569,  0.11417, -0.05327, -0.17178,  0.59069,  0.78834,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3928, 1171,  0.24096,  0.11181, -0.05649, -0.093, -0.60452,  0.79092,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3929, 1173,  0.25691,  0.11219, -0.05364, -0.17589, -0.64632,  0.74242,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3930, 1174,  0.26876,  0.11336, -0.0501, -0.21753,  0.53489,  0.81644,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3931, 1172,  0.2569,  0.11417, -0.05327, -0.17178,  0.59069,  0.78834,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3932, 1173,  0.25691,  0.11219, -0.05364, -0.17589, -0.64632,  0.74242,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3933, 1174,  0.26876,  0.11336, -0.0501, -0.21753,  0.53489,  0.81644,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3934, 1173,  0.25691,  0.11219, -0.05364, -0.17589, -0.64632,  0.74242,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3935, 1175,  0.26887,  0.11175, -0.05049, -0.27524, -0.68228,  0.67731,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3936, 1176,  0.2799,  0.11179, -0.04561, -0.30232,  0.5388,  0.78632,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3937, 1174,  0.26876,  0.11336, -0.0501, -0.21753,  0.53489,  0.81644,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3938, 1175,  0.26887,  0.11175, -0.05049, -0.27524, -0.68228,  0.67731,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3939, 1176,  0.2799,  0.11179, -0.04561, -0.30232,  0.5388,  0.78632,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3940, 1175,  0.26887,  0.11175, -0.05049, -0.27524, -0.68228,  0.67731,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3941, 1177,  0.27963,  0.11089, -0.04605, -0.40858, -0.65935,  0.63113,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3942, 1178,  0.28833,  0.10969, -0.04034,  0.73408, -0.1259,  0.66729, -1.00,  1.00,  0.50196,  0.50196,  1.00
3943, 1176,  0.2799,  0.11179, -0.04561, -0.30232,  0.5388,  0.78632,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3944, 1177,  0.27963,  0.11089, -0.04605, -0.40858, -0.65935,  0.63113,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3945, 1179, -0.05227, -0.00781, -0.06453, -0.01306, -0.11929, -0.99277,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3946, 1180, -0.03062, -0.01289, -0.06289, -0.06318, -0.92179, -0.38212,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3947, 1181, -0.05239, -0.00954, -0.06263, -0.11051, -0.90686, -0.40668,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3948, 1179, -0.05227, -0.00781, -0.06453, -0.01306, -0.11929, -0.99277,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3949, 1182, -0.0305, -0.0095, -0.06475,  0.01014, -0.09833, -0.9946,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3950, 1180, -0.03062, -0.01289, -0.06289, -0.06318, -0.92179, -0.38212,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3951, 1182, -0.0305, -0.0095, -0.06475,  0.01014, -0.09833, -0.9946,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3952, 1183, -0.01622, -0.01334, -0.06274,  0.02056, -0.89866, -0.43792,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3953, 1180, -0.03062, -0.01289, -0.06289, -0.06318, -0.92179, -0.38212,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3954, 1182, -0.0305, -0.0095, -0.06475,  0.01014, -0.09833, -0.9946,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3955, 1184, -0.01616, -0.00922, -0.06456,  0.02684, -0.02034, -0.99905,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3956, 1183, -0.01622, -0.01334, -0.06274,  0.02056, -0.89866, -0.43792,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3957, 1184, -0.01616, -0.00922, -0.06456,  0.02684, -0.02034, -0.99905,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3958, 1185, -0.00165, -0.01271, -0.06245,  0.09616, -0.87847, -0.46803,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3959, 1183, -0.01622, -0.01334, -0.06274,  0.02056, -0.89866, -0.43792,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3960, 1184, -0.01616, -0.00922, -0.06456,  0.02684, -0.02034, -0.99905,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3961, 1186, -0.00169, -0.00759, -0.06419,  0.01591,  0.02552, -0.99955,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3962, 1185, -0.00165, -0.01271, -0.06245,  0.09616, -0.87847, -0.46803,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3963, 1187,  0.01224, -0.00536, -0.0642,  0.00634,  0.02038, -0.99977,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3964, 1185, -0.00165, -0.01271, -0.06245,  0.09616, -0.87847, -0.46803,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3965, 1186, -0.00169, -0.00759, -0.06419,  0.01591,  0.02552, -0.99955,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3966, 1187,  0.01224, -0.00536, -0.0642,  0.00634,  0.02038, -0.99977,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3967, 1188,  0.01251, -0.00988, -0.06247,  0.21296, -0.8435, -0.4931,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3968, 1185, -0.00165, -0.01271, -0.06245,  0.09616, -0.87847, -0.46803,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3969, 1188,  0.01251, -0.00988, -0.06247,  0.21296, -0.8435, -0.4931,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3970, 1187,  0.01224, -0.00536, -0.0642,  0.00634,  0.02038, -0.99977,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3971, 1189,  0.02655, -0.00046, -0.06438, -0.00764,  0.04019, -0.99904,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3972, 1188,  0.01251, -0.00988, -0.06247,  0.21296, -0.8435, -0.4931,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3973, 1189,  0.02655, -0.00046, -0.06438, -0.00764,  0.04019, -0.99904,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3974, 1190,  0.02674, -0.00465, -0.06268,  0.31944, -0.80024, -0.50734,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3975, 1189,  0.02655, -0.00046, -0.06438, -0.00764,  0.04019, -0.99904,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3976, 1191,  0.0415,  0.00164, -0.06294,  0.40386, -0.77323, -0.48842,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3977, 1190,  0.02674, -0.00465, -0.06268,  0.31944, -0.80024, -0.50734,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3978, 1189,  0.02655, -0.00046, -0.06438, -0.00764,  0.04019, -0.99904,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3979, 1192,  0.04106,  0.00532, -0.06458, -0.02458,  0.03339, -0.99875,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3980, 1191,  0.0415,  0.00164, -0.06294,  0.40386, -0.77323, -0.48842,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3981, 1192,  0.04106,  0.00532, -0.06458, -0.02458,  0.03339, -0.99875,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3982, 1193,  0.05551,  0.00908, -0.06339,  0.48018, -0.74117, -0.46837,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3983, 1191,  0.0415,  0.00164, -0.06294,  0.40386, -0.77323, -0.48842,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3984, 1192,  0.04106,  0.00532, -0.06458, -0.02458,  0.03339, -0.99875,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3985, 1194,  0.05497,  0.01233, -0.06496, -0.0332,  0.02217, -0.99848,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3986, 1193,  0.05551,  0.00908, -0.06339,  0.48018, -0.74117, -0.46837,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3987, 1193,  0.05551,  0.00908, -0.06339,  0.48018, -0.74117, -0.46837,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3988, 1194,  0.05497,  0.01233, -0.06496, -0.0332,  0.02217, -0.99848,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3989, 1195,  0.06876,  0.01911, -0.06488,  0.0167, -0.00947, -0.9992,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3990, 1193,  0.05551,  0.00908, -0.06339,  0.48018, -0.74117, -0.46837,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3991, 1195,  0.06876,  0.01911, -0.06488,  0.0167, -0.00947, -0.9992,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3992, 1196,  0.06943,  0.0166, -0.06337,  0.55832, -0.71414, -0.42153,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3993, 1195,  0.06876,  0.01911, -0.06488,  0.0167, -0.00947, -0.9992,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3994, 1197,  0.08956,  0.0331, -0.06327,  0.61593, -0.72964, -0.29643,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3995, 1196,  0.06943,  0.0166, -0.06337,  0.55832, -0.71414, -0.42153,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3996, 1195,  0.06876,  0.01911, -0.06488,  0.0167, -0.00947, -0.9992,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3997, 1198,  0.08825,  0.03366, -0.06482,  0.01724, -0.04863, -0.99835,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3998, 1197,  0.08956,  0.0331, -0.06327,  0.61593, -0.72964, -0.29643,  1.00,  1.00,  0.50196,  0.50196,  0.50196
3999, 1198,  0.08825,  0.03366, -0.06482,  0.01724, -0.04863, -0.99835,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4000, 1199,  0.10665,  0.04616, -0.06451,  0.58867, -0.76913, -0.24855,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4001, 1197,  0.08956,  0.0331, -0.06327,  0.61593, -0.72964, -0.29643,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4002, 1198,  0.08825,  0.03366, -0.06482,  0.01724, -0.04863, -0.99835,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4003, 1200,  0.10624,  0.04755, -0.06607, -0.04039, -0.08742, -0.99524,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4004, 1199,  0.10665,  0.04616, -0.06451,  0.58867, -0.76913, -0.24855,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4005, 1200,  0.10624,  0.04755, -0.06607, -0.04039, -0.08742, -0.99524,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4006, 1201,  0.12431,  0.05926, -0.067,  0.52338, -0.80983, -0.26503,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4007, 1199,  0.10665,  0.04616, -0.06451,  0.58867, -0.76913, -0.24855,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4008, 1200,  0.10624,  0.04755, -0.06607, -0.04039, -0.08742, -0.99524,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4009, 1202,  0.12341,  0.06034, -0.06841, -0.11555, -0.06579, -0.99111,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4010, 1201,  0.12431,  0.05926, -0.067,  0.52338, -0.80983, -0.26503,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4011, 1202,  0.12341,  0.06034, -0.06841, -0.11555, -0.06579, -0.99111,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4012, 1203,  0.14805,  0.07392, -0.07188,  0.42003, -0.84775, -0.32265,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4013, 1201,  0.12431,  0.05926, -0.067,  0.52338, -0.80983, -0.26503,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4014, 1202,  0.12341,  0.06034, -0.06841, -0.11555, -0.06579, -0.99111,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4015, 1204,  0.14715,  0.07509, -0.07323, -0.21053, -0.01018, -0.97749,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4016, 1203,  0.14805,  0.07392, -0.07188,  0.42003, -0.84775, -0.32265,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4017, 1204,  0.14715,  0.07509, -0.07323, -0.21053, -0.01018, -0.97749,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4018, 1205,  0.16819,  0.08328, -0.07667,  0.30287, -0.84822, -0.43288,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4019, 1203,  0.14805,  0.07392, -0.07188,  0.42003, -0.84775, -0.32265,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4020, 1204,  0.14715,  0.07509, -0.07323, -0.21053, -0.01018, -0.97749,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4021, 1206,  0.16742,  0.0856, -0.07786, -0.26492,  0.15711, -0.95125,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4022, 1205,  0.16819,  0.08328, -0.07667,  0.30287, -0.84822, -0.43288,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4023, 1206,  0.16742,  0.0856, -0.07786, -0.26492,  0.15711, -0.95125,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4024, 1207,  0.18701,  0.09054, -0.08059,  0.2111, -0.79873, -0.56198,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4025, 1205,  0.16819,  0.08328, -0.07667,  0.30287, -0.84822, -0.43288,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4026, 1206,  0.16742,  0.0856, -0.07786, -0.26492,  0.15711, -0.95125,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4027, 1208,  0.18638,  0.09322, -0.08103, -0.24281,  0.3139, -0.91759,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4028, 1207,  0.18701,  0.09054, -0.08059,  0.2111, -0.79873, -0.56198,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4029, 1208,  0.18638,  0.09322, -0.08103, -0.24281,  0.3139, -0.91759,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4030, 1209,  0.20523,  0.09581, -0.08291,  0.17651, -0.75912, -0.62549,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4031, 1207,  0.18701,  0.09054, -0.08059,  0.2111, -0.79873, -0.56198,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4032, 1208,  0.18638,  0.09322, -0.08103, -0.24281,  0.3139, -0.91759,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4033, 1210,  0.20471,  0.09962, -0.08286, -0.15894,  0.43959, -0.88366,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4034, 1209,  0.20523,  0.09581, -0.08291,  0.17651, -0.75912, -0.62549,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4035, 1211,  0.22282,  0.10265, -0.08316, -0.06086,  0.58888, -0.8055,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4036, 1209,  0.20523,  0.09581, -0.08291,  0.17651, -0.75912, -0.62549,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4037, 1210,  0.20471,  0.09962, -0.08286, -0.15894,  0.43959, -0.88366,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4038, 1211,  0.22282,  0.10265, -0.08316, -0.06086,  0.58888, -0.8055,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4039, 1212,  0.22283,  0.10007, -0.08365,  0.1337, -0.70527, -0.69566,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4040, 1209,  0.20523,  0.09581, -0.08291,  0.17651, -0.75912, -0.62549,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4041, 1211,  0.22282,  0.10265, -0.08316, -0.06086,  0.58888, -0.8055,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4042, 1213,  0.24085,  0.10206, -0.08235,  0.14476, -0.75518, -0.63893,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4043, 1212,  0.22283,  0.10007, -0.08365,  0.1337, -0.70527, -0.69566,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4044, 1211,  0.22282,  0.10265, -0.08316, -0.06086,  0.58888, -0.8055,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4045, 1214,  0.24084,  0.10446, -0.08211,  0.08398,  0.5647, -0.82082,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4046, 1213,  0.24085,  0.10206, -0.08235,  0.14476, -0.75518, -0.63893,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4047, 1214,  0.24084,  0.10446, -0.08211,  0.08398,  0.5647, -0.82082,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4048, 1215,  0.25293,  0.10274, -0.07948,  0.18851, -0.7798, -0.59678,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4049, 1213,  0.24085,  0.10206, -0.08235,  0.14476, -0.75518, -0.63893,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4050, 1214,  0.24084,  0.10446, -0.08211,  0.08398,  0.5647, -0.82082,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4051, 1216,  0.25294,  0.10515, -0.07923,  0.2307,  0.55468, -0.79935,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4052, 1215,  0.25293,  0.10274, -0.07948,  0.18851, -0.7798, -0.59678,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4053, 1215,  0.25293,  0.10274, -0.07948,  0.18851, -0.7798, -0.59678,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4054, 1216,  0.25294,  0.10515, -0.07923,  0.2307,  0.55468, -0.79935,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4055, 1217,  0.26056,  0.10474, -0.07673,  0.38122,  0.54003, -0.75033,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4056, 1215,  0.25293,  0.10274, -0.07948,  0.18851, -0.7798, -0.59678,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4057, 1217,  0.26056,  0.10474, -0.07673,  0.38122,  0.54003, -0.75033,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4058, 1218,  0.26057,  0.10293, -0.07691,  0.22128, -0.77011, -0.59825,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4059, 1218,  0.26057,  0.10293, -0.07691,  0.22128, -0.77011, -0.59825,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4060, 1217,  0.26056,  0.10474, -0.07673,  0.38122,  0.54003, -0.75033,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4061, 1219,  0.26704,  0.10354, -0.07351,  0.52132,  0.52972, -0.66905,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4062, 1218,  0.26057,  0.10293, -0.07691,  0.22128, -0.77011, -0.59825,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4063, 1219,  0.26704,  0.10354, -0.07351,  0.52132,  0.52972, -0.66905,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4064, 1220,  0.26706,  0.10254, -0.07361,  0.26881, -0.77133, -0.57688,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4065, 1220,  0.26706,  0.10254, -0.07361,  0.26881, -0.77133, -0.57688,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4066, 1219,  0.26704,  0.10354, -0.07351,  0.52132,  0.52972, -0.66905,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4067, 1221,  0.27168,  0.10225, -0.07023,  0.65861,  0.506, -0.55695,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4068, 1220,  0.26706,  0.10254, -0.07361,  0.26881, -0.77133, -0.57688,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4069, 1221,  0.27168,  0.10225, -0.07023,  0.65861,  0.506, -0.55695,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4070, 1222,  0.27169,  0.10151, -0.07031,  0.30373, -0.79682, -0.52233,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4071, 1221,  0.27168,  0.10225, -0.07023,  0.65861,  0.506, -0.55695,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4072, 1223,  0.27793,  0.09912, -0.06327,  0.698, -0.35589,  0.6214,  1.00,  1.00,  0.50196,  0.50196,  1.00
4073, 1222,  0.27169,  0.10151, -0.07031,  0.30373, -0.79682, -0.52233,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4074, 1224,  0.24007,  0.10794, -0.07531,  0.15995,  0.85788, -0.48758, -1.00,  1.00,  0.50196,  0.50196,  0.50196
4075, 1225,  0.25696,  0.10846, -0.06446,  0.13515, -0.98901, -0.05697,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4076, 1226,  0.2386,  0.1052, -0.07386,  0.09617, -0.9203,  0.37803,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4077, 1224,  0.24007,  0.10794, -0.07531,  0.15995,  0.85788, -0.48758, -1.00,  1.00,  0.50196,  0.50196,  0.50196
4078, 1227,  0.25782,  0.11023, -0.06791,  0.45839, -0.03416, -0.88807, -1.00,  1.00,  0.50196,  0.50196,  0.50196
4079, 1225,  0.25696,  0.10846, -0.06446,  0.13515, -0.98901, -0.05697,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4080, 1227,  0.25782,  0.11023, -0.06791,  0.45839, -0.03416, -0.88807, -1.00,  1.00,  0.50196,  0.50196,  0.50196
4081, 1228,  0.26963,  0.10977, -0.05681,  0.053, -0.99859, -0.00277,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4082, 1225,  0.25696,  0.10846, -0.06446,  0.13515, -0.98901, -0.05697,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4083, 1227,  0.25782,  0.11023, -0.06791,  0.45839, -0.03416, -0.88807, -1.00,  1.00,  0.50196,  0.50196,  0.50196
4084, 1229,  0.27027,  0.11092, -0.06026,  0.58681, -0.1482, -0.79605, -1.00,  1.00,  0.50196,  0.50196,  0.50196
4085, 1228,  0.26963,  0.10977, -0.05681,  0.053, -0.99859, -0.00277,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4086, 1229,  0.27027,  0.11092, -0.06026,  0.58681, -0.1482, -0.79605, -1.00,  1.00,  0.50196,  0.50196,  0.50196
4087, 1230,  0.27886,  0.10996, -0.04961, -0.00228, -0.99988,  0.01528,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4088, 1228,  0.26963,  0.10977, -0.05681,  0.053, -0.99859, -0.00277,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4089, 1229,  0.27027,  0.11092, -0.06026,  0.58681, -0.1482, -0.79605, -1.00,  1.00,  0.50196,  0.50196,  0.50196
4090, 1231,  0.27852,  0.11069, -0.05291,  0.68769, -0.21229, -0.69427, -1.00,  1.00,  0.50196,  0.50196,  0.50196
4091, 1230,  0.27886,  0.10996, -0.04961, -0.00228, -0.99988,  0.01528,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4092, 1231,  0.27852,  0.11069, -0.05291,  0.68769, -0.21229, -0.69427, -1.00,  1.00,  0.50196,  0.50196,  0.50196
4093, 1232,  0.28833,  0.10969, -0.04034,  0.73408, -0.1259,  0.66729,  1.00,  1.00,  0.50196,  0.50196,  1.00
4094, 1230,  0.27886,  0.10996, -0.04961, -0.00228, -0.99988,  0.01528,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4095, 1233,  0.27793,  0.09912, -0.06327,  0.698, -0.35589,  0.6214,  1.00,  1.00,  0.50196,  0.50196,  1.00
4096, 1234,  0.2714,  0.10303, -0.06805,  0.36156,  0.92045,  0.14851,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4097, 1235,  0.27133,  0.10273, -0.0673, -0.38738,  0.08477,  0.91801,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4098, 1234,  0.2714,  0.10303, -0.06805,  0.36156,  0.92045,  0.14851,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4099, 1236,  0.26661,  0.10392, -0.06924, -0.34928, -0.1767,  0.92021,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4100, 1235,  0.27133,  0.10273, -0.0673, -0.38738,  0.08477,  0.91801,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4101, 1234,  0.2714,  0.10303, -0.06805,  0.36156,  0.92045,  0.14851,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4102, 1237,  0.26671,  0.1049, -0.07016,  0.19743,  0.94678,  0.25423,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4103, 1236,  0.26661,  0.10392, -0.06924, -0.34928, -0.1767,  0.92021,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4104, 1238,  0.26031,  0.1068, -0.07259,  0.1152,  0.95368,  0.27771,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4105, 1236,  0.26661,  0.10392, -0.06924, -0.34928, -0.1767,  0.92021,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4106, 1237,  0.26671,  0.1049, -0.07016,  0.19743,  0.94678,  0.25423,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4107, 1238,  0.26031,  0.1068, -0.07259,  0.1152,  0.95368,  0.27771,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4108, 1239,  0.26021,  0.10477, -0.07149, -0.27157, -0.32222,  0.90687,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4109, 1236,  0.26661,  0.10392, -0.06924, -0.34928, -0.1767,  0.92021,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4110, 1238,  0.26031,  0.1068, -0.07259,  0.1152,  0.95368,  0.27771,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4111, 1240,  0.25275,  0.10534, -0.07314, -0.1417, -0.33802,  0.93038,  1.00,  1.00,  0.50196,  0.50196,  0.50196
4112, 1239,  0.26021,  0.10477, -0.07149, -0.27157, -0.32222,  0.90687,  1.00,  1.00,  0.50196,  0.50196,  0.50196
