VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_TANGENT0.x, in_TANGENT0.y, in_TANGENT0.z, in_TANGENT0.w, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w
3767, 920, -0.06385,  0.08427,  0.02312,  0.64614,  0.6686,  0.31881,  1.00,  1.00,  0.00,  0.00,  0.00
3768, 926, -0.0625,  0.08311,  0.02325,  0.47668,  0.84271,  0.24893,  1.00,  1.00,  0.00,  0.00,  0.00
3769, 927, -0.06213,  0.08405,  0.01988,  0.5424,  0.7062,  0.44638,  1.00,  1.00,  0.00,  0.00,  0.00
3770, 920, -0.06385,  0.08427,  0.02312,  0.64614,  0.6686,  0.31881,  1.00,  1.00,  0.00,  0.00,  0.00
3771, 858, -0.06435,  0.08667,  0.01914,  0.64476,  0.57728,  0.47412, -1.00,  1.00,  0.00,  0.00,  0.00
3772, 920, -0.06385,  0.08427,  0.02312,  0.64614,  0.6686,  0.31881,  1.00,  1.00,  0.00,  0.00,  0.00
3773, 927, -0.06213,  0.08405,  0.01988,  0.5424,  0.7062,  0.44638,  1.00,  1.00,  0.00,  0.00,  0.00
3774, 926, -0.0625,  0.08311,  0.02325,  0.47668,  0.84271,  0.24893,  1.00,  1.00,  0.00,  0.00,  0.00
3775, 928, -0.06046,  0.08292,  0.02066,  0.40522,  0.8545,  0.32429,  1.00,  1.00,  0.00,  0.00,  0.00
3776, 927, -0.06213,  0.08405,  0.01988,  0.5424,  0.7062,  0.44638,  1.00,  1.00,  0.00,  0.00,  0.00
3777, 927, -0.06213,  0.08405,  0.01988,  0.5424,  0.7062,  0.44638,  1.00,  1.00,  0.00,  0.00,  0.00
3778, 928, -0.06046,  0.08292,  0.02066,  0.40522,  0.8545,  0.32429,  1.00,  1.00,  0.00,  0.00,  0.00
3779, 929, -0.05799,  0.08273,  0.01814,  0.37212,  0.84107,  0.39231,  1.00,  1.00,  0.00,  0.00,  0.00
3780, 927, -0.06213,  0.08405,  0.01988,  0.5424,  0.7062,  0.44638,  1.00,  1.00,  0.00,  0.00,  0.00
3781, 930, -0.06027,  0.08594,  0.01534,  0.51537,  0.66562,  0.523,  1.00,  1.00,  0.00,  0.00,  0.00
3782, 858, -0.06435,  0.08667,  0.01914,  0.64476,  0.57728,  0.47412, -1.00,  1.00,  0.00,  0.00,  0.00
3783, 847, -0.0628,  0.08982,  0.01306,  0.61015,  0.61573,  0.46513,  1.00,  1.00,  0.00,  0.00,  0.00
3784, 858, -0.06435,  0.08667,  0.01914,  0.64476,  0.57728,  0.47412, -1.00,  1.00,  0.00,  0.00,  0.00
3785, 930, -0.06027,  0.08594,  0.01534,  0.51537,  0.66562,  0.523,  1.00,  1.00,  0.00,  0.00,  0.00
3786, 927, -0.06213,  0.08405,  0.01988,  0.5424,  0.7062,  0.44638,  1.00,  1.00,  0.00,  0.00,  0.00
3787, 929, -0.05799,  0.08273,  0.01814,  0.37212,  0.84107,  0.39231,  1.00,  1.00,  0.00,  0.00,  0.00
3788, 931, -0.05853,  0.08337,  0.01752,  0.46176,  0.73108,  0.49988,  1.00,  1.00,  0.00,  0.00,  0.00
3789, 927, -0.06213,  0.08405,  0.01988,  0.5424,  0.7062,  0.44638,  1.00,  1.00,  0.00,  0.00,  0.00
3790, 931, -0.05853,  0.08337,  0.01752,  0.46176,  0.73108,  0.49988,  1.00,  1.00,  0.00,  0.00,  0.00
3791, 930, -0.06027,  0.08594,  0.01534,  0.51537,  0.66562,  0.523,  1.00,  1.00,  0.00,  0.00,  0.00
3792, 931, -0.05853,  0.08337,  0.01752,  0.46176,  0.73108,  0.49988,  1.00,  1.00,  0.00,  0.00,  0.00
3793, 929, -0.05799,  0.08273,  0.01814,  0.37212,  0.84107,  0.39231,  1.00,  1.00,  0.00,  0.00,  0.00
3794, 932, -0.05614,  0.08268,  0.01651,  0.38311,  0.75844,  0.52724,  1.00,  1.00,  0.00,  0.00,  0.00
3795, 930, -0.06027,  0.08594,  0.01534,  0.51537,  0.66562,  0.523,  1.00,  1.00,  0.00,  0.00,  0.00
3796, 933, -0.05899,  0.08783,  0.01152,  0.45349,  0.72334,  0.49995, -1.00,  1.00,  0.00,  0.00,  0.00
3797, 847, -0.0628,  0.08982,  0.01306,  0.61015,  0.61573,  0.46513,  1.00,  1.00,  0.00,  0.00,  0.00
3798, 846, -0.05947,  0.08982,  0.00822,  0.4506,  0.80117,  0.36216,  1.00,  1.00,  0.00,  0.00,  0.00
3799, 847, -0.0628,  0.08982,  0.01306,  0.61015,  0.61573,  0.46513,  1.00,  1.00,  0.00,  0.00,  0.00
3800, 933, -0.05899,  0.08783,  0.01152,  0.45349,  0.72334,  0.49995, -1.00,  1.00,  0.00,  0.00,  0.00
3801, 934, -0.0578,  0.08515,  0.01382,  0.41199,  0.71623,  0.55159,  1.00,  1.00,  0.00,  0.00,  0.00
3802, 930, -0.06027,  0.08594,  0.01534,  0.51537,  0.66562,  0.523,  1.00,  1.00,  0.00,  0.00,  0.00
3803, 931, -0.05853,  0.08337,  0.01752,  0.46176,  0.73108,  0.49988,  1.00,  1.00,  0.00,  0.00,  0.00
3804, 934, -0.0578,  0.08515,  0.01382,  0.41199,  0.71623,  0.55159,  1.00,  1.00,  0.00,  0.00,  0.00
3805, 931, -0.05853,  0.08337,  0.01752,  0.46176,  0.73108,  0.49988,  1.00,  1.00,  0.00,  0.00,  0.00
3806, 932, -0.05614,  0.08268,  0.01651,  0.38311,  0.75844,  0.52724,  1.00,  1.00,  0.00,  0.00,  0.00
3807, 930, -0.06027,  0.08594,  0.01534,  0.51537,  0.66562,  0.523,  1.00,  1.00,  0.00,  0.00,  0.00
3808, 934, -0.0578,  0.08515,  0.01382,  0.41199,  0.71623,  0.55159,  1.00,  1.00,  0.00,  0.00,  0.00
3809, 933, -0.05899,  0.08783,  0.01152,  0.45349,  0.72334,  0.49995, -1.00,  1.00,  0.00,  0.00,  0.00
3810, 933, -0.05899,  0.08783,  0.01152,  0.45349,  0.72334,  0.49995, -1.00,  1.00,  0.00,  0.00,  0.00
3811, 935, -0.0561,  0.08865,  0.00755,  0.22738,  0.86179,  0.44484, -1.00,  1.00,  0.00,  0.00,  0.00
3812, 846, -0.05947,  0.08982,  0.00822,  0.4506,  0.80117,  0.36216,  1.00,  1.00,  0.00,  0.00,  0.00
3813, 846, -0.05947,  0.08982,  0.00822,  0.4506,  0.80117,  0.36216,  1.00,  1.00,  0.00,  0.00,  0.00
3814, 935, -0.0561,  0.08865,  0.00755,  0.22738,  0.86179,  0.44484, -1.00,  1.00,  0.00,  0.00,  0.00
3815, 845, -0.05649,  0.09068,  0.00337,  0.15138,  0.92047,  0.35512,  1.00,  1.00,  0.00,  0.00,  0.30196
3816, 936, -0.05538,  0.08667,  0.01053,  0.24181,  0.79196,  0.55629,  1.00,  1.00,  0.00,  0.00,  0.00
3817, 933, -0.05899,  0.08783,  0.01152,  0.45349,  0.72334,  0.49995, -1.00,  1.00,  0.00,  0.00,  0.00
3818, 934, -0.0578,  0.08515,  0.01382,  0.41199,  0.71623,  0.55159,  1.00,  1.00,  0.00,  0.00,  0.00
3819, 933, -0.05899,  0.08783,  0.01152,  0.45349,  0.72334,  0.49995, -1.00,  1.00,  0.00,  0.00,  0.00
3820, 936, -0.05538,  0.08667,  0.01053,  0.24181,  0.79196,  0.55629,  1.00,  1.00,  0.00,  0.00,  0.00
3821, 935, -0.0561,  0.08865,  0.00755,  0.22738,  0.86179,  0.44484, -1.00,  1.00,  0.00,  0.00,  0.00
3822, 937, -0.0532,  0.09054,  0.00299, -0.05126,  0.89837,  0.43623, -1.00,  1.00,  0.00,  0.00,  0.30196
3823, 845, -0.05649,  0.09068,  0.00337,  0.15138,  0.92047,  0.35512,  1.00,  1.00,  0.00,  0.00,  0.30196
3824, 935, -0.0561,  0.08865,  0.00755,  0.22738,  0.86179,  0.44484, -1.00,  1.00,  0.00,  0.00,  0.00
3825, 937, -0.0532,  0.09054,  0.00299, -0.05126,  0.89837,  0.43623, -1.00,  1.00,  0.00,  0.00,  0.30196
3826, 844, -0.05646,  0.09175, -1.89688E-08,  0.10545,  0.99442, -2.83421E-07,  1.00,  1.00,  0.00,  0.00,  0.50196
3827, 845, -0.05649,  0.09068,  0.00337,  0.15138,  0.92047,  0.35512,  1.00,  1.00,  0.00,  0.00,  0.30196
3828, 938, -0.05459,  0.08442,  0.01295,  0.21557,  0.7648,  0.60489,  1.00,  1.00,  0.00,  0.00,  0.00
3829, 934, -0.0578,  0.08515,  0.01382,  0.41199,  0.71623,  0.55159,  1.00,  1.00,  0.00,  0.00,  0.00
3830, 932, -0.05614,  0.08268,  0.01651,  0.38311,  0.75844,  0.52724,  1.00,  1.00,  0.00,  0.00,  0.00
3831, 936, -0.05538,  0.08667,  0.01053,  0.24181,  0.79196,  0.55629,  1.00,  1.00,  0.00,  0.00,  0.00
3832, 934, -0.0578,  0.08515,  0.01382,  0.41199,  0.71623,  0.55159,  1.00,  1.00,  0.00,  0.00,  0.00
3833, 938, -0.05459,  0.08442,  0.01295,  0.21557,  0.7648,  0.60489,  1.00,  1.00,  0.00,  0.00,  0.00
3834, 939, -0.05266,  0.08839,  0.00702, -0.01097,  0.85766,  0.5115,  1.00,  1.00,  0.00,  0.00,  0.00
3835, 935, -0.0561,  0.08865,  0.00755,  0.22738,  0.86179,  0.44484, -1.00,  1.00,  0.00,  0.00,  0.00
3836, 936, -0.05538,  0.08667,  0.01053,  0.24181,  0.79196,  0.55629,  1.00,  1.00,  0.00,  0.00,  0.00
3837, 937, -0.0532,  0.09054,  0.00299, -0.05126,  0.89837,  0.43623, -1.00,  1.00,  0.00,  0.00,  0.30196
3838, 935, -0.0561,  0.08865,  0.00755,  0.22738,  0.86179,  0.44484, -1.00,  1.00,  0.00,  0.00,  0.00
3839, 939, -0.05266,  0.08839,  0.00702, -0.01097,  0.85766,  0.5115,  1.00,  1.00,  0.00,  0.00,  0.00
3840, 937, -0.0532,  0.09054,  0.00299, -0.05126,  0.89837,  0.43623, -1.00,  1.00,  0.00,  0.00,  0.30196
3841, 940, -0.05317,  0.09185, -2.04384E-08, -0.09455,  0.99552, -2.52049E-07, -1.00,  1.00,  0.00,  0.00,  0.50196
3842, 844, -0.05646,  0.09175, -1.89688E-08,  0.10545,  0.99442, -2.83421E-07,  1.00,  1.00,  0.00,  0.00,  0.50196
3843, 843, -0.0532,  0.09054, -0.00299, -0.05126,  0.89837, -0.43623,  1.00,  1.00,  0.00,  0.00,  0.30196
3844, 844, -0.05646,  0.09175, -1.89688E-08,  0.10545,  0.99442, -2.83421E-07,  1.00,  1.00,  0.00,  0.00,  0.50196
3845, 940, -0.05317,  0.09185, -2.04384E-08, -0.09455,  0.99552, -2.52049E-07, -1.00,  1.00,  0.00,  0.00,  0.50196
3846, 941, -0.05175,  0.08649,  0.00989,  0.03007,  0.80032,  0.59667, -1.00,  1.00,  0.00,  0.00,  0.00
3847, 936, -0.05538,  0.08667,  0.01053,  0.24181,  0.79196,  0.55629,  1.00,  1.00,  0.00,  0.00,  0.00
3848, 938, -0.05459,  0.08442,  0.01295,  0.21557,  0.7648,  0.60489,  1.00,  1.00,  0.00,  0.00,  0.00
3849, 939, -0.05266,  0.08839,  0.00702, -0.01097,  0.85766,  0.5115,  1.00,  1.00,  0.00,  0.00,  0.00
3850, 936, -0.05538,  0.08667,  0.01053,  0.24181,  0.79196,  0.55629,  1.00,  1.00,  0.00,  0.00,  0.00
3851, 941, -0.05175,  0.08649,  0.00989,  0.03007,  0.80032,  0.59667, -1.00,  1.00,  0.00,  0.00,  0.00
3852, 941, -0.05175,  0.08649,  0.00989,  0.03007,  0.80032,  0.59667, -1.00,  1.00,  0.00,  0.00,  0.00
3853, 938, -0.05459,  0.08442,  0.01295,  0.21557,  0.7648,  0.60489,  1.00,  1.00,  0.00,  0.00,  0.00
3854, 942, -0.05001,  0.08373,  0.01318, -0.00993,  0.77631,  0.63027, -1.00,  1.00,  0.00,  0.00,  0.00
3855, 937, -0.0532,  0.09054,  0.00299, -0.05126,  0.89837,  0.43623, -1.00,  1.00,  0.00,  0.00,  0.30196
3856, 939, -0.05266,  0.08839,  0.00702, -0.01097,  0.85766,  0.5115,  1.00,  1.00,  0.00,  0.00,  0.00
3857, 943, -0.04875,  0.0915,  0.00257, -0.2158,  0.83126,  0.51229,  1.00,  1.00,  0.00,  0.50196,  0.30196
3858, 943, -0.04875,  0.0915,  0.00257, -0.2158,  0.83126,  0.51229,  1.00,  1.00,  0.00,  0.50196,  0.30196
3859, 940, -0.05317,  0.09185, -2.04384E-08, -0.09455,  0.99552, -2.52049E-07, -1.00,  1.00,  0.00,  0.00,  0.50196
3860, 937, -0.0532,  0.09054,  0.00299, -0.05126,  0.89837,  0.43623, -1.00,  1.00,  0.00,  0.00,  0.30196
3861, 944, -0.04875,  0.0915, -0.00257, -0.2158,  0.83126, -0.51229, -1.00,  1.00,  0.00,  0.50196,  0.30196
3862, 843, -0.0532,  0.09054, -0.00299, -0.05126,  0.89837, -0.43623,  1.00,  1.00,  0.00,  0.00,  0.30196
3863, 940, -0.05317,  0.09185, -2.04384E-08, -0.09455,  0.99552, -2.52049E-07, -1.00,  1.00,  0.00,  0.00,  0.50196
3864, 843, -0.0532,  0.09054, -0.00299, -0.05126,  0.89837, -0.43623,  1.00,  1.00,  0.00,  0.00,  0.30196
3865, 944, -0.04875,  0.0915, -0.00257, -0.2158,  0.83126, -0.51229, -1.00,  1.00,  0.00,  0.50196,  0.30196
3866, 842, -0.05266,  0.08839, -0.00702, -0.01097,  0.85766, -0.5115, -1.00,  1.00,  0.00,  0.00,  0.00
3867, 945, -0.04782,  0.0892,  0.00648, -0.18047,  0.80089,  0.57097,  1.00,  1.00,  0.00,  0.00,  0.00
3868, 939, -0.05266,  0.08839,  0.00702, -0.01097,  0.85766,  0.5115,  1.00,  1.00,  0.00,  0.00,  0.00
3869, 941, -0.05175,  0.08649,  0.00989,  0.03007,  0.80032,  0.59667, -1.00,  1.00,  0.00,  0.00,  0.00
3870, 939, -0.05266,  0.08839,  0.00702, -0.01097,  0.85766,  0.5115,  1.00,  1.00,  0.00,  0.00,  0.00
3871, 945, -0.04782,  0.0892,  0.00648, -0.18047,  0.80089,  0.57097,  1.00,  1.00,  0.00,  0.00,  0.00
3872, 943, -0.04875,  0.0915,  0.00257, -0.2158,  0.83126,  0.51229,  1.00,  1.00,  0.00,  0.50196,  0.30196
3873, 945, -0.04782,  0.0892,  0.00648, -0.18047,  0.80089,  0.57097,  1.00,  1.00,  0.00,  0.00,  0.00
3874, 941, -0.05175,  0.08649,  0.00989,  0.03007,  0.80032,  0.59667, -1.00,  1.00,  0.00,  0.00,  0.00
3875, 946, -0.04647,  0.08735,  0.00931, -0.14738,  0.76547,  0.62637,  1.00,  1.00,  0.00,  0.00,  0.00
3876, 942, -0.05001,  0.08373,  0.01318, -0.00993,  0.77631,  0.63027, -1.00,  1.00,  0.00,  0.00,  0.00
3877, 946, -0.04647,  0.08735,  0.00931, -0.14738,  0.76547,  0.62637,  1.00,  1.00,  0.00,  0.00,  0.00
3878, 941, -0.05175,  0.08649,  0.00989,  0.03007,  0.80032,  0.59667, -1.00,  1.00,  0.00,  0.00,  0.00
3879, 942, -0.05001,  0.08373,  0.01318, -0.00993,  0.77631,  0.63027, -1.00,  1.00,  0.00,  0.00,  0.00
3880, 938, -0.05459,  0.08442,  0.01295,  0.21557,  0.7648,  0.60489,  1.00,  1.00,  0.00,  0.00,  0.00
3881, 947, -0.05401,  0.08215,  0.01599,  0.20165,  0.75987,  0.61801, -1.00,  1.00,  0.00,  0.00,  0.00
3882, 938, -0.05459,  0.08442,  0.01295,  0.21557,  0.7648,  0.60489,  1.00,  1.00,  0.00,  0.00,  0.00
3883, 932, -0.05614,  0.08268,  0.01651,  0.38311,  0.75844,  0.52724,  1.00,  1.00,  0.00,  0.00,  0.00
3884, 947, -0.05401,  0.08215,  0.01599,  0.20165,  0.75987,  0.61801, -1.00,  1.00,  0.00,  0.00,  0.00
3885, 944, -0.04875,  0.0915, -0.00257, -0.2158,  0.83126, -0.51229, -1.00,  1.00,  0.00,  0.50196,  0.30196
3886, 940, -0.05317,  0.09185, -2.04384E-08, -0.09455,  0.99552, -2.52049E-07, -1.00,  1.00,  0.00,  0.00,  0.50196
3887, 948, -0.04894,  0.09305, -1.95362E-08, -0.3132,  0.94969, -2.05138E-07, -1.00,  1.00,  0.00,  0.50196,  0.40
3888, 943, -0.04875,  0.0915,  0.00257, -0.2158,  0.83126,  0.51229,  1.00,  1.00,  0.00,  0.50196,  0.30196
3889, 948, -0.04894,  0.09305, -1.95362E-08, -0.3132,  0.94969, -2.05138E-07, -1.00,  1.00,  0.00,  0.50196,  0.40
3890, 940, -0.05317,  0.09185, -2.04384E-08, -0.09455,  0.99552, -2.52049E-07, -1.00,  1.00,  0.00,  0.00,  0.50196
3891, 949, -0.04253,  0.09149,  0.00598, -0.31227,  0.71746,  0.62269, -1.00,  1.00,  0.00,  0.00,  0.00
3892, 943, -0.04875,  0.0915,  0.00257, -0.2158,  0.83126,  0.51229,  1.00,  1.00,  0.00,  0.50196,  0.30196
3893, 945, -0.04782,  0.0892,  0.00648, -0.18047,  0.80089,  0.57097,  1.00,  1.00,  0.00,  0.00,  0.00
3894, 946, -0.04647,  0.08735,  0.00931, -0.14738,  0.76547,  0.62637,  1.00,  1.00,  0.00,  0.00,  0.00
3895, 949, -0.04253,  0.09149,  0.00598, -0.31227,  0.71746,  0.62269, -1.00,  1.00,  0.00,  0.00,  0.00
3896, 945, -0.04782,  0.0892,  0.00648, -0.18047,  0.80089,  0.57097,  1.00,  1.00,  0.00,  0.00,  0.00
3897, 944, -0.04875,  0.0915, -0.00257, -0.2158,  0.83126, -0.51229, -1.00,  1.00,  0.00,  0.50196,  0.30196
3898, 950, -0.04782,  0.0892, -0.00648, -0.18047,  0.80089, -0.57096, -1.00,  1.00,  0.00,  0.00,  0.00
3899, 842, -0.05266,  0.08839, -0.00702, -0.01097,  0.85766, -0.5115, -1.00,  1.00,  0.00,  0.00,  0.00
3900, 950, -0.04782,  0.0892, -0.00648, -0.18047,  0.80089, -0.57096, -1.00,  1.00,  0.00,  0.00,  0.00
3901, 841, -0.05175,  0.08649, -0.00989,  0.03007,  0.80032, -0.59667,  1.00,  1.00,  0.00,  0.00,  0.00
3902, 842, -0.05266,  0.08839, -0.00702, -0.01097,  0.85766, -0.5115, -1.00,  1.00,  0.00,  0.00,  0.00
3903, 950, -0.04782,  0.0892, -0.00648, -0.18047,  0.80089, -0.57096, -1.00,  1.00,  0.00,  0.00,  0.00
3904, 951, -0.04647,  0.08735, -0.00931, -0.14738,  0.76547, -0.62637, -1.00,  1.00,  0.00,  0.00,  0.00
3905, 841, -0.05175,  0.08649, -0.00989,  0.03007,  0.80032, -0.59667,  1.00,  1.00,  0.00,  0.00,  0.00
3906, 626, -0.05001,  0.08373, -0.01318, -0.00993,  0.77631, -0.63027,  1.00,  1.00,  0.00,  0.00,  0.00
3907, 841, -0.05175,  0.08649, -0.00989,  0.03007,  0.80032, -0.59667,  1.00,  1.00,  0.00,  0.00,  0.00
3908, 951, -0.04647,  0.08735, -0.00931, -0.14738,  0.76547, -0.62637, -1.00,  1.00,  0.00,  0.00,  0.00
3909, 952, -0.04253,  0.09149, -0.00598, -0.31227,  0.71746, -0.62269,  1.00,  1.00,  0.00,  0.00,  0.00
3910, 950, -0.04782,  0.0892, -0.00648, -0.18047,  0.80089, -0.57096, -1.00,  1.00,  0.00,  0.00,  0.00
3911, 944, -0.04875,  0.0915, -0.00257, -0.2158,  0.83126, -0.51229, -1.00,  1.00,  0.00,  0.50196,  0.30196
3912, 951, -0.04647,  0.08735, -0.00931, -0.14738,  0.76547, -0.62637, -1.00,  1.00,  0.00,  0.00,  0.00
3913, 950, -0.04782,  0.0892, -0.00648, -0.18047,  0.80089, -0.57096, -1.00,  1.00,  0.00,  0.00,  0.00
3914, 952, -0.04253,  0.09149, -0.00598, -0.31227,  0.71746, -0.62269,  1.00,  1.00,  0.00,  0.00,  0.00
3915, 948, -0.04894,  0.09305, -1.95362E-08, -0.3132,  0.94969, -2.05138E-07, -1.00,  1.00,  0.00,  0.50196,  0.40
3916, 953, -0.04346,  0.09402, -0.00216, -0.38698,  0.72556, -0.56905,  1.00,  1.00,  0.00,  0.50196,  0.30196
3917, 944, -0.04875,  0.0915, -0.00257, -0.2158,  0.83126, -0.51229, -1.00,  1.00,  0.00,  0.50196,  0.30196
3918, 952, -0.04253,  0.09149, -0.00598, -0.31227,  0.71746, -0.62269,  1.00,  1.00,  0.00,  0.00,  0.00
3919, 944, -0.04875,  0.0915, -0.00257, -0.2158,  0.83126, -0.51229, -1.00,  1.00,  0.00,  0.50196,  0.30196
3920, 953, -0.04346,  0.09402, -0.00216, -0.38698,  0.72556, -0.56905,  1.00,  1.00,  0.00,  0.50196,  0.30196
3921, 948, -0.04894,  0.09305, -1.95362E-08, -0.3132,  0.94969, -2.05138E-07, -1.00,  1.00,  0.00,  0.50196,  0.40
3922, 943, -0.04875,  0.0915,  0.00257, -0.2158,  0.83126,  0.51229,  1.00,  1.00,  0.00,  0.50196,  0.30196
3923, 954, -0.04346,  0.09402,  0.00216, -0.38698,  0.72556,  0.56905, -1.00,  1.00,  0.00,  0.50196,  0.30196
3924, 949, -0.04253,  0.09149,  0.00598, -0.31227,  0.71746,  0.62269, -1.00,  1.00,  0.00,  0.00,  0.00
3925, 954, -0.04346,  0.09402,  0.00216, -0.38698,  0.72556,  0.56905, -1.00,  1.00,  0.00,  0.50196,  0.30196
3926, 943, -0.04875,  0.0915,  0.00257, -0.2158,  0.83126,  0.51229,  1.00,  1.00,  0.00,  0.50196,  0.30196
3927, 955, -0.04303,  0.0838, -0.01449, -0.2205,  0.77814, -0.58811, -1.00,  1.00,  0.00,  0.00,  0.00
3928, 626, -0.05001,  0.08373, -0.01318, -0.00993,  0.77631, -0.63027,  1.00,  1.00,  0.00,  0.00,  0.00
3929, 951, -0.04647,  0.08735, -0.00931, -0.14738,  0.76547, -0.62637, -1.00,  1.00,  0.00,  0.00,  0.00
3930, 955, -0.04303,  0.0838, -0.01449, -0.2205,  0.77814, -0.58811, -1.00,  1.00,  0.00,  0.00,  0.00
3931, 633, -0.04539,  0.08201, -0.01621, -0.16953,  0.79861, -0.57747, -1.00,  1.00,  0.00,  0.00,  0.00
3932, 626, -0.05001,  0.08373, -0.01318, -0.00993,  0.77631, -0.63027,  1.00,  1.00,  0.00,  0.00,  0.00
3933, 639, -0.04054,  0.08132, -0.01942, -0.25696,  0.81049, -0.52637, -1.00,  1.00,  0.00,  0.00,  0.00
3934, 633, -0.04539,  0.08201, -0.01621, -0.16953,  0.79861, -0.57747, -1.00,  1.00,  0.00,  0.00,  0.00
3935, 955, -0.04303,  0.0838, -0.01449, -0.2205,  0.77814, -0.58811, -1.00,  1.00,  0.00,  0.00,  0.00
3936, 955, -0.04303,  0.0838, -0.01449, -0.2205,  0.77814, -0.58811, -1.00,  1.00,  0.00,  0.00,  0.00
3937, 956, -0.03663,  0.08377, -0.01798, -0.23226,  0.79794, -0.55619, -1.00,  1.00,  0.00,  0.00,  0.00
3938, 639, -0.04054,  0.08132, -0.01942, -0.25696,  0.81049, -0.52637, -1.00,  1.00,  0.00,  0.00,  0.00
3939, 639, -0.04054,  0.08132, -0.01942, -0.25696,  0.81049, -0.52637, -1.00,  1.00,  0.00,  0.00,  0.00
3940, 956, -0.03663,  0.08377, -0.01798, -0.23226,  0.79794, -0.55619, -1.00,  1.00,  0.00,  0.00,  0.00
3941, 656, -0.03505,  0.08106, -0.02255, -0.20987,  0.8367, -0.50586, -1.00,  1.00,  0.00,  0.00,  0.00
3942, 957, -0.03878,  0.08619, -0.01328, -0.24243,  0.74994, -0.61548, -1.00,  1.00,  0.00,  0.00,  0.00
3943, 955, -0.04303,  0.0838, -0.01449, -0.2205,  0.77814, -0.58811, -1.00,  1.00,  0.00,  0.00,  0.00
3944, 951, -0.04647,  0.08735, -0.00931, -0.14738,  0.76547, -0.62637, -1.00,  1.00,  0.00,  0.00,  0.00
3945, 955, -0.04303,  0.0838, -0.01449, -0.2205,  0.77814, -0.58811, -1.00,  1.00,  0.00,  0.00,  0.00
3946, 957, -0.03878,  0.08619, -0.01328, -0.24243,  0.74994, -0.61548, -1.00,  1.00,  0.00,  0.00,  0.00
3947, 956, -0.03663,  0.08377, -0.01798, -0.23226,  0.79794, -0.55619, -1.00,  1.00,  0.00,  0.00,  0.00
3948, 958, -0.02954,  0.08326, -0.0206, -0.09178,  0.83201, -0.54712, -1.00,  1.00,  0.00,  0.00,  0.00
3949, 656, -0.03505,  0.08106, -0.02255, -0.20987,  0.8367, -0.50586, -1.00,  1.00,  0.00,  0.00,  0.00
3950, 956, -0.03663,  0.08377, -0.01798, -0.23226,  0.79794, -0.55619, -1.00,  1.00,  0.00,  0.00,  0.00
3951, 656, -0.03505,  0.08106, -0.02255, -0.20987,  0.8367, -0.50586, -1.00,  1.00,  0.00,  0.00,  0.00
3952, 958, -0.02954,  0.08326, -0.0206, -0.09178,  0.83201, -0.54712, -1.00,  1.00,  0.00,  0.00,  0.00
3953, 659, -0.02834,  0.08064, -0.02548, -0.05234,  0.86604, -0.49723,  1.00,  1.00,  0.00,  0.00,  0.00
3954, 948, -0.04894,  0.09305, -1.95362E-08, -0.3132,  0.94969, -2.05138E-07, -1.00,  1.00,  0.00,  0.50196,  0.40
3955, 959, -0.04392,  0.09543, -2.07390E-08, -0.47908,  0.87777, -1.59588E-07,  1.00,  1.00,  0.00,  0.50196,  0.30196
3956, 953, -0.04346,  0.09402, -0.00216, -0.38698,  0.72556, -0.56905,  1.00,  1.00,  0.00,  0.50196,  0.30196
3957, 948, -0.04894,  0.09305, -1.95362E-08, -0.3132,  0.94969, -2.05138E-07, -1.00,  1.00,  0.00,  0.50196,  0.40
3958, 954, -0.04346,  0.09402,  0.00216, -0.38698,  0.72556,  0.56905, -1.00,  1.00,  0.00,  0.50196,  0.30196
3959, 959, -0.04392,  0.09543, -2.07390E-08, -0.47908,  0.87777, -1.59588E-07,  1.00,  1.00,  0.00,  0.50196,  0.30196
3960, 953, -0.04346,  0.09402, -0.00216, -0.38698,  0.72556, -0.56905,  1.00,  1.00,  0.00,  0.50196,  0.30196
3961, 959, -0.04392,  0.09543, -2.07390E-08, -0.47908,  0.87777, -1.59588E-07,  1.00,  1.00,  0.00,  0.50196,  0.30196
3962, 960, -0.03812,  0.09923, -2.28555E-08, -0.54351,  0.8394, -1.39093E-07,  1.00,  1.00,  0.00,  0.00,  0.30196
3963, 960, -0.03812,  0.09923, -2.28555E-08, -0.54351,  0.8394, -1.39093E-07,  1.00,  1.00,  0.00,  0.00,  0.30196
3964, 959, -0.04392,  0.09543, -2.07390E-08, -0.47908,  0.87777, -1.59588E-07,  1.00,  1.00,  0.00,  0.50196,  0.30196
3965, 954, -0.04346,  0.09402,  0.00216, -0.38698,  0.72556,  0.56905, -1.00,  1.00,  0.00,  0.50196,  0.30196
3966, 957, -0.03878,  0.08619, -0.01328, -0.24243,  0.74994, -0.61548, -1.00,  1.00,  0.00,  0.00,  0.00
3967, 951, -0.04647,  0.08735, -0.00931, -0.14738,  0.76547, -0.62637, -1.00,  1.00,  0.00,  0.00,  0.00
3968, 961, -0.04124,  0.08962, -0.00866, -0.24826,  0.71128, -0.65761, -1.00,  1.00,  0.00,  0.00,  0.00
3969, 951, -0.04647,  0.08735, -0.00931, -0.14738,  0.76547, -0.62637, -1.00,  1.00,  0.00,  0.00,  0.00
3970, 952, -0.04253,  0.09149, -0.00598, -0.31227,  0.71746, -0.62269,  1.00,  1.00,  0.00,  0.00,  0.00
