VTX, IDX, _input0.x, _input0.y, _input0.z, _input1.x, _input1.y, _input1.z, _input2.x, _input2.y, _input2.z, _input2.w, _input3.x, _input3.y, _input4.x, _input4.y
337, 13060, -0.17837,  0.08979, -0.03015, -0.11289,  0.92551, -0.3613,  1.00,  0.50196,  0.50196,  0.50196,  0.26972,  0.23118,  0.00,  0.00
338, 13063, -0.17351,  0.09291, -0.02419, -0.06551,  0.98561, -0.15531,  1.00,  0.50196,  0.50196,  0.50196,  0.26336,  0.22327,  0.00,  0.00
339, 13062, -0.15065,  0.08797, -0.0449, -0.06204,  0.92899, -0.36468,  1.00,  0.50196,  0.50196,  0.50196,  0.28097,  0.17877,  0.00,  0.00
340, 13061, -0.16343,  0.09103, -0.0334, -0.11296,  0.93281, -0.34199,  1.00,  0.50196,  0.50196,  0.50196,  0.27109,  0.20402,  0.00,  0.00
341, 13064, -0.14806,  0.09282, -0.03047,  0.08201,  0.95593, -0.28166,  1.00,  0.50196,  0.50196,  0.50196,  0.26694,  0.17625,  0.00,  0.00
342, 13064, -0.14806,  0.09282, -0.03047,  0.08201,  0.95593, -0.28166,  1.00,  0.50196,  0.50196,  0.50196,  0.26694,  0.17625,  0.00,  0.00
343, 13065, -0.13851,  0.0893, -0.03208,  0.29922,  0.89265, -0.33695,  1.00,  0.50196,  0.50196,  0.50196,  0.2685,  0.15757,  0.00,  0.00
344, 13062, -0.15065,  0.08797, -0.0449, -0.06204,  0.92899, -0.36468,  1.00,  0.50196,  0.50196,  0.50196,  0.28097,  0.17877,  0.00,  0.00
345, 13064, -0.14806,  0.09282, -0.03047,  0.08201,  0.95593, -0.28166,  1.00,  0.50196,  0.50196,  0.50196,  0.26694,  0.17625,  0.00,  0.00
346, 13066, -0.14326,  0.09281, -0.02732,  0.21785,  0.9645, -0.14884,  1.00,  0.50196,  0.50196,  0.50196,  0.26381,  0.16772,  0.00,  0.00
347, 13065, -0.13851,  0.0893, -0.03208,  0.29922,  0.89265, -0.33695,  1.00,  0.50196,  0.50196,  0.50196,  0.2685,  0.15757,  0.00,  0.00
348, 13064, -0.14806,  0.09282, -0.03047,  0.08201,  0.95593, -0.28166,  1.00,  0.50196,  0.50196,  0.50196,  0.26694,  0.17625,  0.00,  0.00
349, 13061, -0.16343,  0.09103, -0.0334, -0.11296,  0.93281, -0.34199,  1.00,  0.50196,  0.50196,  0.50196,  0.27109,  0.20402,  0.00,  0.00
350, 13067, -0.15576,  0.094, -0.02202, -0.0592,  0.97786, -0.20031,  1.00,  0.50196,  0.50196,  0.50196,  0.26034,  0.192,  0.00,  0.00
351, 13067, -0.15576,  0.094, -0.02202, -0.0592,  0.97786, -0.20031,  1.00,  0.50196,  0.50196,  0.50196,  0.26034,  0.192,  0.00,  0.00
352, 13061, -0.16343,  0.09103, -0.0334, -0.11296,  0.93281, -0.34199,  1.00,  0.50196,  0.50196,  0.50196,  0.27109,  0.20402,  0.00,  0.00
353, 13068, -0.16431,  0.09388, -0.02022, -0.06028,  0.99272, -0.10352,  1.00,  0.50196,  0.50196,  0.50196,  0.25934,  0.20761,  0.00,  0.00
354, 13068, -0.16431,  0.09388, -0.02022, -0.06028,  0.99272, -0.10352,  1.00,  0.50196,  0.50196,  0.50196,  0.25934,  0.20761,  0.00,  0.00
355, 13061, -0.16343,  0.09103, -0.0334, -0.11296,  0.93281, -0.34199,  1.00,  0.50196,  0.50196,  0.50196,  0.27109,  0.20402,  0.00,  0.00
356, 13063, -0.17351,  0.09291, -0.02419, -0.06551,  0.98561, -0.15531,  1.00,  0.50196,  0.50196,  0.50196,  0.26336,  0.22327,  0.00,  0.00
357, 13069, -0.15987,  0.0943, -0.01689, -0.06019,  0.99738, -0.038,  1.00,  0.50196,  0.50196,  0.50196,  0.25625,  0.20014,  0.00,  0.00
358, 13067, -0.15576,  0.094, -0.02202, -0.0592,  0.97786, -0.20031,  1.00,  0.50196,  0.50196,  0.50196,  0.26034,  0.192,  0.00,  0.00
359, 13068, -0.16431,  0.09388, -0.02022, -0.06028,  0.99272, -0.10352,  1.00,  0.50196,  0.50196,  0.50196,  0.25934,  0.20761,  0.00,  0.00
360, 13068, -0.16431,  0.09388, -0.02022, -0.06028,  0.99272, -0.10352,  1.00,  0.50196,  0.50196,  0.50196,  0.25934,  0.20761,  0.00,  0.00
361, 13070, -0.16521,  0.09407, -0.00429, -0.0105,  0.99978, -0.01279,  1.00,  0.50196,  0.50196,  0.50196,  0.24586,  0.21,  0.00,  0.00
362, 13069, -0.15987,  0.0943, -0.01689, -0.06019,  0.99738, -0.038,  1.00,  0.50196,  0.50196,  0.50196,  0.25625,  0.20014,  0.00,  0.00
363, 13071, -0.16968,  0.09412,  0.00101,  0.07941,  0.99676, -0.00079,  1.00,  0.50196,  0.50196,  0.50196,  0.24157,  0.21792,  0.00,  0.00
364, 13070, -0.16521,  0.09407, -0.00429, -0.0105,  0.99978, -0.01279,  1.00,  0.50196,  0.50196,  0.50196,  0.24586,  0.21,  0.00,  0.00
365, 13068, -0.16431,  0.09388, -0.02022, -0.06028,  0.99272, -0.10352,  1.00,  0.50196,  0.50196,  0.50196,  0.25934,  0.20761,  0.00,  0.00
366, 13063, -0.17351,  0.09291, -0.02419, -0.06551,  0.98561, -0.15531,  1.00,  0.50196,  0.50196,  0.50196,  0.26336,  0.22327,  0.00,  0.00
367, 13071, -0.16968,  0.09412,  0.00101,  0.07941,  0.99676, -0.00079,  1.00,  0.50196,  0.50196,  0.50196,  0.24157,  0.21792,  0.00,  0.00
368, 13068, -0.16431,  0.09388, -0.02022, -0.06028,  0.99272, -0.10352,  1.00,  0.50196,  0.50196,  0.50196,  0.25934,  0.20761,  0.00,  0.00
369, 13063, -0.17351,  0.09291, -0.02419, -0.06551,  0.98561, -0.15531,  1.00,  0.50196,  0.50196,  0.50196,  0.26336,  0.22327,  0.00,  0.00
370, 13072, -0.18032,  0.09546,  0.00123,  0.01115,  0.99986,  0.00082,  1.00,  0.50196,  0.50196,  0.50196,  0.24157,  0.23641,  0.00,  0.00
371, 13071, -0.16968,  0.09412,  0.00101,  0.07941,  0.99676, -0.00079,  1.00,  0.50196,  0.50196,  0.50196,  0.24157,  0.21792,  0.00,  0.00
372, 13063, -0.17351,  0.09291, -0.02419, -0.06551,  0.98561, -0.15531,  1.00,  0.50196,  0.50196,  0.50196,  0.26336,  0.22327,  0.00,  0.00
373, 13073, -0.18066,  0.09201, -0.02494, -0.04751,  0.98867, -0.14182,  1.00,  0.50196,  0.50196,  0.50196,  0.26412,  0.23592,  0.00,  0.00
374, 13072, -0.18032,  0.09546,  0.00123,  0.01115,  0.99986,  0.00082,  1.00,  0.50196,  0.50196,  0.50196,  0.24157,  0.23641,  0.00,  0.00
375, 13074, -0.18744,  0.09154, -0.02393, -0.03734,  0.98775, -0.15101,  1.00,  0.50196,  0.50196,  0.50196,  0.26336,  0.24786,  0.00,  0.00
376, 13072, -0.18032,  0.09546,  0.00123,  0.01115,  0.99986,  0.00082,  1.00,  0.50196,  0.50196,  0.50196,  0.24157,  0.23641,  0.00,  0.00
377, 13073, -0.18066,  0.09201, -0.02494, -0.04751,  0.98867, -0.14182,  1.00,  0.50196,  0.50196,  0.50196,  0.26412,  0.23592,  0.00,  0.00
378, 13074, -0.18744,  0.09154, -0.02393, -0.03734,  0.98775, -0.15101,  1.00,  0.50196,  0.50196,  0.50196,  0.26336,  0.24786,  0.00,  0.00
379, 13075, -0.19573,  0.09551,  0.00153, -0.04763,  0.9988,  0.00254,  1.00,  0.50196,  0.50196,  0.50196,  0.24157,  0.26305,  0.00,  0.00
380, 13072, -0.18032,  0.09546,  0.00123,  0.01115,  0.99986,  0.00082,  1.00,  0.50196,  0.50196,  0.50196,  0.24157,  0.23641,  0.00,  0.00
381, 13076, -0.19576,  0.0913, -0.02027, -0.10368,  0.97653, -0.18845,  1.00,  0.50196,  0.50196,  0.50196,  0.26038,  0.26259,  0.00,  0.00
382, 13075, -0.19573,  0.09551,  0.00153, -0.04763,  0.9988,  0.00254,  1.00,  0.50196,  0.50196,  0.50196,  0.24157,  0.26305,  0.00,  0.00
383, 13074, -0.18744,  0.09154, -0.02393, -0.03734,  0.98775, -0.15101,  1.00,  0.50196,  0.50196,  0.50196,  0.26336,  0.24786,  0.00,  0.00
384, 13077, -0.20001,  0.09147, -0.01767, -0.08967,  0.97845, -0.18569,  1.00,  0.50196,  0.50196,  0.50196,  0.25835,  0.27007,  0.00,  0.00
385, 13075, -0.19573,  0.09551,  0.00153, -0.04763,  0.9988,  0.00254,  1.00,  0.50196,  0.50196,  0.50196,  0.24157,  0.26305,  0.00,  0.00
386, 13076, -0.19576,  0.0913, -0.02027, -0.10368,  0.97653, -0.18845,  1.00,  0.50196,  0.50196,  0.50196,  0.26038,  0.26259,  0.00,  0.00
387, 13078, -0.20732,  0.09174, -0.0123, -0.10296,  0.97823, -0.17994,  1.00,  0.50196,  0.50196,  0.50196,  0.25381,  0.28292,  0.00,  0.00
388, 13075, -0.19573,  0.09551,  0.00153, -0.04763,  0.9988,  0.00254,  1.00,  0.50196,  0.50196,  0.50196,  0.24157,  0.26305,  0.00,  0.00
389, 13077, -0.20001,  0.09147, -0.01767, -0.08967,  0.97845, -0.18569,  1.00,  0.50196,  0.50196,  0.50196,  0.25835,  0.27007,  0.00,  0.00
390, 13079, -0.21342,  0.09194, -0.00757, -0.11021,  0.9786, -0.17353,  1.00,  0.50196,  0.50196,  0.50196,  0.24963,  0.29344,  0.00,  0.00
391, 13075, -0.19573,  0.09551,  0.00153, -0.04763,  0.9988,  0.00254,  1.00,  0.50196,  0.50196,  0.50196,  0.24157,  0.26305,  0.00,  0.00
392, 13078, -0.20732,  0.09174, -0.0123, -0.10296,  0.97823, -0.17994,  1.00,  0.50196,  0.50196,  0.50196,  0.25381,  0.28292,  0.00,  0.00
393, 13080, -0.21317,  0.09189,  0.01125, -0.10533,  0.97765,  0.18171,  1.00,  0.50196,  0.50196,  0.50196,  0.24963,  0.29344,  0.00,  0.00
394, 13075, -0.19573,  0.09551,  0.00153, -0.04763,  0.9988,  0.00254,  1.00,  0.50196,  0.50196,  0.50196,  0.24157,  0.26305,  0.00,  0.00
395, 13081, -0.2144,  0.09348,  0.00186, -0.11907,  0.99284,  0.00434,  1.00,  0.50196,  0.50196,  0.50196,  0.24157,  0.29508,  0.00,  0.00
396, 13082, -0.21981,  0.09181,  0.00719, -0.14553,  0.97641,  0.15929,  1.00,  0.50196,  0.50196,  0.50196,  0.24604,  0.30463,  0.00,  0.00
397, 13080, -0.21317,  0.09189,  0.01125, -0.10533,  0.97765,  0.18171,  1.00,  0.50196,  0.50196,  0.50196,  0.24963,  0.29344,  0.00,  0.00
398, 13081, -0.2144,  0.09348,  0.00186, -0.11907,  0.99284,  0.00434,  1.00,  0.50196,  0.50196,  0.50196,  0.24157,  0.29508,  0.00,  0.00
399, 13083, -0.2286,  0.09119,  0.00208, -0.16048,  0.987,  0.00521,  1.00,  0.50196,  0.50196,  0.50196,  0.24157,  0.31924,  0.00,  0.00
400, 13081, -0.2144,  0.09348,  0.00186, -0.11907,  0.99284,  0.00434,  1.00,  0.50196,  0.50196,  0.50196,  0.24157,  0.29508,  0.00,  0.00
401, 13084, -0.21996,  0.09184, -0.0033, -0.14977,  0.97729, -0.14969,  1.00,  0.50196,  0.50196,  0.50196,  0.24604,  0.30463,  0.00,  0.00
402, 13084, -0.21996,  0.09184, -0.0033, -0.14977,  0.97729, -0.14969,  1.00,  0.50196,  0.50196,  0.50196,  0.24604,  0.30463,  0.00,  0.00
403, 13085, -0.2144,  0.09348,  0.00186, -0.11907,  0.99284,  0.00434,  1.00,  0.50196,  0.50196,  0.50196,  0.24157,  0.29508,  0.00,  0.00
404, 13079, -0.21342,  0.09194, -0.00757, -0.11021,  0.9786, -0.17353,  1.00,  0.50196,  0.50196,  0.50196,  0.24963,  0.29344,  0.00,  0.00
405, 13086, -0.2286,  0.09119,  0.00208, -0.16048,  0.987,  0.00521,  1.00,  0.50196,  0.50196,  0.50196,  0.24157,  0.31924,  0.00,  0.00
406, 13082, -0.21981,  0.09181,  0.00719, -0.14553,  0.97641,  0.15929,  1.00,  0.50196,  0.50196,  0.50196,  0.24604,  0.30463,  0.00,  0.00
407, 13085, -0.2144,  0.09348,  0.00186, -0.11907,  0.99284,  0.00434,  1.00,  0.50196,  0.50196,  0.50196,  0.24157,  0.29508,  0.00,  0.00
408, 13079, -0.21342,  0.09194, -0.00757, -0.11021,  0.9786, -0.17353,  1.00,  0.50196,  0.50196,  0.50196,  0.24963,  0.29344,  0.00,  0.00
409, 13085, -0.2144,  0.09348,  0.00186, -0.11907,  0.99284,  0.00434,  1.00,  0.50196,  0.50196,  0.50196,  0.24157,  0.29508,  0.00,  0.00
410, 13087, -0.19573,  0.09551,  0.00153, -0.04763,  0.9988,  0.00254,  1.00,  0.50196,  0.50196,  0.50196,  0.24157,  0.26305,  0.00,  0.00
411, 13080, -0.21317,  0.09189,  0.01125, -0.10533,  0.97765,  0.18171,  1.00,  0.50196,  0.50196,  0.50196,  0.24963,  0.29344,  0.00,  0.00
412, 13088, -0.20694,  0.09167,  0.01578, -0.09792,  0.97731,  0.18759,  1.00,  0.50196,  0.50196,  0.50196,  0.25381,  0.28292,  0.00,  0.00
413, 13087, -0.19573,  0.09551,  0.00153, -0.04763,  0.9988,  0.00254,  1.00,  0.50196,  0.50196,  0.50196,  0.24157,  0.26305,  0.00,  0.00
414, 13088, -0.20694,  0.09167,  0.01578, -0.09792,  0.97731,  0.18759,  1.00,  0.50196,  0.50196,  0.50196,  0.25381,  0.28292,  0.00,  0.00
415, 13089, -0.19948,  0.09139,  0.02086, -0.08448,  0.97767,  0.19214,  1.00,  0.50196,  0.50196,  0.50196,  0.25835,  0.27007,  0.00,  0.00
416, 13087, -0.19573,  0.09551,  0.00153, -0.04763,  0.9988,  0.00254,  1.00,  0.50196,  0.50196,  0.50196,  0.24157,  0.26305,  0.00,  0.00
417, 13089, -0.19948,  0.09139,  0.02086, -0.08448,  0.97767,  0.19214,  1.00,  0.50196,  0.50196,  0.50196,  0.25835,  0.27007,  0.00,  0.00
418, 13090, -0.19516,  0.09122,  0.0233, -0.09841,  0.97583,  0.1948,  1.00,  0.50196,  0.50196,  0.50196,  0.26038,  0.26259,  0.00,  0.00
419, 13087, -0.19573,  0.09551,  0.00153, -0.04763,  0.9988,  0.00254,  1.00,  0.50196,  0.50196,  0.50196,  0.24157,  0.26305,  0.00,  0.00
420, 13090, -0.19516,  0.09122,  0.0233, -0.09841,  0.97583,  0.1948,  1.00,  0.50196,  0.50196,  0.50196,  0.26038,  0.26259,  0.00,  0.00
421, 13091, -0.18675,  0.09148,  0.02664, -0.03313,  0.98734,  0.15466,  1.00,  0.50196,  0.50196,  0.50196,  0.26336,  0.24786,  0.00,  0.00
422, 13087, -0.19573,  0.09551,  0.00153, -0.04763,  0.9988,  0.00254,  1.00,  0.50196,  0.50196,  0.50196,  0.24157,  0.26305,  0.00,  0.00
423, 13091, -0.18675,  0.09148,  0.02664, -0.03313,  0.98734,  0.15466,  1.00,  0.50196,  0.50196,  0.50196,  0.26336,  0.24786,  0.00,  0.00
424, 13092, -0.18032,  0.09546,  0.00123,  0.01115,  0.99986,  0.00082,  1.00,  0.50196,  0.50196,  0.50196,  0.24157,  0.23641,  0.00,  0.00
425, 13087, -0.19573,  0.09551,  0.00153, -0.04763,  0.9988,  0.00254,  1.00,  0.50196,  0.50196,  0.50196,  0.24157,  0.26305,  0.00,  0.00
426, 13091, -0.18675,  0.09148,  0.02664, -0.03313,  0.98734,  0.15466,  1.00,  0.50196,  0.50196,  0.50196,  0.26336,  0.24786,  0.00,  0.00
427, 13093, -0.17994,  0.09196,  0.02739, -0.04356,  0.98839,  0.145,  1.00,  0.50196,  0.50196,  0.50196,  0.26412,  0.23592,  0.00,  0.00
428, 13092, -0.18032,  0.09546,  0.00123,  0.01115,  0.99986,  0.00082,  1.00,  0.50196,  0.50196,  0.50196,  0.24157,  0.23641,  0.00,  0.00
429, 13094, -0.17283,  0.09289,  0.02634, -0.06125,  0.98545,  0.15801,  1.00,  0.50196,  0.50196,  0.50196,  0.26336,  0.22327,  0.00,  0.00
430, 13092, -0.18032,  0.09546,  0.00123,  0.01115,  0.99986,  0.00082,  1.00,  0.50196,  0.50196,  0.50196,  0.24157,  0.23641,  0.00,  0.00
431, 13093, -0.17994,  0.09196,  0.02739, -0.04356,  0.98839,  0.145,  1.00,  0.50196,  0.50196,  0.50196,  0.26412,  0.23592,  0.00,  0.00
432, 13094, -0.17283,  0.09289,  0.02634, -0.06125,  0.98545,  0.15801,  1.00,  0.50196,  0.50196,  0.50196,  0.26336,  0.22327,  0.00,  0.00
433, 13095, -0.16968,  0.09412,  0.00101,  0.07941,  0.99676, -0.00079,  1.00,  0.50196,  0.50196,  0.50196,  0.24157,  0.21792,  0.00,  0.00
434, 13092, -0.18032,  0.09546,  0.00123,  0.01115,  0.99986,  0.00082,  1.00,  0.50196,  0.50196,  0.50196,  0.24157,  0.23641,  0.00,  0.00
435, 13094, -0.17283,  0.09289,  0.02634, -0.06125,  0.98545,  0.15801,  1.00,  0.50196,  0.50196,  0.50196,  0.26336,  0.22327,  0.00,  0.00
436, 13096, -0.16374,  0.09389,  0.02198, -0.05747,  0.99274,  0.10487,  1.00,  0.50196,  0.50196,  0.50196,  0.25934,  0.20761,  0.00,  0.00
437, 13095, -0.16968,  0.09412,  0.00101,  0.07941,  0.99676, -0.00079,  1.00,  0.50196,  0.50196,  0.50196,  0.24157,  0.21792,  0.00,  0.00
438, 13095, -0.16968,  0.09412,  0.00101,  0.07941,  0.99676, -0.00079,  1.00,  0.50196,  0.50196,  0.50196,  0.24157,  0.21792,  0.00,  0.00
439, 13096, -0.16374,  0.09389,  0.02198, -0.05747,  0.99274,  0.10487,  1.00,  0.50196,  0.50196,  0.50196,  0.25934,  0.20761,  0.00,  0.00
440, 13097, -0.16507,  0.09407,  0.0061, -0.01015,  0.99978,  0.01306,  1.00,  0.50196,  0.50196,  0.50196,  0.24586,  0.21,  0.00,  0.00
441, 13096, -0.16374,  0.09389,  0.02198, -0.05747,  0.99274,  0.10487,  1.00,  0.50196,  0.50196,  0.50196,  0.25934,  0.20761,  0.00,  0.00
442, 13098, -0.1594,  0.09431,  0.01847, -0.05916,  0.99741,  0.03879,  1.00,  0.50196,  0.50196,  0.50196,  0.25625,  0.20014,  0.00,  0.00
443, 13097, -0.16507,  0.09407,  0.0061, -0.01015,  0.99978,  0.01306,  1.00,  0.50196,  0.50196,  0.50196,  0.24586,  0.21,  0.00,  0.00
444, 13098, -0.1594,  0.09431,  0.01847, -0.05916,  0.99741,  0.03879,  1.00,  0.50196,  0.50196,  0.50196,  0.25625,  0.20014,  0.00,  0.00
445, 13096, -0.16374,  0.09389,  0.02198, -0.05747,  0.99274,  0.10487,  1.00,  0.50196,  0.50196,  0.50196,  0.25934,  0.20761,  0.00,  0.00
446, 13099, -0.15515,  0.09403,  0.02342, -0.05386,  0.97814,  0.20045,  1.00,  0.50196,  0.50196,  0.50196,  0.26034,  0.192,  0.00,  0.00
447, 13096, -0.16374,  0.09389,  0.02198, -0.05747,  0.99274,  0.10487,  1.00,  0.50196,  0.50196,  0.50196,  0.25934,  0.20761,  0.00,  0.00
448, 13094, -0.17283,  0.09289,  0.02634, -0.06125,  0.98545,  0.15801,  1.00,  0.50196,  0.50196,  0.50196,  0.26336,  0.22327,  0.00,  0.00
449, 13100, -0.16252,  0.09104,  0.03511, -0.10381,  0.93288,  0.3447,  1.00,  0.50196,  0.50196,  0.50196,  0.27109,  0.20402,  0.00,  0.00
450, 13099, -0.15515,  0.09403,  0.02342, -0.05386,  0.97814,  0.20045,  1.00,  0.50196,  0.50196,  0.50196,  0.26034,  0.192,  0.00,  0.00
451, 13096, -0.16374,  0.09389,  0.02198, -0.05747,  0.99274,  0.10487,  1.00,  0.50196,  0.50196,  0.50196,  0.25934,  0.20761,  0.00,  0.00
452, 13100, -0.16252,  0.09104,  0.03511, -0.10381,  0.93288,  0.3447,  1.00,  0.50196,  0.50196,  0.50196,  0.27109,  0.20402,  0.00,  0.00
453, 13100, -0.16252,  0.09104,  0.03511, -0.10381,  0.93288,  0.3447,  1.00,  0.50196,  0.50196,  0.50196,  0.27109,  0.20402,  0.00,  0.00
454, 13094, -0.17283,  0.09289,  0.02634, -0.06125,  0.98545,  0.15801,  1.00,  0.50196,  0.50196,  0.50196,  0.26336,  0.22327,  0.00,  0.00
455, 13101, -0.17751,  0.08974,  0.03251, -0.10288,  0.92489,  0.36587,  1.00,  0.50196,  0.50196,  0.50196,  0.26972,  0.23118,  0.00,  0.00
456, 13102, -0.14725,  0.09289,  0.03156,  0.08924,  0.9565,  0.27749,  1.00,  0.50196,  0.50196,  0.50196,  0.26694,  0.17625,  0.00,  0.00
457, 13099, -0.15515,  0.09403,  0.02342, -0.05386,  0.97814,  0.20045,  1.00,  0.50196,  0.50196,  0.50196,  0.26034,  0.192,  0.00,  0.00
458, 13100, -0.16252,  0.09104,  0.03511, -0.10381,  0.93288,  0.3447,  1.00,  0.50196,  0.50196,  0.50196,  0.27109,  0.20402,  0.00,  0.00
459, 13101, -0.17751,  0.08974,  0.03251, -0.10288,  0.92489,  0.36587,  1.00,  0.50196,  0.50196,  0.50196,  0.26972,  0.23118,  0.00,  0.00
460, 13103, -0.16138,  0.07931,  0.06333, -0.06056,  0.93172,  0.35788,  1.00,  0.50196,  0.50196,  0.50196,  0.29931,  0.19955,  0.00,  0.00
461, 13100, -0.16252,  0.09104,  0.03511, -0.10381,  0.93288,  0.3447,  1.00,  0.50196,  0.50196,  0.50196,  0.27109,  0.20402,  0.00,  0.00
462, 13101, -0.17751,  0.08974,  0.03251, -0.10288,  0.92489,  0.36587,  1.00,  0.50196,  0.50196,  0.50196,  0.26972,  0.23118,  0.00,  0.00
463, 13104, -0.18067,  0.08578,  0.04389, -0.00713,  0.94385,  0.33009,  1.00,  0.50196,  0.50196,  0.50196,  0.28063,  0.23624,  0.00,  0.00
464, 13103, -0.16138,  0.07931,  0.06333, -0.06056,  0.93172,  0.35788,  1.00,  0.50196,  0.50196,  0.50196,  0.29931,  0.19955,  0.00,  0.00
465, 13103, -0.16138,  0.07931,  0.06333, -0.06056,  0.93172,  0.35788,  1.00,  0.50196,  0.50196,  0.50196,  0.29931,  0.19955,  0.00,  0.00
466, 13105, -0.14949,  0.08804,  0.0461, -0.05275,  0.9295,  0.36484,  1.00,  0.50196,  0.50196,  0.50196,  0.28097,  0.17877,  0.00,  0.00
467, 13100, -0.16252,  0.09104,  0.03511, -0.10381,  0.93288,  0.3447,  1.00,  0.50196,  0.50196,  0.50196,  0.27109,  0.20402,  0.00,  0.00
468, 13105, -0.14949,  0.08804,  0.0461, -0.05275,  0.9295,  0.36484,  1.00,  0.50196,  0.50196,  0.50196,  0.28097,  0.17877,  0.00,  0.00
469, 13102, -0.14725,  0.09289,  0.03156,  0.08924,  0.9565,  0.27749,  1.00,  0.50196,  0.50196,  0.50196,  0.26694,  0.17625,  0.00,  0.00
470, 13100, -0.16252,  0.09104,  0.03511, -0.10381,  0.93288,  0.3447,  1.00,  0.50196,  0.50196,  0.50196,  0.27109,  0.20402,  0.00,  0.00
471, 13102, -0.14725,  0.09289,  0.03156,  0.08924,  0.9565,  0.27749,  1.00,  0.50196,  0.50196,  0.50196,  0.26694,  0.17625,  0.00,  0.00
472, 13105, -0.14949,  0.08804,  0.0461, -0.05275,  0.9295,  0.36484,  1.00,  0.50196,  0.50196,  0.50196,  0.28097,  0.17877,  0.00,  0.00
473, 13106, -0.13771,  0.08938,  0.03283,  0.30741,  0.89353,  0.32706,  1.00,  0.50196,  0.50196,  0.50196,  0.2685,  0.15757,  0.00,  0.00
474, 13102, -0.14725,  0.09289,  0.03156,  0.08924,  0.9565,  0.27749,  1.00,  0.50196,  0.50196,  0.50196,  0.26694,  0.17625,  0.00,  0.00
475, 13106, -0.13771,  0.08938,  0.03283,  0.30741,  0.89353,  0.32706,  1.00,  0.50196,  0.50196,  0.50196,  0.2685,  0.15757,  0.00,  0.00
476, 13107, -0.14255,  0.09288,  0.02823,  0.22154,  0.96486,  0.14081,  1.00,  0.50196,  0.50196,  0.50196,  0.26381,  0.16772,  0.00,  0.00
477, 13104, -0.18067,  0.08578,  0.04389, -0.00713,  0.94385,  0.33009,  1.00,  0.50196,  0.50196,  0.50196,  0.28063,  0.23624,  0.00,  0.00
478, 13108, -0.16777,  0.07784,  0.06634, -0.01872,  0.92978,  0.36744,  1.00,  0.50196,  0.50196,  0.50196,  0.30231,  0.21186,  0.00,  0.00
479, 13103, -0.16138,  0.07931,  0.06333, -0.06056,  0.93172,  0.35788,  1.00,  0.50196,  0.50196,  0.50196,  0.29931,  0.19955,  0.00,  0.00
480, 13104, -0.18067,  0.08578,  0.04389, -0.00713,  0.94385,  0.33009,  1.00,  0.50196,  0.50196,  0.50196,  0.28063,  0.23624,  0.00,  0.00
481, 13109, -0.1814,  0.08231,  0.05432, -0.01337,  0.93281,  0.35994,  1.00,  0.50196,  0.50196,  0.50196,  0.29035,  0.23812,  0.00,  0.00
482, 13108, -0.16777,  0.07784,  0.06634, -0.01872,  0.92978,  0.36744,  1.00,  0.50196,  0.50196,  0.50196,  0.30231,  0.21186,  0.00,  0.00
483, 13109, -0.1814,  0.08231,  0.05432, -0.01337,  0.93281,  0.35994,  1.00,  0.50196,  0.50196,  0.50196,  0.29035,  0.23812,  0.00,  0.00
484, 13110, -0.17711,  0.07478,  0.07037, -0.05547,  0.88618,  0.45987,  1.00,  0.50196,  0.50196,  0.50196,  0.3068,  0.22974,  0.00,  0.00
485, 13108, -0.16777,  0.07784,  0.06634, -0.01872,  0.92978,  0.36744,  1.00,  0.50196,  0.50196,  0.50196,  0.30231,  0.21186,  0.00,  0.00
486, 13109, -0.1814,  0.08231,  0.05432, -0.01337,  0.93281,  0.35994,  1.00,  0.50196,  0.50196,  0.50196,  0.29035,  0.23812,  0.00,  0.00
487, 13111, -0.18248,  0.07809,  0.06444, -0.0453,  0.89392,  0.44579,  1.00,  0.50196,  0.50196,  0.50196,  0.30048,  0.23985,  0.00,  0.00
488, 13110, -0.17711,  0.07478,  0.07037, -0.05547,  0.88618,  0.45987,  1.00,  0.50196,  0.50196,  0.50196,  0.3068,  0.22974,  0.00,  0.00
489, 13111, -0.18248,  0.07809,  0.06444, -0.0453,  0.89392,  0.44579,  1.00,  0.50196,  0.50196,  0.50196,  0.30048,  0.23985,  0.00,  0.00
490, 13112, -0.18394,  0.07145,  0.07348, -0.13024,  0.80948,  0.57244,  1.00,  0.50196,  0.50196,  0.50196,  0.3108,  0.24277,  0.00,  0.00
491, 13110, -0.17711,  0.07478,  0.07037, -0.05547,  0.88618,  0.45987,  1.00,  0.50196,  0.50196,  0.50196,  0.3068,  0.22974,  0.00,  0.00
492, 13113, -0.12404,  0.09931, -0.02235,  0.0756,  0.99656, -0.03275,  1.00,  0.50196,  0.50196,  0.50196,  0.71425,  0.51694,  0.00,  0.00
493, 13114, -0.1104,  0.09909, -0.00009,  0.03875,  0.99922, -0.00281,  1.00,  0.50196,  0.50196,  0.50196,  0.71029,  0.529,  0.00,  0.00
494, 13115, -0.11791,  0.0991, -0.02282,  0.05032,  0.9986, -0.01384,  1.00,  0.50196,  0.50196,  0.50196,  0.71251,  0.5169,  0.00,  0.00
495, 13115, -0.11791,  0.0991, -0.02282,  0.05032,  0.9986, -0.01384,  1.00,  0.50196,  0.50196,  0.50196,  0.71251,  0.5169,  0.00,  0.00
496, 13114, -0.1104,  0.09909, -0.00009,  0.03875,  0.99922, -0.00281,  1.00,  0.50196,  0.50196,  0.50196,  0.71029,  0.529,  0.00,  0.00
