VTX, IDX, _input0.x, _input0.y, _input0.z, _input1.x, _input1.y, _input1.z, _input2.x, _input2.y, _input2.z, _input2.w, _input3.x, _input3.y, _input4.x, _input4.y
4684, 1400,  0.03188,  0.02193,  0.0499, -0.00995,  0.34484, -0.93858,  1.00,  0.50196,  0.50196,  0.50196,  0.03491,  0.27368,  0.03491,  0.27368
4685, 1397,  0.01806,  0.01717,  0.04792, -0.02184,  0.39805, -0.9171,  1.00,  0.50196,  0.50196,  0.50196,  0.03479,  0.27271,  0.03479,  0.27271
4686, 1401,  0.04391,  0.03119,  0.05274, -0.52876,  0.82344,  0.20141,  1.00,  0.50196,  0.50196,  0.50196,  0.03479,  0.27466,  0.03479,  0.27466
4687, 1400,  0.03188,  0.02193,  0.0499, -0.00995,  0.34484, -0.93858,  1.00,  0.50196,  0.50196,  0.50196,  0.03491,  0.27368,  0.03491,  0.27368
4688, 1399,  0.03105,  0.02436,  0.05069, -0.41302,  0.87775,  0.2418,  1.00,  0.50196,  0.50196,  0.50196,  0.03473,  0.27368,  0.03473,  0.27368
4689, 1401,  0.04391,  0.03119,  0.05274, -0.52876,  0.82344,  0.20141,  1.00,  0.50196,  0.50196,  0.50196,  0.03479,  0.27466,  0.03479,  0.27466
4690, 1402,  0.04502,  0.02932,  0.05205, -0.00499,  0.3186, -0.9478,  1.00,  0.50196,  0.50196,  0.50196,  0.03497,  0.27466,  0.03497,  0.27466
4691, 1400,  0.03188,  0.02193,  0.0499, -0.00995,  0.34484, -0.93858,  1.00,  0.50196,  0.50196,  0.50196,  0.03491,  0.27368,  0.03491,  0.27368
4692, 1403,  0.05734,  0.03767,  0.05503,  0.00418,  0.29509, -0.95534,  1.00,  0.50196,  0.50196,  0.50196,  0.03494,  0.27588,  0.03494,  0.27588
4693, 1402,  0.04502,  0.02932,  0.05205, -0.00499,  0.3186, -0.9478,  1.00,  0.50196,  0.50196,  0.50196,  0.03497,  0.27466,  0.03497,  0.27466
4694, 1401,  0.04391,  0.03119,  0.05274, -0.52876,  0.82344,  0.20141,  1.00,  0.50196,  0.50196,  0.50196,  0.03479,  0.27466,  0.03479,  0.27466
4695, 1403,  0.05734,  0.03767,  0.05503,  0.00418,  0.29509, -0.95534,  1.00,  0.50196,  0.50196,  0.50196,  0.03494,  0.27588,  0.03494,  0.27588
4696, 1401,  0.04391,  0.03119,  0.05274, -0.52876,  0.82344,  0.20141,  1.00,  0.50196,  0.50196,  0.50196,  0.03479,  0.27466,  0.03479,  0.27466
4697, 1404,  0.05609,  0.03982,  0.05567, -0.62592,  0.76531,  0.13728,  1.00,  0.50196,  0.50196,  0.50196,  0.03479,  0.27588,  0.03479,  0.27588
4698, 1405,  0.06768,  0.04986,  0.0586, -0.67018,  0.73671,  0.06629,  1.00,  0.50196,  0.50196,  0.50196,  0.03461,  0.27686,  0.03461,  0.27686
4699, 1403,  0.05734,  0.03767,  0.05503,  0.00418,  0.29509, -0.95534,  1.00,  0.50196,  0.50196,  0.50196,  0.03494,  0.27588,  0.03494,  0.27588
4700, 1404,  0.05609,  0.03982,  0.05567, -0.62592,  0.76531,  0.13728,  1.00,  0.50196,  0.50196,  0.50196,  0.03479,  0.27588,  0.03479,  0.27588
4701, 1405,  0.06768,  0.04986,  0.0586, -0.67018,  0.73671,  0.06629,  1.00,  0.50196,  0.50196,  0.50196,  0.03461,  0.27686,  0.03461,  0.27686
4702, 1406,  0.06901,  0.04768,  0.05802,  0.01215,  0.2634, -0.96451,  1.00,  0.50196,  0.50196,  0.50196,  0.03479,  0.27686,  0.03479,  0.27686
4703, 1403,  0.05734,  0.03767,  0.05503,  0.00418,  0.29509, -0.95534,  1.00,  0.50196,  0.50196,  0.50196,  0.03494,  0.27588,  0.03494,  0.27588
4704, 1407,  0.08554,  0.06604,  0.06361, -0.67564,  0.7334,  0.05403,  1.00,  0.50196,  0.50196,  0.50196,  0.03424,  0.27856,  0.03424,  0.27856
4705, 1406,  0.06901,  0.04768,  0.05802,  0.01215,  0.2634, -0.96451,  1.00,  0.50196,  0.50196,  0.50196,  0.03479,  0.27686,  0.03479,  0.27686
4706, 1405,  0.06768,  0.04986,  0.0586, -0.67018,  0.73671,  0.06629,  1.00,  0.50196,  0.50196,  0.50196,  0.03461,  0.27686,  0.03461,  0.27686
4707, 1407,  0.08554,  0.06604,  0.06361, -0.67564,  0.7334,  0.05403,  1.00,  0.50196,  0.50196,  0.50196,  0.03424,  0.27856,  0.03424,  0.27856
4708, 1408,  0.08685,  0.06382,  0.06308,  0.02851,  0.24959, -0.96764,  1.00,  0.50196,  0.50196,  0.50196,  0.03442,  0.27856,  0.03442,  0.27856
4709, 1406,  0.06901,  0.04768,  0.05802,  0.01215,  0.2634, -0.96451,  1.00,  0.50196,  0.50196,  0.50196,  0.03479,  0.27686,  0.03479,  0.27686
4710, 1409,  0.10155,  0.08015,  0.06811, -0.64759,  0.76038,  0.02091,  1.00,  0.50196,  0.50196,  0.50196,  0.03387,  0.28003,  0.03387,  0.28003
4711, 1408,  0.08685,  0.06382,  0.06308,  0.02851,  0.24959, -0.96764,  1.00,  0.50196,  0.50196,  0.50196,  0.03442,  0.27856,  0.03442,  0.27856
4712, 1407,  0.08554,  0.06604,  0.06361, -0.67564,  0.7334,  0.05403,  1.00,  0.50196,  0.50196,  0.50196,  0.03424,  0.27856,  0.03424,  0.27856
4713, 1409,  0.10155,  0.08015,  0.06811, -0.64759,  0.76038,  0.02091,  1.00,  0.50196,  0.50196,  0.50196,  0.03387,  0.28003,  0.03387,  0.28003
4714, 1410,  0.10294,  0.07802,  0.0677,  0.07178,  0.23118, -0.96971,  1.00,  0.50196,  0.50196,  0.50196,  0.03406,  0.28003,  0.03406,  0.28003
4715, 1408,  0.08685,  0.06382,  0.06308,  0.02851,  0.24959, -0.96764,  1.00,  0.50196,  0.50196,  0.50196,  0.03442,  0.27856,  0.03442,  0.27856
4716, 1411,  0.11874,  0.09395,  0.07346, -0.58517,  0.81028,  0.01009,  1.00,  0.50196,  0.50196,  0.50196,  0.0336,  0.28149,  0.0336,  0.28149
4717, 1410,  0.10294,  0.07802,  0.0677,  0.07178,  0.23118, -0.96971,  1.00,  0.50196,  0.50196,  0.50196,  0.03406,  0.28003,  0.03406,  0.28003
4718, 1409,  0.10155,  0.08015,  0.06811, -0.64759,  0.76038,  0.02091,  1.00,  0.50196,  0.50196,  0.50196,  0.03387,  0.28003,  0.03387,  0.28003
4719, 1411,  0.11874,  0.09395,  0.07346, -0.58517,  0.81028,  0.01009,  1.00,  0.50196,  0.50196,  0.50196,  0.0336,  0.28149,  0.0336,  0.28149
4720, 1412,  0.11992,  0.09166,  0.07312,  0.10368,  0.21678, -0.97027,  1.00,  0.50196,  0.50196,  0.50196,  0.03378,  0.28149,  0.03378,  0.28149
4721, 1410,  0.10294,  0.07802,  0.0677,  0.07178,  0.23118, -0.96971,  1.00,  0.50196,  0.50196,  0.50196,  0.03406,  0.28003,  0.03406,  0.28003
4722, 1413,  0.14284,  0.10911,  0.07944, -0.52956,  0.84699,  0.02122,  1.00,  0.50196,  0.50196,  0.50196,  0.03329,  0.28369,  0.03329,  0.28369
4723, 1412,  0.11992,  0.09166,  0.07312,  0.10368,  0.21678, -0.97027,  1.00,  0.50196,  0.50196,  0.50196,  0.03378,  0.28149,  0.03378,  0.28149
4724, 1411,  0.11874,  0.09395,  0.07346, -0.58517,  0.81028,  0.01009,  1.00,  0.50196,  0.50196,  0.50196,  0.0336,  0.28149,  0.0336,  0.28149
4725, 1413,  0.14284,  0.10911,  0.07944, -0.52956,  0.84699,  0.02122,  1.00,  0.50196,  0.50196,  0.50196,  0.03329,  0.28369,  0.03329,  0.28369
4726, 1414,  0.14389,  0.10645,  0.07899,  0.10155,  0.21003, -0.97212,  1.00,  0.50196,  0.50196,  0.50196,  0.03351,  0.28369,  0.03351,  0.28369
4727, 1412,  0.11992,  0.09166,  0.07312,  0.10368,  0.21678, -0.97027,  1.00,  0.50196,  0.50196,  0.50196,  0.03378,  0.28149,  0.03378,  0.28149
4728, 1415,  0.16314,  0.11869,  0.08327, -0.45067,  0.89117,  0.00785,  1.00,  0.50196,  0.50196,  0.50196,  0.03317,  0.28516,  0.03317,  0.28516
4729, 1414,  0.14389,  0.10645,  0.07899,  0.10155,  0.21003, -0.97212,  1.00,  0.50196,  0.50196,  0.50196,  0.03351,  0.28369,  0.03351,  0.28369
4730, 1413,  0.14284,  0.10911,  0.07944, -0.52956,  0.84699,  0.02122,  1.00,  0.50196,  0.50196,  0.50196,  0.03329,  0.28369,  0.03329,  0.28369
4731, 1415,  0.16314,  0.11869,  0.08327, -0.45067,  0.89117,  0.00785,  1.00,  0.50196,  0.50196,  0.50196,  0.03317,  0.28516,  0.03317,  0.28516
4732, 1416,  0.16408,  0.11695,  0.08293,  0.07495,  0.21688, -0.97315,  1.00,  0.50196,  0.50196,  0.50196,  0.03333,  0.28516,  0.03333,  0.28516
4733, 1414,  0.14389,  0.10645,  0.07899,  0.10155,  0.21003, -0.97212,  1.00,  0.50196,  0.50196,  0.50196,  0.03351,  0.28369,  0.03351,  0.28369
4734, 1417,  0.18151,  0.12628,  0.08608, -0.38733,  0.91996,  0.01535,  1.00,  0.50196,  0.50196,  0.50196,  0.03311,  0.28662,  0.03311,  0.28662
4735, 1416,  0.16408,  0.11695,  0.08293,  0.07495,  0.21688, -0.97315,  1.00,  0.50196,  0.50196,  0.50196,  0.03333,  0.28516,  0.03333,  0.28516
4736, 1415,  0.16314,  0.11869,  0.08327, -0.45067,  0.89117,  0.00785,  1.00,  0.50196,  0.50196,  0.50196,  0.03317,  0.28516,  0.03317,  0.28516
4737, 1417,  0.18151,  0.12628,  0.08608, -0.38733,  0.91996,  0.01535,  1.00,  0.50196,  0.50196,  0.50196,  0.03311,  0.28662,  0.03311,  0.28662
4738, 1418,  0.18231,  0.12448,  0.08573,  0.05556,  0.21492, -0.97499,  1.00,  0.50196,  0.50196,  0.50196,  0.03326,  0.28662,  0.03326,  0.28662
4739, 1416,  0.16408,  0.11695,  0.08293,  0.07495,  0.21688, -0.97315,  1.00,  0.50196,  0.50196,  0.50196,  0.03333,  0.28516,  0.03333,  0.28516
4740, 1419,  0.19955,  0.13336,  0.08849, -0.32119,  0.94437,  0.04057,  1.00,  0.50196,  0.50196,  0.50196,  0.03308,  0.28809,  0.03308,  0.28809
4741, 1418,  0.18231,  0.12448,  0.08573,  0.05556,  0.21492, -0.97499,  1.00,  0.50196,  0.50196,  0.50196,  0.03326,  0.28662,  0.03326,  0.28662
4742, 1417,  0.18151,  0.12628,  0.08608, -0.38733,  0.91996,  0.01535,  1.00,  0.50196,  0.50196,  0.50196,  0.03311,  0.28662,  0.03311,  0.28662
4743, 1419,  0.19955,  0.13336,  0.08849, -0.32119,  0.94437,  0.04057,  1.00,  0.50196,  0.50196,  0.50196,  0.03308,  0.28809,  0.03308,  0.28809
4744, 1420,  0.2002,  0.1315,  0.08812,  0.01363,  0.19602, -0.98049,  1.00,  0.50196,  0.50196,  0.50196,  0.0332,  0.28809,  0.0332,  0.28809
4745, 1418,  0.18231,  0.12448,  0.08573,  0.05556,  0.21492, -0.97499,  1.00,  0.50196,  0.50196,  0.50196,  0.03326,  0.28662,  0.03326,  0.28662
4746, 1421,  0.21726,  0.13816,  0.08893, -0.23633,  0.97046,  0.01233,  1.00,  0.50196,  0.50196,  0.50196,  0.03308,  0.28931,  0.03308,  0.28931
4747, 1420,  0.2002,  0.1315,  0.08812,  0.01363,  0.19602, -0.98049,  1.00,  0.50196,  0.50196,  0.50196,  0.0332,  0.28809,  0.0332,  0.28809
4748, 1419,  0.19955,  0.13336,  0.08849, -0.32119,  0.94437,  0.04057,  1.00,  0.50196,  0.50196,  0.50196,  0.03308,  0.28809,  0.03308,  0.28809
4749, 1421,  0.21726,  0.13816,  0.08893, -0.23633,  0.97046,  0.01233,  1.00,  0.50196,  0.50196,  0.50196,  0.03308,  0.28931,  0.03308,  0.28931
4750, 1422,  0.21768,  0.13623,  0.0886, -0.0662,  0.14631, -0.98702,  1.00,  0.50196,  0.50196,  0.50196,  0.03323,  0.28931,  0.03323,  0.28931
4751, 1420,  0.2002,  0.1315,  0.08812,  0.01363,  0.19602, -0.98049,  1.00,  0.50196,  0.50196,  0.50196,  0.0332,  0.28809,  0.0332,  0.28809
4752, 1423,  0.23468,  0.14172,  0.08734, -0.18537,  0.97831, -0.08603,  1.00,  0.50196,  0.50196,  0.50196,  0.03308,  0.29053,  0.03308,  0.29053
4753, 1422,  0.21768,  0.13623,  0.0886, -0.0662,  0.14631, -0.98702,  1.00,  0.50196,  0.50196,  0.50196,  0.03323,  0.28931,  0.03323,  0.28931
4754, 1421,  0.21726,  0.13816,  0.08893, -0.23633,  0.97046,  0.01233,  1.00,  0.50196,  0.50196,  0.50196,  0.03308,  0.28931,  0.03308,  0.28931
4755, 1423,  0.23468,  0.14172,  0.08734, -0.18537,  0.97831, -0.08603,  1.00,  0.50196,  0.50196,  0.50196,  0.03308,  0.29053,  0.03308,  0.29053
4756, 1424,  0.23494,  0.13974,  0.08716, -0.13407,  0.0705, -0.98845,  1.00,  0.50196,  0.50196,  0.50196,  0.0332,  0.29053,  0.0332,  0.29053
4757, 1422,  0.21768,  0.13623,  0.0886, -0.0662,  0.14631, -0.98702,  1.00,  0.50196,  0.50196,  0.50196,  0.03323,  0.28931,  0.03323,  0.28931
4758, 1425,  0.25071,  0.1437,  0.08474, -0.14323,  0.9656, -0.21619,  1.00,  0.50196,  0.50196,  0.50196,  0.03311,  0.29175,  0.03311,  0.29175
4759, 1424,  0.23494,  0.13974,  0.08716, -0.13407,  0.0705, -0.98845,  1.00,  0.50196,  0.50196,  0.50196,  0.0332,  0.29053,  0.0332,  0.29053
4760, 1423,  0.23468,  0.14172,  0.08734, -0.18537,  0.97831, -0.08603,  1.00,  0.50196,  0.50196,  0.50196,  0.03308,  0.29053,  0.03308,  0.29053
4761, 1425,  0.25071,  0.1437,  0.08474, -0.14323,  0.9656, -0.21619,  1.00,  0.50196,  0.50196,  0.50196,  0.03311,  0.29175,  0.03311,  0.29175
4762, 1426,  0.25085,  0.1417,  0.08476, -0.1924, -0.0093, -0.98126,  1.00,  0.50196,  0.50196,  0.50196,  0.03323,  0.29175,  0.03323,  0.29175
4763, 1424,  0.23494,  0.13974,  0.08716, -0.13407,  0.0705, -0.98845,  1.00,  0.50196,  0.50196,  0.50196,  0.0332,  0.29053,  0.0332,  0.29053
4764, 1427,  0.26262,  0.14428,  0.08174, -0.13577,  0.93163, -0.3371,  1.00,  0.50196,  0.50196,  0.50196,  0.03314,  0.29272,  0.03314,  0.29272
4765, 1426,  0.25085,  0.1417,  0.08476, -0.1924, -0.0093, -0.98126,  1.00,  0.50196,  0.50196,  0.50196,  0.03323,  0.29175,  0.03323,  0.29175
4766, 1425,  0.25071,  0.1437,  0.08474, -0.14323,  0.9656, -0.21619,  1.00,  0.50196,  0.50196,  0.50196,  0.03311,  0.29175,  0.03311,  0.29175
4767, 1427,  0.26262,  0.14428,  0.08174, -0.13577,  0.93163, -0.3371,  1.00,  0.50196,  0.50196,  0.50196,  0.03314,  0.29272,  0.03314,  0.29272
4768, 1428,  0.26284,  0.14264,  0.08185, -0.29179, -0.09198, -0.95205,  1.00,  0.50196,  0.50196,  0.50196,  0.03326,  0.29272,  0.03326,  0.29272
4769, 1426,  0.25085,  0.1417,  0.08476, -0.1924, -0.0093, -0.98126,  1.00,  0.50196,  0.50196,  0.50196,  0.03323,  0.29175,  0.03323,  0.29175
4770, 1429,  0.27388,  0.14426,  0.07729, -0.18086,  0.88313, -0.43287,  1.00,  0.50196,  0.50196,  0.50196,  0.03314,  0.29346,  0.03314,  0.29346
4771, 1428,  0.26284,  0.14264,  0.08185, -0.29179, -0.09198, -0.95205,  1.00,  0.50196,  0.50196,  0.50196,  0.03326,  0.29272,  0.03326,  0.29272
4772, 1427,  0.26262,  0.14428,  0.08174, -0.13577,  0.93163, -0.3371,  1.00,  0.50196,  0.50196,  0.50196,  0.03314,  0.29272,  0.03314,  0.29272
4773, 1429,  0.27388,  0.14426,  0.07729, -0.18086,  0.88313, -0.43287,  1.00,  0.50196,  0.50196,  0.50196,  0.03314,  0.29346,  0.03314,  0.29346
4774, 1430,  0.27367,  0.14328,  0.07756, -0.39088, -0.13296, -0.91079,  1.00,  0.50196,  0.50196,  0.50196,  0.0332,  0.29346,  0.0332,  0.29346
4775, 1428,  0.26284,  0.14264,  0.08185, -0.29179, -0.09198, -0.95205,  1.00,  0.50196,  0.50196,  0.50196,  0.03326,  0.29272,  0.03326,  0.29272
4776, 1431,  0.28249,  0.14369,  0.07192,  0.44398,  0.81674,  0.36854,  1.00,  0.50196,  0.50196,  1.00,  0.03308,  0.29419,  0.03308,  0.29419
4777, 1430,  0.27367,  0.14328,  0.07756, -0.39088, -0.13296, -0.91079,  1.00,  0.50196,  0.50196,  0.50196,  0.0332,  0.29346,  0.0332,  0.29346
4778, 1429,  0.27388,  0.14426,  0.07729, -0.18086,  0.88313, -0.43287,  1.00,  0.50196,  0.50196,  0.50196,  0.03314,  0.29346,  0.03314,  0.29346
4779, 1432, -0.05227, -0.00781,  0.06453,  0.02218,  0.20171,  0.97919,  1.00,  0.50196,  0.50196,  0.50196,  0.03223,  0.29468,  0.03223,  0.29468
4780, 1433, -0.05239, -0.00954,  0.06263, -0.06525, -0.59464,  0.80134,  1.00,  0.50196,  0.50196,  0.50196,  0.03238,  0.29492,  0.03238,  0.29492
4781, 1434, -0.02645, -0.01244,  0.06285, -0.01194, -0.53108,  0.8466,  1.00,  0.50196,  0.50196,  0.50196,  0.03363,  0.29346,  0.03363,  0.29346
4782, 1432, -0.05227, -0.00781,  0.06453,  0.02218,  0.20171,  0.97919,  1.00,  0.50196,  0.50196,  0.50196,  0.03223,  0.29468,  0.03223,  0.29468
4783, 1434, -0.02645, -0.01244,  0.06285, -0.01194, -0.53108,  0.8466,  1.00,  0.50196,  0.50196,  0.50196,  0.03363,  0.29346,  0.03363,  0.29346
4784, 1435, -0.02657, -0.00908,  0.06476, -0.00286,  0.17595,  0.98429,  1.00,  0.50196,  0.50196,  0.50196,  0.03339,  0.29346,  0.03339,  0.29346
4785, 1435, -0.02657, -0.00908,  0.06476, -0.00286,  0.17595,  0.98429,  1.00,  0.50196,  0.50196,  0.50196,  0.03339,  0.29346,  0.03339,  0.29346
4786, 1434, -0.02645, -0.01244,  0.06285, -0.01194, -0.53108,  0.8466,  1.00,  0.50196,  0.50196,  0.50196,  0.03363,  0.29346,  0.03363,  0.29346
4787, 1436, -0.00786, -0.01093,  0.06338,  0.03414, -0.41727,  0.90788,  1.00,  0.50196,  0.50196,  0.50196,  0.03436,  0.29272,  0.03436,  0.29272
4788, 1435, -0.02657, -0.00908,  0.06476, -0.00286,  0.17595,  0.98429,  1.00,  0.50196,  0.50196,  0.50196,  0.03339,  0.29346,  0.03339,  0.29346
4789, 1436, -0.00786, -0.01093,  0.06338,  0.03414, -0.41727,  0.90788,  1.00,  0.50196,  0.50196,  0.50196,  0.03436,  0.29272,  0.03436,  0.29272
4790, 1437, -0.00832, -0.00688,  0.0653, -0.0478,  0.16572,  0.98493,  1.00,  0.50196,  0.50196,  0.50196,  0.03403,  0.29248,  0.03403,  0.29248
4791, 1437, -0.00832, -0.00688,  0.0653, -0.0478,  0.16572,  0.98493,  1.00,  0.50196,  0.50196,  0.50196,  0.03403,  0.29248,  0.03403,  0.29248
4792, 1436, -0.00786, -0.01093,  0.06338,  0.03414, -0.41727,  0.90788,  1.00,  0.50196,  0.50196,  0.50196,  0.03436,  0.29272,  0.03436,  0.29272
4793, 1438,  0.00904, -0.0076,  0.06426,  0.04552, -0.37544,  0.92573,  1.00,  0.50196,  0.50196,  0.50196,  0.035,  0.2915,  0.035,  0.2915
4794, 1437, -0.00832, -0.00688,  0.0653, -0.0478,  0.16572,  0.98493,  1.00,  0.50196,  0.50196,  0.50196,  0.03403,  0.29248,  0.03403,  0.29248
4795, 1438,  0.00904, -0.0076,  0.06426,  0.04552, -0.37544,  0.92573,  1.00,  0.50196,  0.50196,  0.50196,  0.035,  0.2915,  0.035,  0.2915
4796, 1439,  0.00819, -0.0026,  0.06617, -0.09323,  0.16639,  0.98164,  1.00,  0.50196,  0.50196,  0.50196,  0.03464,  0.29126,  0.03464,  0.29126
4797, 1440,  0.02166,  0.00149,  0.06717, -0.12896,  0.16546,  0.97775,  1.00,  0.50196,  0.50196,  0.50196,  0.03513,  0.29028,  0.03513,  0.29028
4798, 1439,  0.00819, -0.0026,  0.06617, -0.09323,  0.16639,  0.98164,  1.00,  0.50196,  0.50196,  0.50196,  0.03464,  0.29126,  0.03464,  0.29126
4799, 1438,  0.00904, -0.0076,  0.06426,  0.04552, -0.37544,  0.92573,  1.00,  0.50196,  0.50196,  0.50196,  0.035,  0.2915,  0.035,  0.2915
4800, 1440,  0.02166,  0.00149,  0.06717, -0.12896,  0.16546,  0.97775,  1.00,  0.50196,  0.50196,  0.50196,  0.03513,  0.29028,  0.03513,  0.29028
4801, 1438,  0.00904, -0.0076,  0.06426,  0.04552, -0.37544,  0.92573,  1.00,  0.50196,  0.50196,  0.50196,  0.035,  0.2915,  0.035,  0.2915
4802, 1441,  0.02265, -0.00289,  0.06531,  0.0745, -0.37055,  0.92582,  1.00,  0.50196,  0.50196,  0.50196,  0.03546,  0.29053,  0.03546,  0.29053
4803, 1441,  0.02265, -0.00289,  0.06531,  0.0745, -0.37055,  0.92582,  1.00,  0.50196,  0.50196,  0.50196,  0.03546,  0.29053,  0.03546,  0.29053
4804, 1442,  0.03489,  0.00849,  0.06843, -0.17598,  0.19196,  0.96545,  1.00,  0.50196,  0.50196,  0.50196,  0.03546,  0.28906,  0.03546,  0.28906
4805, 1440,  0.02166,  0.00149,  0.06717, -0.12896,  0.16546,  0.97775,  1.00,  0.50196,  0.50196,  0.50196,  0.03513,  0.29028,  0.03513,  0.29028
4806, 1441,  0.02265, -0.00289,  0.06531,  0.0745, -0.37055,  0.92582,  1.00,  0.50196,  0.50196,  0.50196,  0.03546,  0.29053,  0.03546,  0.29053
4807, 1443,  0.03575,  0.00445,  0.06659,  0.12537, -0.38595,  0.9139,  1.00,  0.50196,  0.50196,  0.50196,  0.0358,  0.28931,  0.0358,  0.28931
4808, 1442,  0.03489,  0.00849,  0.06843, -0.17598,  0.19196,  0.96545,  1.00,  0.50196,  0.50196,  0.50196,  0.03546,  0.28906,  0.03546,  0.28906
4809, 1442,  0.03489,  0.00849,  0.06843, -0.17598,  0.19196,  0.96545,  1.00,  0.50196,  0.50196,  0.50196,  0.03546,  0.28906,  0.03546,  0.28906
4810, 1443,  0.03575,  0.00445,  0.06659,  0.12537, -0.38595,  0.9139,  1.00,  0.50196,  0.50196,  0.50196,  0.0358,  0.28931,  0.0358,  0.28931
4811, 1444,  0.04891,  0.01312,  0.06801,  0.16306, -0.40509,  0.89939,  1.00,  0.50196,  0.50196,  0.50196,  0.03604,  0.28809,  0.03604,  0.28809
4812, 1442,  0.03489,  0.00849,  0.06843, -0.17598,  0.19196,  0.96545,  1.00,  0.50196,  0.50196,  0.50196,  0.03546,  0.28906,  0.03546,  0.28906
4813, 1444,  0.04891,  0.01312,  0.06801,  0.16306, -0.40509,  0.89939,  1.00,  0.50196,  0.50196,  0.50196,  0.03604,  0.28809,  0.03604,  0.28809
4814, 1445,  0.04789,  0.01661,  0.06979, -0.23215,  0.19367,  0.95306,  1.00,  0.50196,  0.50196,  0.50196,  0.03574,  0.28784,  0.03574,  0.28784
4815, 1445,  0.04789,  0.01661,  0.06979, -0.23215,  0.19367,  0.95306,  1.00,  0.50196,  0.50196,  0.50196,  0.03574,  0.28784,  0.03574,  0.28784
4816, 1444,  0.04891,  0.01312,  0.06801,  0.16306, -0.40509,  0.89939,  1.00,  0.50196,  0.50196,  0.50196,  0.03604,  0.28809,  0.03604,  0.28809
4817, 1446,  0.0608,  0.02303,  0.06983,  0.21361, -0.43214,  0.87559,  1.00,  0.50196,  0.50196,  0.50196,  0.03613,  0.28662,  0.03613,  0.28662
4818, 1445,  0.04789,  0.01661,  0.06979, -0.23215,  0.19367,  0.95306,  1.00,  0.50196,  0.50196,  0.50196,  0.03574,  0.28784,  0.03574,  0.28784
4819, 1446,  0.0608,  0.02303,  0.06983,  0.21361, -0.43214,  0.87559,  1.00,  0.50196,  0.50196,  0.50196,  0.03613,  0.28662,  0.03613,  0.28662
4820, 1447,  0.05978,  0.02606,  0.07157, -0.29395,  0.19186,  0.93608,  1.00,  0.50196,  0.50196,  0.50196,  0.03586,  0.28662,  0.03586,  0.28662
4821, 1446,  0.0608,  0.02303,  0.06983,  0.21361, -0.43214,  0.87559,  1.00,  0.50196,  0.50196,  0.50196,  0.03613,  0.28662,  0.03613,  0.28662
4822, 1448,  0.07091,  0.03563,  0.07357, -0.31957,  0.17738,  0.93055,  1.00,  0.50196,  0.50196,  0.50196,  0.03583,  0.2854,  0.03583,  0.2854
4823, 1447,  0.05978,  0.02606,  0.07157, -0.29395,  0.19186,  0.93608,  1.00,  0.50196,  0.50196,  0.50196,  0.03586,  0.28662,  0.03586,  0.28662
4824, 1446,  0.0608,  0.02303,  0.06983,  0.21361, -0.43214,  0.87559,  1.00,  0.50196,  0.50196,  0.50196,  0.03613,  0.28662,  0.03613,  0.28662
4825, 1449,  0.07188,  0.03343,  0.07187,  0.32279, -0.50491,  0.79968,  1.00,  0.50196,  0.50196,  0.50196,  0.03607,  0.2854,  0.03607,  0.2854
4826, 1448,  0.07091,  0.03563,  0.07357, -0.31957,  0.17738,  0.93055,  1.00,  0.50196,  0.50196,  0.50196,  0.03583,  0.2854,  0.03583,  0.2854
4827, 1448,  0.07091,  0.03563,  0.07357, -0.31957,  0.17738,  0.93055,  1.00,  0.50196,  0.50196,  0.50196,  0.03583,  0.2854,  0.03583,  0.2854
4828, 1449,  0.07188,  0.03343,  0.07187,  0.32279, -0.50491,  0.79968,  1.00,  0.50196,  0.50196,  0.50196,  0.03607,  0.2854,  0.03607,  0.2854
4829, 1450,  0.08952,  0.05206,  0.07572,  0.44223, -0.61425,  0.65236,  1.00,  0.50196,  0.50196,  0.50196,  0.03577,  0.2832,  0.03577,  0.2832
4830, 1448,  0.07091,  0.03563,  0.07357, -0.31957,  0.17738,  0.93055,  1.00,  0.50196,  0.50196,  0.50196,  0.03583,  0.2854,  0.03583,  0.2854
4831, 1450,  0.08952,  0.05206,  0.07572,  0.44223, -0.61425,  0.65236,  1.00,  0.50196,  0.50196,  0.50196,  0.03577,  0.2832,  0.03577,  0.2832
4832, 1451,  0.08807,  0.05231,  0.07722, -0.38899,  0.20539,  0.8975,  1.00,  0.50196,  0.50196,  0.50196,  0.03561,  0.2832,  0.03561,  0.2832
4833, 1451,  0.08807,  0.05231,  0.07722, -0.38899,  0.20539,  0.8975,  1.00,  0.50196,  0.50196,  0.50196,  0.03561,  0.2832,  0.03561,  0.2832
4834, 1450,  0.08952,  0.05206,  0.07572,  0.44223, -0.61425,  0.65236,  1.00,  0.50196,  0.50196,  0.50196,  0.03577,  0.2832,  0.03577,  0.2832
4835, 1452,  0.10488,  0.06636,  0.08039,  0.43561, -0.68283,  0.58546,  1.00,  0.50196,  0.50196,  0.50196,  0.03546,  0.28149,  0.03546,  0.28149
4836, 1451,  0.08807,  0.05231,  0.07722, -0.38899,  0.20539,  0.8975,  1.00,  0.50196,  0.50196,  0.50196,  0.03561,  0.2832,  0.03561,  0.2832
4837, 1452,  0.10488,  0.06636,  0.08039,  0.43561, -0.68283,  0.58546,  1.00,  0.50196,  0.50196,  0.50196,  0.03546,  0.28149,  0.03546,  0.28149
