VTX, IDX, _input0.x, _input0.y, _input0.z, _input1.x, _input1.y, _input1.z, _input1.w, _input2.x, _input2.y, _input2.z, _input2.w, _input3.x, _input3.y, _input3.z, _input3.w, _input4.x, _input4.y, _input5.x, _input5.y, _input6.x, _input6.y
844, 207,  32.14161,  32.14161, -30.37212, -0.58936, -0.58936,  0.55273,  0.00,  0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.125,  0.6875,  0.27539,  0.72607,  0.69824,  0.39893
845, 202,  35.71384,  35.71384, -20.92068, -0.65381, -0.65381,  0.38062,  0.00,  0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.125,  0.625,  0.23462,  0.7666,  0.68848,  0.43872
846, 206,  28.06019,  41.99504, -20.92068, -0.51367, -0.76904,  0.38062,  0.00,  0.83154, -0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.09375,  0.625,  0.29175,  0.81348,  0.7251,  0.44507
847, 208,  25.2535,  37.79454, -30.37212, -0.46289, -0.69287,  0.55273,  0.00,  0.83154, -0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.09375,  0.6875,  0.32373,  0.76563,  0.73193,  0.40552
848, 207,  32.14161,  32.14161, -30.37212, -0.58936, -0.58936,  0.55273,  0.00,  0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.125,  0.6875,  0.27539,  0.72607,  0.69824,  0.39893
849, 205,  20.5187,  49.53653, -10.66527, -0.37549, -0.90625,  0.19397,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.5625,  0.33472,  0.90234,  0.75781,  0.48682
850, 209,  19.32819,  46.66239, -20.92068, -0.354, -0.85449,  0.38062,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.625,  0.35693,  0.84863,  0.76074,  0.44946
851, 206,  28.06019,  41.99504, -20.92068, -0.51367, -0.76904,  0.38062,  0.00,  0.83154, -0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.09375,  0.625,  0.29175,  0.81348,  0.7251,  0.44507
852, 203,  10.46034,  52.58769, -10.66527, -0.19141, -0.9624,  0.19397,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.5625,  0.4165,  0.92725,  0.79395,  0.48853
853, 209,  19.32819,  46.66239, -20.92068, -0.354, -0.85449,  0.38062,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.625,  0.35693,  0.84863,  0.76074,  0.44946
854, 205,  20.5187,  49.53653, -10.66527, -0.37549, -0.90625,  0.19397,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.5625,  0.33472,  0.90234,  0.75781,  0.48682
855, 209,  19.32819,  46.66239, -20.92068, -0.354, -0.85449,  0.38062,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.625,  0.35693,  0.84863,  0.76074,  0.44946
856, 208,  25.2535,  37.79454, -30.37212, -0.46289, -0.69287,  0.55273,  0.00,  0.83154, -0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.09375,  0.6875,  0.32373,  0.76563,  0.73193,  0.40552
857, 206,  28.06019,  41.99504, -20.92068, -0.51367, -0.76904,  0.38062,  0.00,  0.83154, -0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.09375,  0.625,  0.29175,  0.81348,  0.7251,  0.44507
858, 204,  2.34371E-06,  53.61795, -10.66527,  0.00, -0.98096,  0.19397,  0.00,  1.00, -0.0037, -0.01874, -1.00,  1.00,  1.00,  1.00,  1.00,  0.00,  0.5625,  0.50146,  0.93555,  0.8291,  0.48926
859, 210,  9.85343,  49.53653, -20.92068, -0.18042, -0.90723,  0.38062,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.625,  0.42773,  0.87012,  0.79541,  0.4519
860, 203,  10.46034,  52.58769, -10.66527, -0.19141, -0.9624,  0.19397,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.5625,  0.4165,  0.92725,  0.79395,  0.48853
861, 203,  10.46034,  52.58769, -10.66527, -0.19141, -0.9624,  0.19397,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.5625,  0.4165,  0.92725,  0.79395,  0.48853
862, 210,  9.85343,  49.53653, -20.92068, -0.18042, -0.90723,  0.38062,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.625,  0.42773,  0.87012,  0.79541,  0.4519
863, 209,  19.32819,  46.66239, -20.92068, -0.354, -0.85449,  0.38062,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.625,  0.35693,  0.84863,  0.76074,  0.44946
864, 204,  2.34371E-06,  53.61795, -10.66527,  0.00, -0.98096,  0.19397,  0.00,  1.00, -0.0037, -0.01874, -1.00,  1.00,  1.00,  1.00,  1.00,  0.00,  0.5625,  0.50146,  0.93555,  0.8291,  0.48926
865, 211,  2.20773E-06,  50.507, -20.92068,  0.00, -0.9248,  0.38062,  0.00,  0.99951, -0.01425, -0.03464, -1.00,  1.00,  1.00,  1.00,  1.00,  0.00,  0.625,  0.50146,  0.87744,  0.82959,  0.45288
866, 210,  9.85343,  49.53653, -20.92068, -0.18042, -0.90723,  0.38062,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.625,  0.42773,  0.87012,  0.79541,  0.4519
867, 209,  19.32819,  46.66239, -20.92068, -0.354, -0.85449,  0.38062,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.625,  0.35693,  0.84863,  0.76074,  0.44946
868, 212,  17.39491,  41.99504, -30.37212, -0.31885, -0.77002,  0.55273,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.6875,  0.37915,  0.79541,  0.76514,  0.41089
869, 208,  25.2535,  37.79454, -30.37212, -0.46289, -0.69287,  0.55273,  0.00,  0.83154, -0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.09375,  0.6875,  0.32373,  0.76563,  0.73193,  0.40552
870, 210,  9.85343,  49.53653, -20.92068, -0.18042, -0.90723,  0.38062,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.625,  0.42773,  0.87012,  0.79541,  0.4519
871, 212,  17.39491,  41.99504, -30.37212, -0.31885, -0.77002,  0.55273,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.6875,  0.37915,  0.79541,  0.76514,  0.41089
872, 209,  19.32819,  46.66239, -20.92068, -0.354, -0.85449,  0.38062,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.625,  0.35693,  0.84863,  0.76074,  0.44946
873, 212,  17.39491,  41.99504, -30.37212, -0.31885, -0.77002,  0.55273,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.6875,  0.37915,  0.79541,  0.76514,  0.41089
874, 213,  21.47633,  32.14161, -38.65638, -0.39453, -0.59033,  0.7041,  0.00,  0.83154, -0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.09375,  0.75,  0.35571,  0.71826,  0.74219,  0.36572
875, 208,  25.2535,  37.79454, -30.37212, -0.46289, -0.69287,  0.55273,  0.00,  0.83154, -0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.09375,  0.6875,  0.32373,  0.76563,  0.73193,  0.40552
876, 212,  17.39491,  41.99504, -30.37212, -0.31885, -0.77002,  0.55273,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.6875,  0.37915,  0.79541,  0.76514,  0.41089
877, 214,  14.79316,  35.71384, -38.65638, -0.27173, -0.65625,  0.7041,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.75,  0.40112,  0.74219,  0.77051,  0.37109
878, 213,  21.47633,  32.14161, -38.65638, -0.39453, -0.59033,  0.7041,  0.00,  0.83154, -0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.09375,  0.75,  0.35571,  0.71826,  0.74219,  0.36572
879, 211,  2.20773E-06,  50.507, -20.92068,  0.00, -0.9248,  0.38062,  0.00,  0.99951, -0.01425, -0.03464, -1.00,  1.00,  1.00,  1.00,  1.00,  0.00,  0.625,  0.50146,  0.87744,  0.82959,  0.45288
880, 215,  8.86785,  44.58169, -30.37212, -0.1626, -0.81738,  0.55273,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.6875,  0.43896,  0.81348,  0.79736,  0.41382
881, 210,  9.85343,  49.53653, -20.92068, -0.18042, -0.90723,  0.38062,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.625,  0.42773,  0.87012,  0.79541,  0.4519
882, 210,  9.85343,  49.53653, -20.92068, -0.18042, -0.90723,  0.38062,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.625,  0.42773,  0.87012,  0.79541,  0.4519
883, 215,  8.86785,  44.58169, -30.37212, -0.1626, -0.81738,  0.55273,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.6875,  0.43896,  0.81348,  0.79736,  0.41382
884, 212,  17.39491,  41.99504, -30.37212, -0.31885, -0.77002,  0.55273,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.6875,  0.37915,  0.79541,  0.76514,  0.41089
885, 215,  8.86785,  44.58169, -30.37212, -0.1626, -0.81738,  0.55273,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.6875,  0.43896,  0.81348,  0.79736,  0.41382
886, 214,  14.79316,  35.71384, -38.65638, -0.27173, -0.65625,  0.7041,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.75,  0.40112,  0.74219,  0.77051,  0.37109
887, 212,  17.39491,  41.99504, -30.37212, -0.31885, -0.77002,  0.55273,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.6875,  0.37915,  0.79541,  0.76514,  0.41089
888, 211,  2.20773E-06,  50.507, -20.92068,  0.00, -0.9248,  0.38062,  0.00,  0.99951, -0.01425, -0.03464, -1.00,  1.00,  1.00,  1.00,  1.00,  0.00,  0.625,  0.50146,  0.87744,  0.82959,  0.45288
889, 216,  1.98691E-06,  45.4551, -30.37212,  0.00, -0.8335,  0.55273,  0.00,  0.99854, -0.03004, -0.04529, -1.00,  1.00,  1.00,  1.00,  1.00,  0.00,  0.6875,  0.50146,  0.81982,  0.82959,  0.41479
890, 215,  8.86785,  44.58169, -30.37212, -0.1626, -0.81738,  0.55273,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.6875,  0.43896,  0.81348,  0.79736,  0.41382
891, 215,  8.86785,  44.58169, -30.37212, -0.1626, -0.81738,  0.55273,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.6875,  0.43896,  0.81348,  0.79736,  0.41382
892, 217,  7.54149,  37.91361, -38.65638, -0.13855, -0.69629,  0.7041,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.75,  0.4502,  0.75732,  0.7998,  0.37354
893, 214,  14.79316,  35.71384, -38.65638, -0.27173, -0.65625,  0.7041,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.75,  0.40112,  0.74219,  0.77051,  0.37109
894, 216,  1.98691E-06,  45.4551, -30.37212,  0.00, -0.8335,  0.55273,  0.00,  0.99854, -0.03004, -0.04529, -1.00,  1.00,  1.00,  1.00,  1.00,  0.00,  0.6875,  0.50146,  0.81982,  0.82959,  0.41479
895, 217,  7.54149,  37.91361, -38.65638, -0.13855, -0.69629,  0.7041,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.75,  0.4502,  0.75732,  0.7998,  0.37354
896, 215,  8.86785,  44.58169, -30.37212, -0.1626, -0.81738,  0.55273,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.6875,  0.43896,  0.81348,  0.79736,  0.41382
897, 216,  1.98691E-06,  45.4551, -30.37212,  0.00, -0.8335,  0.55273,  0.00,  0.99854, -0.03004, -0.04529, -1.00,  1.00,  1.00,  1.00,  1.00,  0.00,  0.6875,  0.50146,  0.81982,  0.82959,  0.41479
898, 218,  1.68972E-06,  38.65638, -38.65638,  0.00, -0.70996,  0.7041,  0.00,  0.99756, -0.04871, -0.04913, -1.00,  1.00,  1.00,  1.00,  1.00,  0.00,  0.75,  0.50146,  0.76221,  0.82959,  0.37402
899, 217,  7.54149,  37.91361, -38.65638, -0.13855, -0.69629,  0.7041,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.75,  0.4502,  0.75732,  0.7998,  0.37354
900, 219,  35.71383, -14.79317,  38.65638, -0.65625,  0.27173, -0.7041,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.25,  0.25903,  0.39966,  0.45386,  0.68457
901, 220,  37.79452, -25.25352,  30.37212, -0.69287,  0.46289, -0.55273,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.3125,  0.2356,  0.32251,  0.41235,  0.64893
902, 221,  32.1416, -21.47635,  38.65638, -0.59033,  0.39453, -0.7041,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.25,  0.28345,  0.35425,  0.42383,  0.69141
903, 219,  35.71383, -14.79317,  38.65638, -0.65625,  0.27173, -0.7041,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.25,  0.25903,  0.39966,  0.45386,  0.68457
904, 222,  41.99503, -17.39493,  30.37212, -0.77002,  0.31885, -0.55273,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.3125,  0.20605,  0.37769,  0.44702,  0.64307
905, 220,  37.79452, -25.25352,  30.37212, -0.69287,  0.46289, -0.55273,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.3125,  0.2356,  0.32251,  0.41235,  0.64893
906, 223,  37.91361, -7.5415,  38.65638, -0.69629,  0.13855, -0.7041,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.25,  0.24414,  0.44873,  0.48413,  0.68066
907, 222,  41.99503, -17.39493,  30.37212, -0.77002,  0.31885, -0.55273,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.3125,  0.20605,  0.37769,  0.44702,  0.64307
908, 219,  35.71383, -14.79317,  38.65638, -0.65625,  0.27173, -0.7041,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.25,  0.25903,  0.39966,  0.45386,  0.68457
909, 223,  37.91361, -7.5415,  38.65638, -0.69629,  0.13855, -0.7041,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.25,  0.24414,  0.44873,  0.48413,  0.68066
910, 224,  44.58169, -8.86787,  30.37212, -0.81738,  0.1626, -0.55273,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.3125,  0.18787,  0.43774,  0.48022,  0.63916
911, 222,  41.99503, -17.39493,  30.37212, -0.77002,  0.31885, -0.55273,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.3125,  0.20605,  0.37769,  0.44702,  0.64307
912, 225,  38.65638, -0.00001,  38.65638, -0.70996,  0.00, -0.7041,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.25,  0.23914,  0.50,  0.51416,  0.67822
913, 224,  44.58169, -8.86787,  30.37212, -0.81738,  0.1626, -0.55273,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.3125,  0.18787,  0.43774,  0.48022,  0.63916
914, 223,  37.91361, -7.5415,  38.65638, -0.69629,  0.13855, -0.7041,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.25,  0.24414,  0.44873,  0.48413,  0.68066
915, 225,  38.65638, -0.00001,  38.65638, -0.70996,  0.00, -0.7041,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.25,  0.23914,  0.50,  0.51416,  0.67822
916, 226,  45.4551, -0.00001,  30.37212, -0.8335,  0.00, -0.55273,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.3125,  0.18176,  0.50,  0.51318,  0.6377
917, 224,  44.58169, -8.86787,  30.37212, -0.81738,  0.1626, -0.55273,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.3125,  0.18787,  0.43774,  0.48022,  0.63916
918, 227,  37.91361,  7.54148,  38.65638, -0.69629, -0.13855, -0.7041,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.25,  0.24414,  0.55127,  0.54395,  0.67822
919, 226,  45.4551, -0.00001,  30.37212, -0.8335,  0.00, -0.55273,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.3125,  0.18176,  0.50,  0.51318,  0.6377
920, 225,  38.65638, -0.00001,  38.65638, -0.70996,  0.00, -0.7041,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.25,  0.23914,  0.50,  0.51416,  0.67822
921, 227,  37.91361,  7.54148,  38.65638, -0.69629, -0.13855, -0.7041,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.25,  0.24414,  0.55127,  0.54395,  0.67822
922, 228,  44.5817,  8.86784,  30.37212, -0.81738, -0.1626, -0.55273,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.3125,  0.18787,  0.5625,  0.54541,  0.6377
923, 226,  45.4551, -0.00001,  30.37212, -0.8335,  0.00, -0.55273,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.3125,  0.18176,  0.50,  0.51318,  0.6377
924, 229,  35.71384,  14.79315,  38.65638, -0.65625, -0.27173, -0.7041,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.25,  0.25903,  0.60059,  0.57324,  0.68018
925, 228,  44.5817,  8.86784,  30.37212, -0.81738, -0.1626, -0.55273,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.3125,  0.18787,  0.5625,  0.54541,  0.6377
926, 227,  37.91361,  7.54148,  38.65638, -0.69629, -0.13855, -0.7041,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.25,  0.24414,  0.55127,  0.54395,  0.67822
927, 229,  35.71384,  14.79315,  38.65638, -0.65625, -0.27173, -0.7041,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.25,  0.25903,  0.60059,  0.57324,  0.68018
928, 230,  41.99504,  17.39491,  30.37212, -0.77002, -0.31885, -0.55273,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.3125,  0.20605,  0.62256,  0.57764,  0.64014
929, 228,  44.5817,  8.86784,  30.37212, -0.81738, -0.1626, -0.55273,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.3125,  0.18787,  0.5625,  0.54541,  0.6377
930, 231,  32.14161,  21.47633,  38.65638, -0.59033, -0.39453, -0.7041,  0.00,  0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.15625,  0.25,  0.28345,  0.64551,  0.60205,  0.68457
931, 230,  41.99504,  17.39491,  30.37212, -0.77002, -0.31885, -0.55273,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.3125,  0.20605,  0.62256,  0.57764,  0.64014
932, 229,  35.71384,  14.79315,  38.65638, -0.65625, -0.27173, -0.7041,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.25,  0.25903,  0.60059,  0.57324,  0.68018
933, 231,  32.14161,  21.47633,  38.65638, -0.59033, -0.39453, -0.7041,  0.00,  0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.15625,  0.25,  0.28345,  0.64551,  0.60205,  0.68457
934, 232,  37.79454,  25.2535,  30.37212, -0.69287, -0.46289, -0.55273,  0.00,  0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.15625,  0.3125,  0.2356,  0.67773,  0.61084,  0.64453
935, 230,  41.99504,  17.39491,  30.37212, -0.77002, -0.31885, -0.55273,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.3125,  0.20605,  0.62256,  0.57764,  0.64014
936, 222,  41.99503, -17.39493,  30.37212, -0.77002,  0.31885, -0.55273,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.3125,  0.20605,  0.37769,  0.44702,  0.64307
937, 233,  41.99502, -28.06021,  20.92068, -0.76904,  0.51367, -0.38062,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.375,  0.18774,  0.29053,  0.40576,  0.60742
938, 220,  37.79452, -25.25352,  30.37212, -0.69287,  0.46289, -0.55273,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.3125,  0.2356,  0.32251,  0.41235,  0.64893
939, 224,  44.58169, -8.86787,  30.37212, -0.81738,  0.1626, -0.55273,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.3125,  0.18787,  0.43774,  0.48022,  0.63916
940, 234,  46.66237, -19.32821,  20.92068, -0.85449,  0.354, -0.38062,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.375,  0.15295,  0.35571,  0.44238,  0.60352
941, 222,  41.99503, -17.39493,  30.37212, -0.77002,  0.31885, -0.55273,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.3125,  0.20605,  0.37769,  0.44702,  0.64307
942, 222,  41.99503, -17.39493,  30.37212, -0.77002,  0.31885, -0.55273,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.3125,  0.20605,  0.37769,  0.44702,  0.64307
943, 234,  46.66237, -19.32821,  20.92068, -0.85449,  0.354, -0.38062,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.375,  0.15295,  0.35571,  0.44238,  0.60352
944, 233,  41.99502, -28.06021,  20.92068, -0.76904,  0.51367, -0.38062,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.375,  0.18774,  0.29053,  0.40576,  0.60742
945, 226,  45.4551, -0.00001,  30.37212, -0.8335,  0.00, -0.55273,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.3125,  0.18176,  0.50,  0.51318,  0.6377
946, 235,  49.53652, -9.85345,  20.92068, -0.90723,  0.18042, -0.38062,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.375,  0.13147,  0.42651,  0.47754,  0.60059
947, 224,  44.58169, -8.86787,  30.37212, -0.81738,  0.1626, -0.55273,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.3125,  0.18787,  0.43774,  0.48022,  0.63916
948, 224,  44.58169, -8.86787,  30.37212, -0.81738,  0.1626, -0.55273,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.3125,  0.18787,  0.43774,  0.48022,  0.63916
949, 235,  49.53652, -9.85345,  20.92068, -0.90723,  0.18042, -0.38062,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.375,  0.13147,  0.42651,  0.47754,  0.60059
950, 234,  46.66237, -19.32821,  20.92068, -0.85449,  0.354, -0.38062,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.375,  0.15295,  0.35571,  0.44238,  0.60352
951, 228,  44.5817,  8.86784,  30.37212, -0.81738, -0.1626, -0.55273,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.3125,  0.18787,  0.5625,  0.54541,  0.6377
952, 236,  50.507, -0.00002,  20.92068, -0.9248,  0.00, -0.38062,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.375,  0.12421,  0.50,  0.51221,  0.59961
953, 226,  45.4551, -0.00001,  30.37212, -0.8335,  0.00, -0.55273,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.3125,  0.18176,  0.50,  0.51318,  0.6377
954, 226,  45.4551, -0.00001,  30.37212, -0.8335,  0.00, -0.55273,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.3125,  0.18176,  0.50,  0.51318,  0.6377
955, 236,  50.507, -0.00002,  20.92068, -0.9248,  0.00, -0.38062,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.375,  0.12421,  0.50,  0.51221,  0.59961
