VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD1.x, in_TEXCOORD1.y
1078, 361,  0.00625,  0.07283, -0.0182, -0.38097, -0.64695,  0.66052,  0.00,  0.00,  0.00,  0.00,  0.53662,  0.18225,  0.53662,  0.18225
1079, 359,  0.00842,  0.07607, -0.01297, -0.58697, -0.60299,  0.54024,  0.00,  0.00,  0.00,  0.00,  0.53564,  0.18103,  0.53564,  0.18103
1080, 360,  0.0112,  0.06977, -0.01523, -0.95131, -0.23038,  0.20475,  0.00,  0.00,  0.00,  0.00,  0.53516,  0.18298,  0.53516,  0.18298
1081, 359,  0.00842,  0.07607, -0.01297, -0.58697, -0.60299,  0.54024,  0.00,  0.00,  0.00,  0.00,  0.53564,  0.18103,  0.53564,  0.18103
1082, 361,  0.00625,  0.07283, -0.0182, -0.38097, -0.64695,  0.66052,  0.00,  0.00,  0.00,  0.00,  0.53662,  0.18225,  0.53662,  0.18225
1083, 333,  0.00123,  0.07229, -0.01873, -0.00349, -0.6377,  0.77027,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.18225,  0.53809,  0.18225
1084, 361,  0.00625,  0.07283, -0.0182, -0.38097, -0.64695,  0.66052,  0.00,  0.00,  0.00,  0.00,  0.53662,  0.18225,  0.53662,  0.18225
1085, 332,  0.0039,  0.07633, -0.01603, -0.28232, -0.61995,  0.73208,  0.00,  0.00,  0.00,  0.00,  0.53711,  0.1814,  0.53711,  0.1814
1086, 361,  0.00625,  0.07283, -0.0182, -0.38097, -0.64695,  0.66052,  0.00,  0.00,  0.00,  0.00,  0.53662,  0.18225,  0.53662,  0.18225
1087, 333,  0.00123,  0.07229, -0.01873, -0.00349, -0.6377,  0.77027,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.18225,  0.53809,  0.18225
1088, 362,  0.00202,  0.06692, -0.02386, -0.04775, -0.56968,  0.82047,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.18372,  0.53809,  0.18372
1089, 362,  0.00202,  0.06692, -0.02386, -0.04775, -0.56968,  0.82047,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.18372,  0.53809,  0.18372
1090, 333,  0.00123,  0.07229, -0.01873, -0.00349, -0.6377,  0.77027,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.18225,  0.53809,  0.18225
1091, 327, -0.00095,  0.07234, -0.01844,  0.31914, -0.56446,  0.76126,  0.00,  0.00,  0.00,  0.00,  0.53906,  0.18225,  0.53906,  0.18225
1092, 353,  0.01185,  0.05632, -2.23237E-08, -0.99965,  0.02643,  1.88066E-07,  0.00,  0.00,  0.00,  0.00,  0.53076,  0.18762,  0.53076,  0.18762
1093, 358,  0.01192,  0.05637, -0.00466, -0.99813,  0.05329, -0.02981,  0.00,  0.00,  0.00,  0.00,  0.53174,  0.18689,  0.53174,  0.18689
1094, 363,  0.00968,  0.04508, -0.00377, -0.89727,  0.44076,  0.0252,  0.00,  0.00,  0.00,  0.00,  0.5332,  0.1908,  0.5332,  0.1908
1095, 353,  0.01185,  0.05632, -2.23237E-08, -0.99965,  0.02643,  1.88066E-07,  0.00,  0.00,  0.00,  0.00,  0.53076,  0.18762,  0.53076,  0.18762
1096, 363,  0.00968,  0.04508, -0.00377, -0.89727,  0.44076,  0.0252,  0.00,  0.00,  0.00,  0.00,  0.5332,  0.1908,  0.5332,  0.1908
1097, 364,  0.00963,  0.04497, -1.66553E-08, -0.89417,  0.44772,  1.90704E-08,  0.00,  0.00,  0.00,  0.00,  0.53271,  0.19165,  0.53271,  0.19165
1098, 365,  0.00071,  0.03312, -1.10929E-08,  0.05482,  0.9985, -2.76497E-07,  0.00,  0.00,  0.00,  0.00,  0.5376,  0.19385,  0.5376,  0.19385
1099, 364,  0.00963,  0.04497, -1.66553E-08, -0.89417,  0.44772,  1.90704E-08,  0.00,  0.00,  0.00,  0.00,  0.53271,  0.19165,  0.53271,  0.19165
1100, 363,  0.00968,  0.04508, -0.00377, -0.89727,  0.44076,  0.0252,  0.00,  0.00,  0.00,  0.00,  0.5332,  0.1908,  0.5332,  0.1908
1101, 356,  0.01122,  0.07182, -0.00927, -0.99071, -0.13513,  0.01536,  0.00,  0.00,  0.00,  0.00,  0.53369,  0.18237,  0.53369,  0.18237
1102, 366,  0.01197,  0.05664, -0.01091, -0.99664,  0.08078,  0.01356,  0.00,  0.00,  0.00,  0.00,  0.5332,  0.18628,  0.5332,  0.18628
1103, 358,  0.01192,  0.05637, -0.00466, -0.99813,  0.05329, -0.02981,  0.00,  0.00,  0.00,  0.00,  0.53174,  0.18689,  0.53174,  0.18689
1104, 360,  0.0112,  0.06977, -0.01523, -0.95131, -0.23038,  0.20475,  0.00,  0.00,  0.00,  0.00,  0.53516,  0.18298,  0.53516,  0.18298
1105, 366,  0.01197,  0.05664, -0.01091, -0.99664,  0.08078,  0.01356,  0.00,  0.00,  0.00,  0.00,  0.5332,  0.18628,  0.5332,  0.18628
1106, 356,  0.01122,  0.07182, -0.00927, -0.99071, -0.13513,  0.01536,  0.00,  0.00,  0.00,  0.00,  0.53369,  0.18237,  0.53369,  0.18237
1107, 360,  0.0112,  0.06977, -0.01523, -0.95131, -0.23038,  0.20475,  0.00,  0.00,  0.00,  0.00,  0.53516,  0.18298,  0.53516,  0.18298
1108, 361,  0.00625,  0.07283, -0.0182, -0.38097, -0.64695,  0.66052,  0.00,  0.00,  0.00,  0.00,  0.53662,  0.18225,  0.53662,  0.18225
1109, 367,  0.00876,  0.06714, -0.02289, -0.67169, -0.42301,  0.60818,  0.00,  0.00,  0.00,  0.00,  0.53662,  0.18384,  0.53662,  0.18384
1110, 361,  0.00625,  0.07283, -0.0182, -0.38097, -0.64695,  0.66052,  0.00,  0.00,  0.00,  0.00,  0.53662,  0.18225,  0.53662,  0.18225
1111, 362,  0.00202,  0.06692, -0.02386, -0.04775, -0.56968,  0.82047,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.18372,  0.53809,  0.18372
1112, 367,  0.00876,  0.06714, -0.02289, -0.67169, -0.42301,  0.60818,  0.00,  0.00,  0.00,  0.00,  0.53662,  0.18384,  0.53662,  0.18384
1113, 365,  0.00071,  0.03312, -1.10929E-08,  0.05482,  0.9985, -2.76497E-07,  0.00,  0.00,  0.00,  0.00,  0.5376,  0.19385,  0.5376,  0.19385
1114, 363,  0.00968,  0.04508, -0.00377, -0.89727,  0.44076,  0.0252,  0.00,  0.00,  0.00,  0.00,  0.5332,  0.1908,  0.5332,  0.1908
1115, 368,  0.00076,  0.03357, -0.00536, -0.02431,  0.99644,  0.08067,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.19275,  0.53809,  0.19275
1116, 368,  0.00076,  0.03357, -0.00536, -0.02431,  0.99644,  0.08067,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.19275,  0.53809,  0.19275
1117, 369, -0.00684,  0.04354, -1.26898E-08,  0.9055,  0.42436, -2.57183E-07,  0.00,  0.00,  0.00,  0.00,  0.54248,  0.19214,  0.54248,  0.19214
1118, 365,  0.00071,  0.03312, -1.10929E-08,  0.05482,  0.9985, -2.76497E-07,  0.00,  0.00,  0.00,  0.00,  0.5376,  0.19385,  0.5376,  0.19385
1119, 358,  0.01192,  0.05637, -0.00466, -0.99813,  0.05329, -0.02981,  0.00,  0.00,  0.00,  0.00,  0.53174,  0.18689,  0.53174,  0.18689
1120, 370,  0.00937,  0.04518, -0.01091, -0.89984,  0.43381,  0.04577,  0.00,  0.00,  0.00,  0.00,  0.53418,  0.18982,  0.53418,  0.18982
1121, 363,  0.00968,  0.04508, -0.00377, -0.89727,  0.44076,  0.0252,  0.00,  0.00,  0.00,  0.00,  0.5332,  0.1908,  0.5332,  0.1908
1122, 358,  0.01192,  0.05637, -0.00466, -0.99813,  0.05329, -0.02981,  0.00,  0.00,  0.00,  0.00,  0.53174,  0.18689,  0.53174,  0.18689
1123, 366,  0.01197,  0.05664, -0.01091, -0.99664,  0.08078,  0.01356,  0.00,  0.00,  0.00,  0.00,  0.5332,  0.18628,  0.5332,  0.18628
1124, 370,  0.00937,  0.04518, -0.01091, -0.89984,  0.43381,  0.04577,  0.00,  0.00,  0.00,  0.00,  0.53418,  0.18982,  0.53418,  0.18982
1125, 368,  0.00076,  0.03357, -0.00536, -0.02431,  0.99644,  0.08067,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.19275,  0.53809,  0.19275
1126, 363,  0.00968,  0.04508, -0.00377, -0.89727,  0.44076,  0.0252,  0.00,  0.00,  0.00,  0.00,  0.5332,  0.1908,  0.5332,  0.1908
1127, 370,  0.00937,  0.04518, -0.01091, -0.89984,  0.43381,  0.04577,  0.00,  0.00,  0.00,  0.00,  0.53418,  0.18982,  0.53418,  0.18982
1128, 360,  0.0112,  0.06977, -0.01523, -0.95131, -0.23038,  0.20475,  0.00,  0.00,  0.00,  0.00,  0.53516,  0.18298,  0.53516,  0.18298
1129, 371,  0.01196,  0.05701, -0.01885, -0.98412,  0.06733,  0.16423,  0.00,  0.00,  0.00,  0.00,  0.53467,  0.18616,  0.53467,  0.18616
1130, 366,  0.01197,  0.05664, -0.01091, -0.99664,  0.08078,  0.01356,  0.00,  0.00,  0.00,  0.00,  0.5332,  0.18628,  0.5332,  0.18628
1131, 367,  0.00876,  0.06714, -0.02289, -0.67169, -0.42301,  0.60818,  0.00,  0.00,  0.00,  0.00,  0.53662,  0.18384,  0.53662,  0.18384
1132, 371,  0.01196,  0.05701, -0.01885, -0.98412,  0.06733,  0.16423,  0.00,  0.00,  0.00,  0.00,  0.53467,  0.18616,  0.53467,  0.18616
1133, 360,  0.0112,  0.06977, -0.01523, -0.95131, -0.23038,  0.20475,  0.00,  0.00,  0.00,  0.00,  0.53516,  0.18298,  0.53516,  0.18298
1134, 368,  0.00076,  0.03357, -0.00536, -0.02431,  0.99644,  0.08067,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.19275,  0.53809,  0.19275
1135, 372, -0.00658,  0.04384, -0.00581,  0.90674,  0.41675,  0.06443,  0.00,  0.00,  0.00,  0.00,  0.54199,  0.19104,  0.54199,  0.19104
1136, 369, -0.00684,  0.04354, -1.26898E-08,  0.9055,  0.42436, -2.57183E-07,  0.00,  0.00,  0.00,  0.00,  0.54248,  0.19214,  0.54248,  0.19214
1137, 309, -0.01005,  0.05583, -1.54786E-08,  0.99773,  0.0673, -1.76017E-07,  0.00,  0.00,  0.00,  0.00,  0.54492,  0.18787,  0.54492,  0.18787
1138, 369, -0.00684,  0.04354, -1.26898E-08,  0.9055,  0.42436, -2.57183E-07,  0.00,  0.00,  0.00,  0.00,  0.54248,  0.19214,  0.54248,  0.19214
1139, 372, -0.00658,  0.04384, -0.00581,  0.90674,  0.41675,  0.06443,  0.00,  0.00,  0.00,  0.00,  0.54199,  0.19104,  0.54199,  0.19104
1140, 309, -0.01005,  0.05583, -1.54786E-08,  0.99773,  0.0673, -1.76017E-07,  0.00,  0.00,  0.00,  0.00,  0.54492,  0.18787,  0.54492,  0.18787
1141, 372, -0.00658,  0.04384, -0.00581,  0.90674,  0.41675,  0.06443,  0.00,  0.00,  0.00,  0.00,  0.54199,  0.19104,  0.54199,  0.19104
1142, 320, -0.00969,  0.05581, -0.00624,  0.99478,  0.0671,  0.07687,  0.00,  0.00,  0.00,  0.00,  0.54346,  0.18738,  0.54346,  0.18738
1143, 373,  0.00869,  0.04503, -0.01803, -0.90458,  0.40857,  0.12168,  0.00,  0.00,  0.00,  0.00,  0.53516,  0.18872,  0.53516,  0.18872
1144, 370,  0.00937,  0.04518, -0.01091, -0.89984,  0.43381,  0.04577,  0.00,  0.00,  0.00,  0.00,  0.53418,  0.18982,  0.53418,  0.18982
1145, 366,  0.01197,  0.05664, -0.01091, -0.99664,  0.08078,  0.01356,  0.00,  0.00,  0.00,  0.00,  0.5332,  0.18628,  0.5332,  0.18628
1146, 373,  0.00869,  0.04503, -0.01803, -0.90458,  0.40857,  0.12168,  0.00,  0.00,  0.00,  0.00,  0.53516,  0.18872,  0.53516,  0.18872
1147, 366,  0.01197,  0.05664, -0.01091, -0.99664,  0.08078,  0.01356,  0.00,  0.00,  0.00,  0.00,  0.5332,  0.18628,  0.5332,  0.18628
1148, 371,  0.01196,  0.05701, -0.01885, -0.98412,  0.06733,  0.16423,  0.00,  0.00,  0.00,  0.00,  0.53467,  0.18616,  0.53467,  0.18616
1149, 367,  0.00876,  0.06714, -0.02289, -0.67169, -0.42301,  0.60818,  0.00,  0.00,  0.00,  0.00,  0.53662,  0.18384,  0.53662,  0.18384
1150, 374,  0.0093,  0.05802, -0.02796, -0.77054, -0.08703,  0.63141,  0.00,  0.00,  0.00,  0.00,  0.53662,  0.18567,  0.53662,  0.18567
1151, 371,  0.01196,  0.05701, -0.01885, -0.98412,  0.06733,  0.16423,  0.00,  0.00,  0.00,  0.00,  0.53467,  0.18616,  0.53467,  0.18616
1152, 362,  0.00202,  0.06692, -0.02386, -0.04775, -0.56968,  0.82047,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.18372,  0.53809,  0.18372
1153, 374,  0.0093,  0.05802, -0.02796, -0.77054, -0.08703,  0.63141,  0.00,  0.00,  0.00,  0.00,  0.53662,  0.18567,  0.53662,  0.18567
1154, 367,  0.00876,  0.06714, -0.02289, -0.67169, -0.42301,  0.60818,  0.00,  0.00,  0.00,  0.00,  0.53662,  0.18384,  0.53662,  0.18384
1155, 373,  0.00869,  0.04503, -0.01803, -0.90458,  0.40857,  0.12168,  0.00,  0.00,  0.00,  0.00,  0.53516,  0.18872,  0.53516,  0.18872
1156, 371,  0.01196,  0.05701, -0.01885, -0.98412,  0.06733,  0.16423,  0.00,  0.00,  0.00,  0.00,  0.53467,  0.18616,  0.53467,  0.18616
1157, 374,  0.0093,  0.05802, -0.02796, -0.77054, -0.08703,  0.63141,  0.00,  0.00,  0.00,  0.00,  0.53662,  0.18567,  0.53662,  0.18567
1158, 368,  0.00076,  0.03357, -0.00536, -0.02431,  0.99644,  0.08067,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.19275,  0.53809,  0.19275
1159, 370,  0.00937,  0.04518, -0.01091, -0.89984,  0.43381,  0.04577,  0.00,  0.00,  0.00,  0.00,  0.53418,  0.18982,  0.53418,  0.18982
1160, 375,  0.0009,  0.0342, -0.01206, -0.06477,  0.99037,  0.12236,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.19141,  0.53809,  0.19141
1161, 375,  0.0009,  0.0342, -0.01206, -0.06477,  0.99037,  0.12236,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.19141,  0.53809,  0.19141
1162, 372, -0.00658,  0.04384, -0.00581,  0.90674,  0.41675,  0.06443,  0.00,  0.00,  0.00,  0.00,  0.54199,  0.19104,  0.54199,  0.19104
1163, 368,  0.00076,  0.03357, -0.00536, -0.02431,  0.99644,  0.08067,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.19275,  0.53809,  0.19275
1164, 375,  0.0009,  0.0342, -0.01206, -0.06477,  0.99037,  0.12236,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.19141,  0.53809,  0.19141
1165, 370,  0.00937,  0.04518, -0.01091, -0.89984,  0.43381,  0.04577,  0.00,  0.00,  0.00,  0.00,  0.53418,  0.18982,  0.53418,  0.18982
1166, 373,  0.00869,  0.04503, -0.01803, -0.90458,  0.40857,  0.12168,  0.00,  0.00,  0.00,  0.00,  0.53516,  0.18872,  0.53516,  0.18872
1167, 376, -0.0061,  0.0438, -0.01328,  0.90401,  0.40762,  0.12891,  0.00,  0.00,  0.00,  0.00,  0.54102,  0.18982,  0.54102,  0.18982
1168, 320, -0.00969,  0.05581, -0.00624,  0.99478,  0.0671,  0.07687,  0.00,  0.00,  0.00,  0.00,  0.54346,  0.18738,  0.54346,  0.18738
1169, 372, -0.00658,  0.04384, -0.00581,  0.90674,  0.41675,  0.06443,  0.00,  0.00,  0.00,  0.00,  0.54199,  0.19104,  0.54199,  0.19104
1170, 375,  0.0009,  0.0342, -0.01206, -0.06477,  0.99037,  0.12236,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.19141,  0.53809,  0.19141
1171, 376, -0.0061,  0.0438, -0.01328,  0.90401,  0.40762,  0.12891,  0.00,  0.00,  0.00,  0.00,  0.54102,  0.18982,  0.54102,  0.18982
1172, 372, -0.00658,  0.04384, -0.00581,  0.90674,  0.41675,  0.06443,  0.00,  0.00,  0.00,  0.00,  0.54199,  0.19104,  0.54199,  0.19104
1173, 376, -0.0061,  0.0438, -0.01328,  0.90401,  0.40762,  0.12891,  0.00,  0.00,  0.00,  0.00,  0.54102,  0.18982,  0.54102,  0.18982
1174, 331, -0.00901,  0.05578, -0.01369,  0.98375,  0.05086,  0.17217,  0.00,  0.00,  0.00,  0.00,  0.54199,  0.18677,  0.54199,  0.18677
1175, 320, -0.00969,  0.05581, -0.00624,  0.99478,  0.0671,  0.07687,  0.00,  0.00,  0.00,  0.00,  0.54346,  0.18738,  0.54346,  0.18738
1176, 375,  0.0009,  0.0342, -0.01206, -0.06477,  0.99037,  0.12236,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.19141,  0.53809,  0.19141
1177, 373,  0.00869,  0.04503, -0.01803, -0.90458,  0.40857,  0.12168,  0.00,  0.00,  0.00,  0.00,  0.53516,  0.18872,  0.53516,  0.18872
1178, 377,  0.00131,  0.03539, -0.01842, -0.21296,  0.95985,  0.18257,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.19031,  0.53809,  0.19031
1179, 377,  0.00131,  0.03539, -0.01842, -0.21296,  0.95985,  0.18257,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.19031,  0.53809,  0.19031
1180, 376, -0.0061,  0.0438, -0.01328,  0.90401,  0.40762,  0.12891,  0.00,  0.00,  0.00,  0.00,  0.54102,  0.18982,  0.54102,  0.18982
1181, 375,  0.0009,  0.0342, -0.01206, -0.06477,  0.99037,  0.12236,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.19141,  0.53809,  0.19141
1182, 373,  0.00869,  0.04503, -0.01803, -0.90458,  0.40857,  0.12168,  0.00,  0.00,  0.00,  0.00,  0.53516,  0.18872,  0.53516,  0.18872
1183, 374,  0.0093,  0.05802, -0.02796, -0.77054, -0.08703,  0.63141,  0.00,  0.00,  0.00,  0.00,  0.53662,  0.18567,  0.53662,  0.18567
1184, 378,  0.00689,  0.04385, -0.02935, -0.8064,  0.34073,  0.48335,  0.00,  0.00,  0.00,  0.00,  0.53711,  0.18787,  0.53711,  0.18787
1185, 377,  0.00131,  0.03539, -0.01842, -0.21296,  0.95985,  0.18257,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.19031,  0.53809,  0.19031
1186, 373,  0.00869,  0.04503, -0.01803, -0.90458,  0.40857,  0.12168,  0.00,  0.00,  0.00,  0.00,  0.53516,  0.18872,  0.53516,  0.18872
1187, 378,  0.00689,  0.04385, -0.02935, -0.8064,  0.34073,  0.48335,  0.00,  0.00,  0.00,  0.00,  0.53711,  0.18787,  0.53711,  0.18787
1188, 362,  0.00202,  0.06692, -0.02386, -0.04775, -0.56968,  0.82047,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.18372,  0.53809,  0.18372
1189, 379,  0.00252,  0.05813, -0.02889, -0.10722, -0.29242,  0.95026,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.18542,  0.53809,  0.18542
1190, 374,  0.0093,  0.05802, -0.02796, -0.77054, -0.08703,  0.63141,  0.00,  0.00,  0.00,  0.00,  0.53662,  0.18567,  0.53662,  0.18567
1191, 378,  0.00689,  0.04385, -0.02935, -0.8064,  0.34073,  0.48335,  0.00,  0.00,  0.00,  0.00,  0.53711,  0.18787,  0.53711,  0.18787
1192, 374,  0.0093,  0.05802, -0.02796, -0.77054, -0.08703,  0.63141,  0.00,  0.00,  0.00,  0.00,  0.53662,  0.18567,  0.53662,  0.18567
1193, 379,  0.00252,  0.05813, -0.02889, -0.10722, -0.29242,  0.95026,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.18542,  0.53809,  0.18542
1194, 377,  0.00131,  0.03539, -0.01842, -0.21296,  0.95985,  0.18257,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.19031,  0.53809,  0.19031
1195, 378,  0.00689,  0.04385, -0.02935, -0.8064,  0.34073,  0.48335,  0.00,  0.00,  0.00,  0.00,  0.53711,  0.18787,  0.53711,  0.18787
1196, 380,  0.00161,  0.03844, -0.02979, -0.42918,  0.86473,  0.26087,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.18848,  0.53809,  0.18848
1197, 381,  0.00221,  0.04342, -0.03068, -0.13282, -0.05079,  0.98984,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.18774,  0.53809,  0.18774
1198, 380,  0.00161,  0.03844, -0.02979, -0.42918,  0.86473,  0.26087,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.18848,  0.53809,  0.18848
1199, 378,  0.00689,  0.04385, -0.02935, -0.8064,  0.34073,  0.48335,  0.00,  0.00,  0.00,  0.00,  0.53711,  0.18787,  0.53711,  0.18787
1200, 378,  0.00689,  0.04385, -0.02935, -0.8064,  0.34073,  0.48335,  0.00,  0.00,  0.00,  0.00,  0.53711,  0.18787,  0.53711,  0.18787
1201, 379,  0.00252,  0.05813, -0.02889, -0.10722, -0.29242,  0.95026,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.18542,  0.53809,  0.18542
1202, 381,  0.00221,  0.04342, -0.03068, -0.13282, -0.05079,  0.98984,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.18774,  0.53809,  0.18774
1203, 382, -0.00706,  0.05577, -0.02118,  0.93408,  0.01209,  0.35685,  0.00,  0.00,  0.00,  0.00,  0.54102,  0.18628,  0.54102,  0.18628
1204, 331, -0.00901,  0.05578, -0.01369,  0.98375,  0.05086,  0.17217,  0.00,  0.00,  0.00,  0.00,  0.54199,  0.18677,  0.54199,  0.18677
1205, 376, -0.0061,  0.0438, -0.01328,  0.90401,  0.40762,  0.12891,  0.00,  0.00,  0.00,  0.00,  0.54102,  0.18982,  0.54102,  0.18982
1206, 331, -0.00901,  0.05578, -0.01369,  0.98375,  0.05086,  0.17217,  0.00,  0.00,  0.00,  0.00,  0.54199,  0.18677,  0.54199,  0.18677
1207, 382, -0.00706,  0.05577, -0.02118,  0.93408,  0.01209,  0.35685,  0.00,  0.00,  0.00,  0.00,  0.54102,  0.18628,  0.54102,  0.18628
1208, 330, -0.00609,  0.06896, -0.01713,  0.90927, -0.21776,  0.35468,  0.00,  0.00,  0.00,  0.00,  0.54053,  0.18311,  0.54053,  0.18311
1209, 377,  0.00131,  0.03539, -0.01842, -0.21296,  0.95985,  0.18257,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.19031,  0.53809,  0.19031
1210, 383, -0.00473,  0.04387, -0.02068,  0.89367,  0.3793,  0.23977,  0.00,  0.00,  0.00,  0.00,  0.54004,  0.18884,  0.54004,  0.18884
1211, 376, -0.0061,  0.0438, -0.01328,  0.90401,  0.40762,  0.12891,  0.00,  0.00,  0.00,  0.00,  0.54102,  0.18982,  0.54102,  0.18982
1212, 382, -0.00706,  0.05577, -0.02118,  0.93408,  0.01209,  0.35685,  0.00,  0.00,  0.00,  0.00,  0.54102,  0.18628,  0.54102,  0.18628
1213, 376, -0.0061,  0.0438, -0.01328,  0.90401,  0.40762,  0.12891,  0.00,  0.00,  0.00,  0.00,  0.54102,  0.18982,  0.54102,  0.18982
1214, 383, -0.00473,  0.04387, -0.02068,  0.89367,  0.3793,  0.23977,  0.00,  0.00,  0.00,  0.00,  0.54004,  0.18884,  0.54004,  0.18884
1215, 383, -0.00473,  0.04387, -0.02068,  0.89367,  0.3793,  0.23977,  0.00,  0.00,  0.00,  0.00,  0.54004,  0.18884,  0.54004,  0.18884
1216, 377,  0.00131,  0.03539, -0.01842, -0.21296,  0.95985,  0.18257,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.19031,  0.53809,  0.19031
1217, 384,  0.00161,  0.03844, -0.02979, -0.42918,  0.86473,  0.26087,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.18848,  0.53809,  0.18848
1218, 383, -0.00473,  0.04387, -0.02068,  0.89367,  0.3793,  0.23977,  0.00,  0.00,  0.00,  0.00,  0.54004,  0.18884,  0.54004,  0.18884
1219, 384,  0.00161,  0.03844, -0.02979, -0.42918,  0.86473,  0.26087,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.18848,  0.53809,  0.18848
1220, 385, -0.00077,  0.0435, -0.0303,  0.63246,  0.13182,  0.76329,  0.00,  0.00,  0.00,  0.00,  0.53857,  0.18787,  0.53857,  0.18787
1221, 385, -0.00077,  0.0435, -0.0303,  0.63246,  0.13182,  0.76329,  0.00,  0.00,  0.00,  0.00,  0.53857,  0.18787,  0.53857,  0.18787
1222, 384,  0.00161,  0.03844, -0.02979, -0.42918,  0.86473,  0.26087,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.18848,  0.53809,  0.18848
1223, 381,  0.00221,  0.04342, -0.03068, -0.13282, -0.05079,  0.98984,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.18774,  0.53809,  0.18774
1224, 382, -0.00706,  0.05577, -0.02118,  0.93408,  0.01209,  0.35685,  0.00,  0.00,  0.00,  0.00,  0.54102,  0.18628,  0.54102,  0.18628
1225, 383, -0.00473,  0.04387, -0.02068,  0.89367,  0.3793,  0.23977,  0.00,  0.00,  0.00,  0.00,  0.54004,  0.18884,  0.54004,  0.18884
1226, 385, -0.00077,  0.0435, -0.0303,  0.63246,  0.13182,  0.76329,  0.00,  0.00,  0.00,  0.00,  0.53857,  0.18787,  0.53857,  0.18787
1227, 381,  0.00221,  0.04342, -0.03068, -0.13282, -0.05079,  0.98984,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.18774,  0.53809,  0.18774
1228, 386, -0.00148,  0.05692, -0.02961,  0.52222, -0.16535,  0.83663,  0.00,  0.00,  0.00,  0.00,  0.53857,  0.18567,  0.53857,  0.18567
1229, 385, -0.00077,  0.0435, -0.0303,  0.63246,  0.13182,  0.76329,  0.00,  0.00,  0.00,  0.00,  0.53857,  0.18787,  0.53857,  0.18787
1230, 381,  0.00221,  0.04342, -0.03068, -0.13282, -0.05079,  0.98984,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.18774,  0.53809,  0.18774
1231, 379,  0.00252,  0.05813, -0.02889, -0.10722, -0.29242,  0.95026,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.18542,  0.53809,  0.18542
1232, 386, -0.00148,  0.05692, -0.02961,  0.52222, -0.16535,  0.83663,  0.00,  0.00,  0.00,  0.00,  0.53857,  0.18567,  0.53857,  0.18567
1233, 382, -0.00706,  0.05577, -0.02118,  0.93408,  0.01209,  0.35685,  0.00,  0.00,  0.00,  0.00,  0.54102,  0.18628,  0.54102,  0.18628
1234, 385, -0.00077,  0.0435, -0.0303,  0.63246,  0.13182,  0.76329,  0.00,  0.00,  0.00,  0.00,  0.53857,  0.18787,  0.53857,  0.18787
1235, 386, -0.00148,  0.05692, -0.02961,  0.52222, -0.16535,  0.83663,  0.00,  0.00,  0.00,  0.00,  0.53857,  0.18567,  0.53857,  0.18567
1236, 387, -0.00108,  0.06632, -0.02403,  0.22566, -0.54598,  0.80683,  0.00,  0.00,  0.00,  0.00,  0.53906,  0.18384,  0.53906,  0.18384
1237, 379,  0.00252,  0.05813, -0.02889, -0.10722, -0.29242,  0.95026,  0.00,  0.00,  0.00,  0.00,  0.53809,  0.18542,  0.53809,  0.18542
