VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD1.x, in_TEXCOORD1.y, in_TEXCOORD2.x, in_TEXCOORD2.y, in_BLENDWEIGHTS0.x, in_BLENDWEIGHTS0.y, in_BLENDWEIGHTS0.z, in_BLENDWEIGHTS0.w, in_BLENDINDICES0.x, in_BLENDINDICES0.y, in_BLENDINDICES0.z, in_BLENDINDICES0.w
571, 115, -0.69892,  0.18687, -1.29084,  1.00,  1.00,  1.00,  1.00,  0.6582,  0.22473,  0.6582,  0.22473,  0.6582,  0.22473,  0.69241,  0.29549,  0.0121,  0.00, 1, 0, 2, 0
572, 111, -0.7545,  0.19029, -1.23746,  1.00,  1.00,  1.00,  1.00,  0.55029,  0.23218,  0.55029,  0.23218,  0.55029,  0.23218,  0.82634,  0.15259,  0.02107,  0.00, 1, 0, 2, 0
573, 116, -0.70533,  0.17647, -1.16305,  1.00,  1.00,  1.00,  1.00,  0.60547,  0.26489,  0.60547,  0.26489,  0.60547,  0.26489,  0.88086,  0.06079,  0.05835,  0.00, 1, 0, 2, 0
574, 33, -0.60434,  0.19279, -1.32664,  1.00,  1.00,  1.00,  1.00,  0.81836,  0.22571,  0.81836,  0.22571,  0.81836,  0.22571,  0.55947,  0.42933,  0.0112,  0.00, 1, 0, 2, 0
575, 115, -0.69892,  0.18687, -1.29084,  1.00,  1.00,  1.00,  1.00,  0.6582,  0.22473,  0.6582,  0.22473,  0.6582,  0.22473,  0.69241,  0.29549,  0.0121,  0.00, 1, 0, 2, 0
576, 112, -0.77511,  0.16911, -1.09879,  1.00,  1.00,  1.00,  1.00,  0.46655,  0.27271,  0.46655,  0.27271,  0.46655,  0.27271,  0.832,  0.15103,  0.01585,  0.00111, 1, 2, 0, 3
577, 116, -0.70533,  0.17647, -1.16305,  1.00,  1.00,  1.00,  1.00,  0.60547,  0.26489,  0.60547,  0.26489,  0.60547,  0.26489,  0.88086,  0.06079,  0.05835,  0.00, 1, 0, 2, 0
578, 111, -0.7545,  0.19029, -1.23746,  1.00,  1.00,  1.00,  1.00,  0.55029,  0.23218,  0.55029,  0.23218,  0.55029,  0.23218,  0.82634,  0.15259,  0.02107,  0.00, 1, 0, 2, 0
579, 112, -0.77511,  0.16911, -1.09879,  1.00,  1.00,  1.00,  1.00,  0.46655,  0.27271,  0.46655,  0.27271,  0.46655,  0.27271,  0.832,  0.15103,  0.01585,  0.00111, 1, 2, 0, 3
580, 108, -0.83438,  0.13128, -1.02745,  1.00,  1.00,  1.00,  1.00,  0.35815,  0.28467,  0.35815,  0.28467,  0.35815,  0.28467,  0.6401,  0.35608,  0.00381,  0.00, 1, 2, 3, 0
581, 117, -0.80538,  0.13972, -0.92822,  1.00,  1.00,  1.00,  1.00,  0.35498,  0.32129,  0.35498,  0.32129,  0.35498,  0.32129,  0.69332,  0.28406,  0.02261,  0.00, 2, 1, 3, 0
582, 108, -0.83438,  0.13128, -1.02745,  1.00,  1.00,  1.00,  1.00,  0.35815,  0.28467,  0.35815,  0.28467,  0.35815,  0.28467,  0.6401,  0.35608,  0.00381,  0.00, 1, 2, 3, 0
583, 113, -0.83784,  0.11832, -0.90169,  1.00,  1.00,  1.00,  1.00,  0.29761,  0.32275,  0.29761,  0.32275,  0.29761,  0.32275,  0.75709,  0.20937,  0.03354,  0.00, 2, 1, 3, 0
584, 117, -0.80538,  0.13972, -0.92822,  1.00,  1.00,  1.00,  1.00,  0.35498,  0.32129,  0.35498,  0.32129,  0.35498,  0.32129,  0.69332,  0.28406,  0.02261,  0.00, 2, 1, 3, 0
585, 114, -0.87276,  0.13799, -0.76647,  1.00,  1.00,  1.00,  1.00,  0.20923,  0.36206,  0.20923,  0.36206,  0.20923,  0.36206,  0.81035,  0.16255,  0.02394,  0.00316, 2, 3, 1, 4
586, 118, -0.83464,  0.14491, -0.79681,  1.00,  1.00,  1.00,  1.00,  0.25781,  0.35815,  0.25781,  0.35815,  0.25781,  0.35815,  0.82119,  0.13567,  0.0407,  0.00244, 2, 3, 1, 4
587, 109, -0.86972,  0.12388, -0.88299,  1.00,  1.00,  1.00,  1.00,  0.25732,  0.32422,  0.25732,  0.32422,  0.25732,  0.32422,  0.80844,  0.15027,  0.04128,  0.00, 2, 1, 3, 0
588, 118, -0.83464,  0.14491, -0.79681,  1.00,  1.00,  1.00,  1.00,  0.25781,  0.35815,  0.25781,  0.35815,  0.25781,  0.35815,  0.82119,  0.13567,  0.0407,  0.00244, 2, 3, 1, 4
589, 113, -0.83784,  0.11832, -0.90169,  1.00,  1.00,  1.00,  1.00,  0.29761,  0.32275,  0.29761,  0.32275,  0.29761,  0.32275,  0.75709,  0.20937,  0.03354,  0.00, 2, 1, 3, 0
590, 109, -0.86972,  0.12388, -0.88299,  1.00,  1.00,  1.00,  1.00,  0.25732,  0.32422,  0.25732,  0.32422,  0.25732,  0.32422,  0.80844,  0.15027,  0.04128,  0.00, 2, 1, 3, 0
591, 119, -0.83149,  0.16784, -0.68677,  1.00,  1.00,  1.00,  1.00,  0.21606,  0.39551,  0.21606,  0.39551,  0.21606,  0.39551,  0.5959,  0.38878,  0.0119,  0.00342, 2, 3, 4, 1
592, 114, -0.87276,  0.13799, -0.76647,  1.00,  1.00,  1.00,  1.00,  0.20923,  0.36206,  0.20923,  0.36206,  0.20923,  0.36206,  0.81035,  0.16255,  0.02394,  0.00316, 2, 3, 1, 4
593, 110, -0.90326,  0.12999, -0.74685,  1.00,  1.00,  1.00,  1.00,  0.17065,  0.36353,  0.17065,  0.36353,  0.17065,  0.36353,  0.80946,  0.16663,  0.02066,  0.00325, 2, 3, 1, 4
594, 118, -0.83464,  0.14491, -0.79681,  1.00,  1.00,  1.00,  1.00,  0.25781,  0.35815,  0.25781,  0.35815,  0.25781,  0.35815,  0.82119,  0.13567,  0.0407,  0.00244, 2, 3, 1, 4
595, 114, -0.87276,  0.13799, -0.76647,  1.00,  1.00,  1.00,  1.00,  0.20923,  0.36206,  0.20923,  0.36206,  0.20923,  0.36206,  0.81035,  0.16255,  0.02394,  0.00316, 2, 3, 1, 4
596, 119, -0.83149,  0.16784, -0.68677,  1.00,  1.00,  1.00,  1.00,  0.21606,  0.39551,  0.21606,  0.39551,  0.21606,  0.39551,  0.5959,  0.38878,  0.0119,  0.00342, 2, 3, 4, 1
597, 118, -0.83464,  0.14491, -0.79681,  1.00,  1.00,  1.00,  1.00,  0.25781,  0.35815,  0.25781,  0.35815,  0.25781,  0.35815,  0.82119,  0.13567,  0.0407,  0.00244, 2, 3, 1, 4
598, 120, -0.80457,  0.14371, -0.81328,  1.00,  1.00,  1.00,  1.00,  0.29761,  0.35718,  0.29761,  0.35718,  0.29761,  0.35718,  0.82867,  0.11522,  0.05431,  0.0018, 2, 3, 1, 4
599, 113, -0.83784,  0.11832, -0.90169,  1.00,  1.00,  1.00,  1.00,  0.29761,  0.32275,  0.29761,  0.32275,  0.29761,  0.32275,  0.75709,  0.20937,  0.03354,  0.00, 2, 1, 3, 0
600, 120, -0.80457,  0.14371, -0.81328,  1.00,  1.00,  1.00,  1.00,  0.29761,  0.35718,  0.29761,  0.35718,  0.29761,  0.35718,  0.82867,  0.11522,  0.05431,  0.0018, 2, 3, 1, 4
601, 117, -0.80538,  0.13972, -0.92822,  1.00,  1.00,  1.00,  1.00,  0.35498,  0.32129,  0.35498,  0.32129,  0.35498,  0.32129,  0.69332,  0.28406,  0.02261,  0.00, 2, 1, 3, 0
602, 113, -0.83784,  0.11832, -0.90169,  1.00,  1.00,  1.00,  1.00,  0.29761,  0.32275,  0.29761,  0.32275,  0.29761,  0.32275,  0.75709,  0.20937,  0.03354,  0.00, 2, 1, 3, 0
603, 112, -0.77511,  0.16911, -1.09879,  1.00,  1.00,  1.00,  1.00,  0.46655,  0.27271,  0.46655,  0.27271,  0.46655,  0.27271,  0.832,  0.15103,  0.01585,  0.00111, 1, 2, 0, 3
604, 117, -0.80538,  0.13972, -0.92822,  1.00,  1.00,  1.00,  1.00,  0.35498,  0.32129,  0.35498,  0.32129,  0.35498,  0.32129,  0.69332,  0.28406,  0.02261,  0.00, 2, 1, 3, 0
605, 121, -0.74871,  0.16745, -0.99076,  1.00,  1.00,  1.00,  1.00,  0.46338,  0.31226,  0.46338,  0.31226,  0.46338,  0.31226,  0.50814,  0.48324,  0.00861,  0.00, 1, 2, 3, 0
606, 121, -0.74871,  0.16745, -0.99076,  1.00,  1.00,  1.00,  1.00,  0.46338,  0.31226,  0.46338,  0.31226,  0.46338,  0.31226,  0.50814,  0.48324,  0.00861,  0.00, 1, 2, 3, 0
607, 116, -0.70533,  0.17647, -1.16305,  1.00,  1.00,  1.00,  1.00,  0.60547,  0.26489,  0.60547,  0.26489,  0.60547,  0.26489,  0.88086,  0.06079,  0.05835,  0.00, 1, 0, 2, 0
608, 112, -0.77511,  0.16911, -1.09879,  1.00,  1.00,  1.00,  1.00,  0.46655,  0.27271,  0.46655,  0.27271,  0.46655,  0.27271,  0.832,  0.15103,  0.01585,  0.00111, 1, 2, 0, 3
609, 116, -0.70533,  0.17647, -1.16305,  1.00,  1.00,  1.00,  1.00,  0.60547,  0.26489,  0.60547,  0.26489,  0.60547,  0.26489,  0.88086,  0.06079,  0.05835,  0.00, 1, 0, 2, 0
610, 122, -0.6031,  0.18958, -1.20744,  1.00,  1.00,  1.00,  1.00,  0.79736,  0.26465,  0.79736,  0.26465,  0.79736,  0.26465,  0.81605,  0.13619,  0.04778,  0.00, 1, 0, 2, 0
611, 33, -0.60434,  0.19279, -1.32664,  1.00,  1.00,  1.00,  1.00,  0.81836,  0.22571,  0.81836,  0.22571,  0.81836,  0.22571,  0.55947,  0.42933,  0.0112,  0.00, 1, 0, 2, 0
612, 122, -0.6031,  0.18958, -1.20744,  1.00,  1.00,  1.00,  1.00,  0.79736,  0.26465,  0.79736,  0.26465,  0.79736,  0.26465,  0.81605,  0.13619,  0.04778,  0.00, 1, 0, 2, 0
613, 34, -0.50977,  0.19871, -1.36244,  1.00,  1.00,  1.00,  1.00,  0.99902,  0.22534,  0.99902,  0.22534,  0.99902,  0.22534,  0.5181,  0.47414,  0.00775,  0.00, 0, 1, 2, 0
614, 33, -0.60434,  0.19279, -1.32664,  1.00,  1.00,  1.00,  1.00,  0.81836,  0.22571,  0.81836,  0.22571,  0.81836,  0.22571,  0.55947,  0.42933,  0.0112,  0.00, 1, 0, 2, 0
615, 122, -0.6031,  0.18958, -1.20744,  1.00,  1.00,  1.00,  1.00,  0.79736,  0.26465,  0.79736,  0.26465,  0.79736,  0.26465,  0.81605,  0.13619,  0.04778,  0.00, 1, 0, 2, 0
616, 123, -0.50087,  0.2027, -1.25184,  1.00,  1.00,  1.00,  1.00,  0.99854,  0.26245,  0.99854,  0.26245,  0.99854,  0.26245,  0.78151,  0.18854,  0.02995,  0.00, 1, 0, 2, 0
617, 34, -0.50977,  0.19871, -1.36244,  1.00,  1.00,  1.00,  1.00,  0.99902,  0.22534,  0.99902,  0.22534,  0.99902,  0.22534,  0.5181,  0.47414,  0.00775,  0.00, 0, 1, 2, 0
618, 124, -0.68566,  0.17453, -1.046,  1.00,  1.00,  1.00,  1.00,  0.59717,  0.30518,  0.59717,  0.30518,  0.59717,  0.30518,  0.69146,  0.30134,  0.00491,  0.00229, 1, 2, 0, 3
619, 122, -0.6031,  0.18958, -1.20744,  1.00,  1.00,  1.00,  1.00,  0.79736,  0.26465,  0.79736,  0.26465,  0.79736,  0.26465,  0.81605,  0.13619,  0.04778,  0.00, 1, 0, 2, 0
620, 116, -0.70533,  0.17647, -1.16305,  1.00,  1.00,  1.00,  1.00,  0.60547,  0.26489,  0.60547,  0.26489,  0.60547,  0.26489,  0.88086,  0.06079,  0.05835,  0.00, 1, 0, 2, 0
621, 121, -0.74871,  0.16745, -0.99076,  1.00,  1.00,  1.00,  1.00,  0.46338,  0.31226,  0.46338,  0.31226,  0.46338,  0.31226,  0.50814,  0.48324,  0.00861,  0.00, 1, 2, 3, 0
622, 124, -0.68566,  0.17453, -1.046,  1.00,  1.00,  1.00,  1.00,  0.59717,  0.30518,  0.59717,  0.30518,  0.59717,  0.30518,  0.69146,  0.30134,  0.00491,  0.00229, 1, 2, 0, 3
623, 116, -0.70533,  0.17647, -1.16305,  1.00,  1.00,  1.00,  1.00,  0.60547,  0.26489,  0.60547,  0.26489,  0.60547,  0.26489,  0.88086,  0.06079,  0.05835,  0.00, 1, 0, 2, 0
624, 125, -0.58797,  0.18095, -1.09105,  1.00,  1.00,  1.00,  1.00,  0.7876,  0.30444,  0.7876,  0.30444,  0.7876,  0.30444,  0.75404,  0.22356,  0.02086,  0.00156, 1, 2, 0, 3
625, 123, -0.50087,  0.2027, -1.25184,  1.00,  1.00,  1.00,  1.00,  0.99854,  0.26245,  0.99854,  0.26245,  0.99854,  0.26245,  0.78151,  0.18854,  0.02995,  0.00, 1, 0, 2, 0
626, 122, -0.6031,  0.18958, -1.20744,  1.00,  1.00,  1.00,  1.00,  0.79736,  0.26465,  0.79736,  0.26465,  0.79736,  0.26465,  0.81605,  0.13619,  0.04778,  0.00, 1, 0, 2, 0
627, 124, -0.68566,  0.17453, -1.046,  1.00,  1.00,  1.00,  1.00,  0.59717,  0.30518,  0.59717,  0.30518,  0.59717,  0.30518,  0.69146,  0.30134,  0.00491,  0.00229, 1, 2, 0, 3
628, 125, -0.58797,  0.18095, -1.09105,  1.00,  1.00,  1.00,  1.00,  0.7876,  0.30444,  0.7876,  0.30444,  0.7876,  0.30444,  0.75404,  0.22356,  0.02086,  0.00156, 1, 2, 0, 3
629, 122, -0.6031,  0.18958, -1.20744,  1.00,  1.00,  1.00,  1.00,  0.79736,  0.26465,  0.79736,  0.26465,  0.79736,  0.26465,  0.81605,  0.13619,  0.04778,  0.00, 1, 0, 2, 0
630, 125, -0.58797,  0.18095, -1.09105,  1.00,  1.00,  1.00,  1.00,  0.7876,  0.30444,  0.7876,  0.30444,  0.7876,  0.30444,  0.75404,  0.22356,  0.02086,  0.00156, 1, 2, 0, 3
631, 126, -0.49027,  0.18736, -1.13609,  1.00,  1.00,  1.00,  1.00,  0.99854,  0.30176,  0.99854,  0.30176,  0.99854,  0.30176,  0.81805,  0.14485,  0.03709,  0.00, 1, 2, 0, 0
632, 123, -0.50087,  0.2027, -1.25184,  1.00,  1.00,  1.00,  1.00,  0.99854,  0.26245,  0.99854,  0.26245,  0.99854,  0.26245,  0.78151,  0.18854,  0.02995,  0.00, 1, 0, 2, 0
633, 127, -0.77132,  0.15784, -0.83972,  1.00,  1.00,  1.00,  1.00,  0.35571,  0.35522,  0.35571,  0.35522,  0.35571,  0.35522,  0.8437,  0.08377,  0.07251,  0.00, 2, 3, 1, 0
634, 121, -0.74871,  0.16745, -0.99076,  1.00,  1.00,  1.00,  1.00,  0.46338,  0.31226,  0.46338,  0.31226,  0.46338,  0.31226,  0.50814,  0.48324,  0.00861,  0.00, 1, 2, 3, 0
635, 117, -0.80538,  0.13972, -0.92822,  1.00,  1.00,  1.00,  1.00,  0.35498,  0.32129,  0.35498,  0.32129,  0.35498,  0.32129,  0.69332,  0.28406,  0.02261,  0.00, 2, 1, 3, 0
636, 120, -0.80457,  0.14371, -0.81328,  1.00,  1.00,  1.00,  1.00,  0.29761,  0.35718,  0.29761,  0.35718,  0.29761,  0.35718,  0.82867,  0.11522,  0.05431,  0.0018, 2, 3, 1, 4
637, 127, -0.77132,  0.15784, -0.83972,  1.00,  1.00,  1.00,  1.00,  0.35571,  0.35522,  0.35571,  0.35522,  0.35571,  0.35522,  0.8437,  0.08377,  0.07251,  0.00, 2, 3, 1, 0
638, 117, -0.80538,  0.13972, -0.92822,  1.00,  1.00,  1.00,  1.00,  0.35498,  0.32129,  0.35498,  0.32129,  0.35498,  0.32129,  0.69332,  0.28406,  0.02261,  0.00, 2, 1, 3, 0
639, 128, -0.80159,  0.17448, -0.70954,  1.00,  1.00,  1.00,  1.00,  0.25732,  0.39355,  0.25732,  0.39355,  0.25732,  0.39355,  0.62797,  0.35724,  0.00999,  0.00479, 2, 3, 4, 1
640, 120, -0.80457,  0.14371, -0.81328,  1.00,  1.00,  1.00,  1.00,  0.29761,  0.35718,  0.29761,  0.35718,  0.29761,  0.35718,  0.82867,  0.11522,  0.05431,  0.0018, 2, 3, 1, 4
641, 118, -0.83464,  0.14491, -0.79681,  1.00,  1.00,  1.00,  1.00,  0.25781,  0.35815,  0.25781,  0.35815,  0.25781,  0.35815,  0.82119,  0.13567,  0.0407,  0.00244, 2, 3, 1, 4
642, 118, -0.83464,  0.14491, -0.79681,  1.00,  1.00,  1.00,  1.00,  0.25781,  0.35815,  0.25781,  0.35815,  0.25781,  0.35815,  0.82119,  0.13567,  0.0407,  0.00244, 2, 3, 1, 4
643, 119, -0.83149,  0.16784, -0.68677,  1.00,  1.00,  1.00,  1.00,  0.21606,  0.39551,  0.21606,  0.39551,  0.21606,  0.39551,  0.5959,  0.38878,  0.0119,  0.00342, 2, 3, 4, 1
644, 128, -0.80159,  0.17448, -0.70954,  1.00,  1.00,  1.00,  1.00,  0.25732,  0.39355,  0.25732,  0.39355,  0.25732,  0.39355,  0.62797,  0.35724,  0.00999,  0.00479, 2, 3, 4, 1
645, 129, -0.71881,  0.18, -0.89227,  1.00,  1.00,  1.00,  1.00,  0.46094,  0.34912,  0.46094,  0.34912,  0.46094,  0.34912,  0.7874,  0.16825,  0.04436,  0.00, 2, 1, 3, 0
646, 124, -0.68566,  0.17453, -1.046,  1.00,  1.00,  1.00,  1.00,  0.59717,  0.30518,  0.59717,  0.30518,  0.59717,  0.30518,  0.69146,  0.30134,  0.00491,  0.00229, 1, 2, 0, 3
647, 121, -0.74871,  0.16745, -0.99076,  1.00,  1.00,  1.00,  1.00,  0.46338,  0.31226,  0.46338,  0.31226,  0.46338,  0.31226,  0.50814,  0.48324,  0.00861,  0.00, 1, 2, 3, 0
648, 127, -0.77132,  0.15784, -0.83972,  1.00,  1.00,  1.00,  1.00,  0.35571,  0.35522,  0.35571,  0.35522,  0.35571,  0.35522,  0.8437,  0.08377,  0.07251,  0.00, 2, 3, 1, 0
649, 129, -0.71881,  0.18, -0.89227,  1.00,  1.00,  1.00,  1.00,  0.46094,  0.34912,  0.46094,  0.34912,  0.46094,  0.34912,  0.7874,  0.16825,  0.04436,  0.00, 2, 1, 3, 0
650, 121, -0.74871,  0.16745, -0.99076,  1.00,  1.00,  1.00,  1.00,  0.46338,  0.31226,  0.46338,  0.31226,  0.46338,  0.31226,  0.50814,  0.48324,  0.00861,  0.00, 1, 2, 3, 0
651, 130, -0.57166,  0.19152, -0.97532,  1.00,  1.00,  1.00,  1.00,  0.78027,  0.34473,  0.78027,  0.34473,  0.78027,  0.34473,  0.64057,  0.34533,  0.0141,  0.00, 2, 1, 3, 0
652, 126, -0.49027,  0.18736, -1.13609,  1.00,  1.00,  1.00,  1.00,  0.99854,  0.30176,  0.99854,  0.30176,  0.99854,  0.30176,  0.81805,  0.14485,  0.03709,  0.00, 1, 2, 0, 0
653, 125, -0.58797,  0.18095, -1.09105,  1.00,  1.00,  1.00,  1.00,  0.7876,  0.30444,  0.7876,  0.30444,  0.7876,  0.30444,  0.75404,  0.22356,  0.02086,  0.00156, 1, 2, 0, 3
654, 130, -0.57166,  0.19152, -0.97532,  1.00,  1.00,  1.00,  1.00,  0.78027,  0.34473,  0.78027,  0.34473,  0.78027,  0.34473,  0.64057,  0.34533,  0.0141,  0.00, 2, 1, 3, 0
655, 131, -0.47693,  0.19932, -1.01568,  1.00,  1.00,  1.00,  1.00,  0.99854,  0.34302,  0.99854,  0.34302,  0.99854,  0.34302,  0.56727,  0.42127,  0.01147,  0.00, 2, 1, 3, 0
656, 126, -0.49027,  0.18736, -1.13609,  1.00,  1.00,  1.00,  1.00,  0.99854,  0.30176,  0.99854,  0.30176,  0.99854,  0.30176,  0.81805,  0.14485,  0.03709,  0.00, 1, 2, 0, 0
657, 132, -0.66639,  0.18371, -0.93496,  1.00,  1.00,  1.00,  1.00,  0.58643,  0.34424,  0.58643,  0.34424,  0.58643,  0.34424,  0.71015,  0.26874,  0.0211,  0.00, 2, 1, 3, 0
658, 125, -0.58797,  0.18095, -1.09105,  1.00,  1.00,  1.00,  1.00,  0.7876,  0.30444,  0.7876,  0.30444,  0.7876,  0.30444,  0.75404,  0.22356,  0.02086,  0.00156, 1, 2, 0, 3
659, 124, -0.68566,  0.17453, -1.046,  1.00,  1.00,  1.00,  1.00,  0.59717,  0.30518,  0.59717,  0.30518,  0.59717,  0.30518,  0.69146,  0.30134,  0.00491,  0.00229, 1, 2, 0, 3
660, 129, -0.71881,  0.18, -0.89227,  1.00,  1.00,  1.00,  1.00,  0.46094,  0.34912,  0.46094,  0.34912,  0.46094,  0.34912,  0.7874,  0.16825,  0.04436,  0.00, 2, 1, 3, 0
661, 132, -0.66639,  0.18371, -0.93496,  1.00,  1.00,  1.00,  1.00,  0.58643,  0.34424,  0.58643,  0.34424,  0.58643,  0.34424,  0.71015,  0.26874,  0.0211,  0.00, 2, 1, 3, 0
662, 124, -0.68566,  0.17453, -1.046,  1.00,  1.00,  1.00,  1.00,  0.59717,  0.30518,  0.59717,  0.30518,  0.59717,  0.30518,  0.69146,  0.30134,  0.00491,  0.00229, 1, 2, 0, 3
663, 132, -0.66639,  0.18371, -0.93496,  1.00,  1.00,  1.00,  1.00,  0.58643,  0.34424,  0.58643,  0.34424,  0.58643,  0.34424,  0.71015,  0.26874,  0.0211,  0.00, 2, 1, 3, 0
664, 130, -0.57166,  0.19152, -0.97532,  1.00,  1.00,  1.00,  1.00,  0.78027,  0.34473,  0.78027,  0.34473,  0.78027,  0.34473,  0.64057,  0.34533,  0.0141,  0.00, 2, 1, 3, 0
665, 125, -0.58797,  0.18095, -1.09105,  1.00,  1.00,  1.00,  1.00,  0.7876,  0.30444,  0.7876,  0.30444,  0.7876,  0.30444,  0.75404,  0.22356,  0.02086,  0.00156, 1, 2, 0, 3
666, 133, -0.76455,  0.17823, -0.73423,  1.00,  1.00,  1.00,  1.00,  0.30737,  0.39111,  0.30737,  0.39111,  0.30737,  0.39111,  0.67477,  0.31192,  0.00684,  0.00647, 2, 3, 4, 1
667, 127, -0.77132,  0.15784, -0.83972,  1.00,  1.00,  1.00,  1.00,  0.35571,  0.35522,  0.35571,  0.35522,  0.35571,  0.35522,  0.8437,  0.08377,  0.07251,  0.00, 2, 3, 1, 0
668, 120, -0.80457,  0.14371, -0.81328,  1.00,  1.00,  1.00,  1.00,  0.29761,  0.35718,  0.29761,  0.35718,  0.29761,  0.35718,  0.82867,  0.11522,  0.05431,  0.0018, 2, 3, 1, 4
669, 128, -0.80159,  0.17448, -0.70954,  1.00,  1.00,  1.00,  1.00,  0.25732,  0.39355,  0.25732,  0.39355,  0.25732,  0.39355,  0.62797,  0.35724,  0.00999,  0.00479, 2, 3, 4, 1
670, 133, -0.76455,  0.17823, -0.73423,  1.00,  1.00,  1.00,  1.00,  0.30737,  0.39111,  0.30737,  0.39111,  0.30737,  0.39111,  0.67477,  0.31192,  0.00684,  0.00647, 2, 3, 4, 1
671, 120, -0.80457,  0.14371, -0.81328,  1.00,  1.00,  1.00,  1.00,  0.29761,  0.35718,  0.29761,  0.35718,  0.29761,  0.35718,  0.82867,  0.11522,  0.05431,  0.0018, 2, 3, 1, 4
672, 134, -0.54725,  0.21205, -0.86872,  1.00,  1.00,  1.00,  1.00,  0.77637,  0.38306,  0.77637,  0.38306,  0.77637,  0.38306,  0.84656,  0.08568,  0.06656,  0.00121, 2, 3, 1, 4
673, 131, -0.47693,  0.19932, -1.01568,  1.00,  1.00,  1.00,  1.00,  0.99854,  0.34302,  0.99854,  0.34302,  0.99854,  0.34302,  0.56727,  0.42127,  0.01147,  0.00, 2, 1, 3, 0
674, 130, -0.57166,  0.19152, -0.97532,  1.00,  1.00,  1.00,  1.00,  0.78027,  0.34473,  0.78027,  0.34473,  0.78027,  0.34473,  0.64057,  0.34533,  0.0141,  0.00, 2, 1, 3, 0
675, 134, -0.54725,  0.21205, -0.86872,  1.00,  1.00,  1.00,  1.00,  0.77637,  0.38306,  0.77637,  0.38306,  0.77637,  0.38306,  0.84656,  0.08568,  0.06656,  0.00121, 2, 3, 1, 4
676, 135, -0.45742,  0.21135, -0.90335,  1.00,  1.00,  1.00,  1.00,  0.99805,  0.38281,  0.99805,  0.38281,  0.99805,  0.38281,  0.84149,  0.07991,  0.07752,  0.00108, 2, 1, 3, 4
677, 131, -0.47693,  0.19932, -1.01568,  1.00,  1.00,  1.00,  1.00,  0.99854,  0.34302,  0.99854,  0.34302,  0.99854,  0.34302,  0.56727,  0.42127,  0.01147,  0.00, 2, 1, 3, 0
678, 136, -0.72676,  0.18731, -0.76198,  1.00,  1.00,  1.00,  1.00,  0.36914,  0.38867,  0.36914,  0.38867,  0.36914,  0.38867,  0.72593,  0.26084,  0.00969,  0.00354, 2, 3, 1, 4
679, 129, -0.71881,  0.18, -0.89227,  1.00,  1.00,  1.00,  1.00,  0.46094,  0.34912,  0.46094,  0.34912,  0.46094,  0.34912,  0.7874,  0.16825,  0.04436,  0.00, 2, 1, 3, 0
680, 127, -0.77132,  0.15784, -0.83972,  1.00,  1.00,  1.00,  1.00,  0.35571,  0.35522,  0.35571,  0.35522,  0.35571,  0.35522,  0.8437,  0.08377,  0.07251,  0.00, 2, 3, 1, 0
681, 133, -0.76455,  0.17823, -0.73423,  1.00,  1.00,  1.00,  1.00,  0.30737,  0.39111,  0.30737,  0.39111,  0.30737,  0.39111,  0.67477,  0.31192,  0.00684,  0.00647, 2, 3, 4, 1
682, 136, -0.72676,  0.18731, -0.76198,  1.00,  1.00,  1.00,  1.00,  0.36914,  0.38867,  0.36914,  0.38867,  0.36914,  0.38867,  0.72593,  0.26084,  0.00969,  0.00354, 2, 3, 1, 4
683, 127, -0.77132,  0.15784, -0.83972,  1.00,  1.00,  1.00,  1.00,  0.35571,  0.35522,  0.35571,  0.35522,  0.35571,  0.35522,  0.8437,  0.08377,  0.07251,  0.00, 2, 3, 1, 0
684, 137, -0.68069,  0.2062, -0.8016,  1.00,  1.00,  1.00,  1.00,  0.46411,  0.38501,  0.46411,  0.38501,  0.46411,  0.38501,  0.79149,  0.17877,  0.02771,  0.00204, 2, 3, 1, 4
685, 132, -0.66639,  0.18371, -0.93496,  1.00,  1.00,  1.00,  1.00,  0.58643,  0.34424,  0.58643,  0.34424,  0.58643,  0.34424,  0.71015,  0.26874,  0.0211,  0.00, 2, 1, 3, 0
686, 129, -0.71881,  0.18, -0.89227,  1.00,  1.00,  1.00,  1.00,  0.46094,  0.34912,  0.46094,  0.34912,  0.46094,  0.34912,  0.7874,  0.16825,  0.04436,  0.00, 2, 1, 3, 0
687, 136, -0.72676,  0.18731, -0.76198,  1.00,  1.00,  1.00,  1.00,  0.36914,  0.38867,  0.36914,  0.38867,  0.36914,  0.38867,  0.72593,  0.26084,  0.00969,  0.00354, 2, 3, 1, 4
688, 137, -0.68069,  0.2062, -0.8016,  1.00,  1.00,  1.00,  1.00,  0.46411,  0.38501,  0.46411,  0.38501,  0.46411,  0.38501,  0.79149,  0.17877,  0.02771,  0.00204, 2, 3, 1, 4
689, 129, -0.71881,  0.18, -0.89227,  1.00,  1.00,  1.00,  1.00,  0.46094,  0.34912,  0.46094,  0.34912,  0.46094,  0.34912,  0.7874,  0.16825,  0.04436,  0.00, 2, 1, 3, 0
690, 138, -0.63708,  0.21275, -0.83408,  1.00,  1.00,  1.00,  1.00,  0.58203,  0.38208,  0.58203,  0.38208,  0.58203,  0.38208,  0.83207,  0.11949,  0.04733,  0.0011, 2, 3, 1, 4
